model,scope,bet_type,races,hit_races,hit_rate_pct,total_stake,total_return,return_rate_pct
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度7レース/日(計84レース),複勝,84,80,95.2,42000.0,37020.0,88.1
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度7レース/日(計84レース),枠連,84,35,41.7,68200.0,58690.0,86.1
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度7レース/日(計84レース),馬連,84,37,44.0,84000.0,127610.0,151.9
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度7レース/日(計84レース),ワイド,84,56,66.7,84000.0,83470.0,99.4
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度7レース/日(計84レース),馬単,84,37,44.0,168000.0,223720.0,133.2
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度7レース/日(計84レース),3連複,84,16,19.0,84000.0,26850.0,32.0
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度7レース/日(計84レース),3連単,84,16,19.0,504000.0,133860.0,26.6
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度8レース/日(計96レース),単勝,96,70,72.9,48000.0,47220.0,98.4
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度8レース/日(計96レース),複勝,96,92,95.8,48000.0,45230.0,94.2
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度8レース/日(計96レース),枠連,96,45,46.9,78600.0,68360.0,87.0
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度8レース/日(計96レース),馬連,96,44,45.8,96000.0,157330.0,163.9
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度8レース/日(計96レース),ワイド,96,66,68.8,96000.0,109320.0,113.9
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度8レース/日(計96レース),馬単,96,44,45.8,192000.0,290920.0,151.5
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度8レース/日(計96レース),3連複,96,20,20.8,96000.0,119480.0,124.5
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度8レース/日(計96レース),3連単,96,20,20.8,576000.0,878990.0,152.6
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度9レース/日(計108レース),単勝,108,80,74.1,54000.0,53250.0,98.6
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度9レース/日(計108レース),複勝,108,104,96.3,54000.0,50530.0,93.6
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度9レース/日(計108レース),枠連,108,51,47.2,88200.0,74670.0,84.7
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度9レース/日(計108レース),馬連,108,49,45.4,108000.0,164780.0,152.6
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度9レース/日(計108レース),ワイド,108,77,71.3,108000.0,119060.0,110.2
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度9レース/日(計108レース),馬単,108,49,45.4,216000.0,304470.0,141.0
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度9レース/日(計108レース),3連複,108,21,19.4,108000.0,123410.0,114.3
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度9レース/日(計108レース),3連単,108,21,19.4,648000.0,893620.0,137.9
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度10レース/日(計120レース),単勝,120,89,74.2,60000.0,59560.0,99.3
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度10レース/日(計120レース),複勝,120,116,96.7,60000.0,56200.0,93.7
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度10レース/日(計120レース),枠連,120,57,47.5,97900.0,79580.0,81.3
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度10レース/日(計120レース),馬連,120,57,47.5,120000.0,183030.0,152.5
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度10レース/日(計120レース),ワイド,120,86,71.7,120000.0,133500.0,111.2
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度10レース/日(計120レース),馬単,120,57,47.5,240000.0,339840.0,141.6
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度10レース/日(計120レース),3連複,120,24,20.0,120000.0,134860.0,112.4
"現行box5モデル(pattern83, winner_v3.json)",0/1フィルタ:高確信度10レース/日(計120レース),3連単,120,24,20.0,720000.0,955610.0,132.7
"現行box5モデル(pattern83, winner_v3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",単勝,211,147,69.7,105500.0,95927.10784313726,90.9
"現行box5モデル(pattern83, winner_v3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",複勝,211,203,96.2,105500.0,93928.53758169935,89.0
"現行box5モデル(pattern83, winner_v3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",枠連,211,96,45.5,169290.8496732026,135799.5343137255,80.2
"現行box5モデル(pattern83, winner_v3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬連,211,93,44.1,211000.0,269236.8014705882,127.6
"現行box5モデル(pattern83, winner_v3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",ワイド,211,146,69.2,211000.0,202885.54330065357,96.2
"現行box5モデル(pattern83, winner_v3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬単,211,93,44.1,422000.0,506790.1552287582,120.1
"現行box5モデル(pattern83, winner_v3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",3連複,211,38,18.0,211000.0,189069.32598039217,89.6
"現行box5モデル(pattern83, winner_v3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",3連単,211,38,18.0,1266000.0,1254686.6911764706,99.1
"現行box4モデル(pattern19, winner_box4.json)",均等ステーク(全211レース),単勝,211,127,60.2,84400.0,83530.0,99.0
"現行box4モデル(pattern19, winner_box4.json)",均等ステーク(全211レース),複勝,211,186,88.2,84400.0,76740.0,90.9
"現行box4モデル(pattern19, winner_box4.json)",均等ステーク(全211レース),枠連,211,69,32.7,104100.0,121340.0,116.6
"現行box4モデル(pattern19, winner_box4.json)",均等ステーク(全211レース),馬連,211,67,31.8,126600.0,241220.0,190.5
"現行box4モデル(pattern19, winner_box4.json)",均等ステーク(全211レース),ワイド,211,103,48.8,126600.0,148970.0,117.7
"現行box4モデル(pattern19, winner_box4.json)",均等ステーク(全211レース),馬単,211,67,31.8,253200.0,418160.0,165.2
"現行box4モデル(pattern19, winner_box4.json)",均等ステーク(全211レース),3連複,211,26,12.3,84400.0,175380.0,207.8
"現行box4モデル(pattern19, winner_box4.json)",均等ステーク(全211レース),3連単,211,26,12.3,506400.0,996550.0,196.8
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度5レース/日(計60レース),単勝,60,41,68.3,24000.0,26880.0,112.0
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度5レース/日(計60レース),複勝,60,55,91.7,24000.0,25440.0,106.0
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度5レース/日(計60レース),枠連,60,24,40.0,30600.0,57450.0,187.7
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度5レース/日(計60レース),馬連,60,25,41.7,36000.0,98180.0,272.7
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度5レース/日(計60レース),ワイド,60,32,53.3,36000.0,54280.0,150.8
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度5レース/日(計60レース),馬単,60,25,41.7,72000.0,169350.0,235.2
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度5レース/日(計60レース),3連複,60,11,18.3,24000.0,52680.0,219.5
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度5レース/日(計60レース),3連単,60,11,18.3,144000.0,420940.0,292.3
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度6レース/日(計72レース),単勝,72,49,68.1,28800.0,30530.0,106.0
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度6レース/日(計72レース),複勝,72,65,90.3,28800.0,28710.0,99.7
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度6レース/日(計72レース),枠連,72,28,38.9,36600.0,61700.0,168.6
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度6レース/日(計72レース),馬連,72,30,41.7,43200.0,104500.0,241.9
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度6レース/日(計72レース),ワイド,72,39,54.2,43200.0,58900.0,136.3
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度6レース/日(計72レース),馬単,72,30,41.7,86400.0,182080.0,210.7
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度6レース/日(計72レース),3連複,72,13,18.1,28800.0,56480.0,196.1
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度6レース/日(計72レース),3連単,72,13,18.1,172800.0,442540.0,256.1
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度7レース/日(計84レース),単勝,84,56,66.7,33600.0,35490.0,105.6
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度7レース/日(計84レース),複勝,84,76,90.5,33600.0,33270.0,99.0
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度7レース/日(計84レース),枠連,84,30,35.7,42000.0,65140.0,155.1
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度7レース/日(計84レース),馬連,84,34,40.5,50400.0,112720.0,223.7
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度7レース/日(計84レース),ワイド,84,46,54.8,50400.0,66920.0,132.8
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度7レース/日(計84レース),馬単,84,34,40.5,100800.0,196540.0,195.0
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度7レース/日(計84レース),3連複,84,15,17.9,33600.0,58900.0,175.3
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度7レース/日(計84レース),3連単,84,15,17.9,201600.0,461760.0,229.0
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度8レース/日(計96レース),単勝,96,64,66.7,38400.0,45640.0,118.9
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度8レース/日(計96レース),複勝,96,87,90.6,38400.0,40410.0,105.2
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度8レース/日(計96レース),枠連,96,34,35.4,48000.0,83190.0,173.3
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度8レース/日(計96レース),馬連,96,38,39.6,57600.0,188400.0,327.1
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度8レース/日(計96レース),ワイド,96,50,52.1,57600.0,82690.0,143.6
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度8レース/日(計96レース),馬単,96,38,39.6,115200.0,321950.0,279.5
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度8レース/日(計96レース),3連複,96,15,15.6,38400.0,58900.0,153.4
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度8レース/日(計96レース),3連単,96,15,15.6,230400.0,461760.0,200.4
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度9レース/日(計108レース),単勝,108,72,66.7,43200.0,48490.0,112.2
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度9レース/日(計108レース),複勝,108,96,88.9,43200.0,42430.0,98.2
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度9レース/日(計108レース),枠連,108,40,37.0,54000.0,87280.0,161.6
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度9レース/日(計108レース),馬連,108,42,38.9,64800.0,191920.0,296.2
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度9レース/日(計108レース),ワイド,108,54,50.0,64800.0,84300.0,130.1
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度9レース/日(計108レース),馬単,108,42,38.9,129600.0,328010.0,253.1
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度9レース/日(計108レース),3連複,108,15,13.9,43200.0,58900.0,136.3
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度9レース/日(計108レース),3連単,108,15,13.9,259200.0,461760.0,178.1
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度10レース/日(計120レース),単勝,120,80,66.7,48000.0,52800.0,110.0
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度10レース/日(計120レース),複勝,120,107,89.2,48000.0,45270.0,94.3
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度10レース/日(計120レース),枠連,120,44,36.7,59400.0,89560.0,150.8
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度10レース/日(計120レース),馬連,120,45,37.5,72000.0,194930.0,270.7
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度10レース/日(計120レース),ワイド,120,60,50.0,72000.0,86740.0,120.5
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度10レース/日(計120レース),馬単,120,45,37.5,144000.0,334190.0,232.1
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度10レース/日(計120レース),3連複,120,15,12.5,48000.0,58900.0,122.7
"現行box4モデル(pattern19, winner_box4.json)",0/1フィルタ:高確信度10レース/日(計120レース),3連単,120,15,12.5,288000.0,461760.0,160.3
"現行box4モデル(pattern19, winner_box4.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",単勝,211,127,60.2,84400.0,86394.57107843137,102.4
"現行box4モデル(pattern19, winner_box4.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",複勝,211,186,88.2,84400.0,78422.91258169935,92.9
"現行box4モデル(pattern19, winner_box4.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",枠連,211,69,32.7,104613.48039215687,138077.84722222225,132.0
"現行box4モデル(pattern19, winner_box4.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬連,211,67,31.8,126600.0,272394.54656862747,215.2
"現行box4モデル(pattern19, winner_box4.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",ワイド,211,103,48.8,126600.0,151835.25326797384,119.9
"現行box4モデル(pattern19, winner_box4.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬単,211,67,31.8,253200.0,472978.85212418303,186.8
"現行box4モデル(pattern19, winner_box4.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",3連複,211,26,12.3,84400.0,152873.4885620915,181.1
"現行box4モデル(pattern19, winner_box4.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",3連単,211,26,12.3,506400.0,981720.4370915032,193.9
"現行box3モデル(pattern95, winner_box3.json)",均等ステーク(全211レース),単勝,211,102,48.3,63300.0,52520.0,83.0
"現行box3モデル(pattern95, winner_box3.json)",均等ステーク(全211レース),複勝,211,171,81.0,63300.0,52580.0,83.1
"現行box3モデル(pattern95, winner_box3.json)",均等ステーク(全211レース),枠連,211,32,15.2,54300.0,35580.0,65.5
"現行box3モデル(pattern95, winner_box3.json)",均等ステーク(全211レース),馬連,211,36,17.1,63300.0,68010.0,107.4
"現行box3モデル(pattern95, winner_box3.json)",均等ステーク(全211レース),ワイド,211,73,34.6,63300.0,57300.0,90.5
"現行box3モデル(pattern95, winner_box3.json)",均等ステーク(全211レース),馬単,211,36,17.1,126600.0,133480.0,105.4
"現行box3モデル(pattern95, winner_box3.json)",均等ステーク(全211レース),3連複,211,6,2.8,21100.0,55890.0,264.9
"現行box3モデル(pattern95, winner_box3.json)",均等ステーク(全211レース),3連単,211,6,2.8,126600.0,381750.0,301.5
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度5レース/日(計60レース),単勝,60,29,48.3,18000.0,18640.0,103.6
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度5レース/日(計60レース),複勝,60,51,85.0,18000.0,17450.0,96.9
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度5レース/日(計60レース),枠連,60,12,20.0,15800.0,12670.0,80.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度5レース/日(計60レース),馬連,60,11,18.3,18000.0,21920.0,121.8
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度5レース/日(計60レース),ワイド,60,24,40.0,18000.0,24960.0,138.7
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度5レース/日(計60レース),馬単,60,11,18.3,36000.0,45190.0,125.5
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度5レース/日(計60レース),3連複,60,2,3.3,6000.0,49920.0,832.0
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度5レース/日(計60レース),3連単,60,2,3.3,36000.0,363200.0,1008.9
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度6レース/日(計72レース),単勝,72,39,54.2,21600.0,22310.0,103.3
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度6レース/日(計72レース),複勝,72,63,87.5,21600.0,20220.0,93.6
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度6レース/日(計72レース),枠連,72,13,18.1,18800.0,13310.0,70.8
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度6レース/日(計72レース),馬連,72,13,18.1,21600.0,23650.0,109.5
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度6レース/日(計72レース),ワイド,72,28,38.9,21600.0,26620.0,123.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度6レース/日(計72レース),馬単,72,13,18.1,43200.0,47740.0,110.5
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度6レース/日(計72レース),3連複,72,3,4.2,7200.0,50670.0,703.8
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度6レース/日(計72レース),3連単,72,3,4.2,43200.0,365980.0,847.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度7レース/日(計84レース),単勝,84,44,52.4,25200.0,24300.0,96.4
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度7レース/日(計84レース),複勝,84,73,86.9,25200.0,23260.0,92.3
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度7レース/日(計84レース),枠連,84,16,19.0,22400.0,15400.0,68.8
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度7レース/日(計84レース),馬連,84,16,19.0,25200.0,26770.0,106.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度7レース/日(計84レース),ワイド,84,32,38.1,25200.0,29240.0,116.0
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度7レース/日(計84レース),馬単,84,16,19.0,50400.0,52940.0,105.0
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度7レース/日(計84レース),3連複,84,4,4.8,8400.0,53220.0,633.6
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度7レース/日(計84レース),3連単,84,4,4.8,50400.0,374040.0,742.1
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度8レース/日(計96レース),単勝,96,49,51.0,28800.0,28680.0,99.6
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度8レース/日(計96レース),複勝,96,83,86.5,28800.0,26390.0,91.6
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度8レース/日(計96レース),枠連,96,20,20.8,25200.0,24320.0,96.5
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度8レース/日(計96レース),馬連,96,20,20.8,28800.0,42290.0,146.8
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度8レース/日(計96レース),ワイド,96,36,37.5,28800.0,33820.0,117.4
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度8レース/日(計96レース),馬単,96,20,20.8,57600.0,87090.0,151.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度8レース/日(計96レース),3連複,96,4,4.2,9600.0,53220.0,554.4
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度8レース/日(計96レース),3連単,96,4,4.2,57600.0,374040.0,649.4
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度9レース/日(計108レース),単勝,108,52,48.1,32400.0,30830.0,95.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度9レース/日(計108レース),複勝,108,89,82.4,32400.0,27990.0,86.4
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度9レース/日(計108レース),枠連,108,20,18.5,28400.0,24320.0,85.6
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度9レース/日(計108レース),馬連,108,20,18.5,32400.0,42290.0,130.5
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度9レース/日(計108レース),ワイド,108,37,34.3,32400.0,34400.0,106.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度9レース/日(計108レース),馬単,108,20,18.5,64800.0,87090.0,134.4
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度9レース/日(計108レース),3連複,108,4,3.7,10800.0,53220.0,492.8
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度9レース/日(計108レース),3連単,108,4,3.7,64800.0,374040.0,577.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度10レース/日(計120レース),単勝,120,58,48.3,36000.0,32510.0,90.3
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度10レース/日(計120レース),複勝,120,99,82.5,36000.0,32010.0,88.9
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度10レース/日(計120レース),枠連,120,22,18.3,31200.0,27530.0,88.2
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度10レース/日(計120レース),馬連,120,22,18.3,36000.0,47730.0,132.6
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度10レース/日(計120レース),ワイド,120,43,35.8,36000.0,38430.0,106.7
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度10レース/日(計120レース),馬単,120,22,18.3,72000.0,94040.0,130.6
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度10レース/日(計120レース),3連複,120,4,3.3,12000.0,53220.0,443.5
"現行box3モデル(pattern95, winner_box3.json)",0/1フィルタ:高確信度10レース/日(計120レース),3連単,120,4,3.3,72000.0,374040.0,519.5
"現行box3モデル(pattern95, winner_box3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",単勝,211,102,48.3,63300.0,54550.257352941175,86.2
"現行box3モデル(pattern95, winner_box3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",複勝,211,171,81.0,63300.0,54144.08496732026,85.5
"現行box3モデル(pattern95, winner_box3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",枠連,211,32,15.2,54742.48366013072,38692.73284313726,70.7
"現行box3モデル(pattern95, winner_box3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬連,211,36,17.1,63300.0,71066.22549019608,112.3
"現行box3モデル(pattern95, winner_box3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",ワイド,211,73,34.6,63300.0,60649.28921568627,95.8
"現行box3モデル(pattern95, winner_box3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬単,211,36,17.1,126600.0,141267.5980392157,111.6
"現行box3モデル(pattern95, winner_box3.json)","連続乗数(スコア差順位→[0.5,1.5]、全211レース)",3連複,211,6,2.8,21100.0,71249.41176470589,337.7
