race_id,lap33,racecourse,surface,distance_m,n_segments
202408070803,-1.7999999999999972,京都,芝,1400.0,7
202408070804,1.1000000000000014,京都,ダ,1800.0,9
202408070806,2.8999999999999986,京都,芝,1800.0,9
202408070807,-1.8999999999999986,京都,ダ,1200.0,6
202408070808,-2.000000000000007,京都,ダ,1400.0,7
202408070809,-0.5999999999999943,京都,ダ,1800.0,9
202408070810,2.299999999999997,京都,芝,2000.0,10
202408070811,-1.9000000000000057,京都,ダ,1200.0,6
202408070812,0.3999999999999986,京都,芝,1400.0,7
202408070901,-2.0,京都,ダ,1400.0,7
202408070902,0.8999999999999986,京都,ダ,1800.0,9
202408070903,1.999999999999993,京都,芝,2000.0,10
202408070905,2.200000000000003,京都,芝,2000.0,10
202408070906,1.2999999999999972,京都,ダ,1800.0,9
202408070907,2.700000000000003,京都,芝,1800.0,9
202408070908,-0.5,京都,ダ,1800.0,9
202408070909,-1.1000000000000085,京都,ダ,1400.0,7
202408070910,1.0,京都,芝,2000.0,10
202408070911,-0.6999999999999957,京都,ダ,1800.0,9
202408070912,-1.0999999999999943,京都,芝,1200.0,6
202501010101,-0.5,札幌,芝,1200.0,6
202501010103,-1.0,札幌,ダ,1700.0,9
202501010104,-0.4000000000000057,札幌,芝,1500.0,8
202501010105,-0.19999999999999574,札幌,ダ,1700.0,9
202501010106,-1.0,札幌,芝,1800.0,9
202501010107,-1.2999999999999972,札幌,芝,1200.0,6
202501010108,2.0,札幌,芝,2000.0,10
202501010109,-0.3999999999999986,札幌,ダ,1700.0,9
202501010110,2.1000000000000014,札幌,芝,2600.0,13
202501010111,0.19999999999999574,札幌,芝,1200.0,6
202501010112,1.3999999999999986,札幌,ダ,1700.0,9
202501010201,-2.200000000000003,札幌,ダ,1700.0,9
202501010202,-1.6000000000000085,札幌,芝,1200.0,6
202501010203,-1.0,札幌,ダ,1700.0,9
202501010204,2.0999999999999943,札幌,芝,2000.0,10
202501010205,4.400000000000006,札幌,芝,1800.0,9
202501010207,-1.6000000000000014,札幌,ダ,1700.0,9
202501010208,0.29999999999999716,札幌,芝,1800.0,9
202501010209,-0.20000000000000284,札幌,芝,1500.0,8
202501010210,0.5,札幌,ダ,1700.0,9
202501010211,0.6000000000000085,札幌,芝,2600.0,13
202501010212,-1.7999999999999972,札幌,芝,1500.0,8
202501010301,2.200000000000003,札幌,芝,1800.0,9
202501010303,1.6000000000000014,札幌,ダ,1700.0,9
202501010304,1.000000000000007,札幌,芝,2000.0,10
202501010305,2.0999999999999943,札幌,芝,1500.0,8
202501010307,0.6999999999999957,札幌,芝,1800.0,9
202501010308,-0.8000000000000043,札幌,ダ,1700.0,9
202501010309,-1.2999999999999972,札幌,芝,1200.0,6
202501010310,-0.20000000000000284,札幌,芝,1800.0,9
202501010311,1.2999999999999972,札幌,芝,2000.0,10
202501010312,0.19999999999999574,札幌,ダ,1700.0,9
202501010402,-0.5999999999999943,札幌,ダ,1700.0,9
202501010403,1.2000000000000028,札幌,芝,2000.0,10
202501010404,-2.200000000000003,札幌,ダ,1700.0,9
202501010405,0.09999999999999432,札幌,芝,1800.0,9
202501010406,-2.5999999999999943,札幌,芝,1500.0,8
202501010407,-1.5,札幌,ダ,1700.0,9
202501010408,1.3000000000000043,札幌,芝,2000.0,10
202501010410,-1.3999999999999986,札幌,芝,1200.0,6
202501010411,-0.6999999999999957,札幌,芝,1800.0,9
202501010412,1.8000000000000043,札幌,芝,2600.0,13
202501010501,-0.7000000000000028,札幌,芝,1500.0,8
202501010502,-2.0,札幌,ダ,1700.0,9
202501010503,-0.7999999999999972,札幌,芝,1200.0,6
202501010504,-1.2000000000000028,札幌,ダ,1700.0,9
202501010505,-0.10000000000000142,札幌,芝,1800.0,9
202501010506,0.8999999999999986,札幌,芝,2000.0,10
202501010508,-2.200000000000003,札幌,ダ,1700.0,9
202501010509,1.2000000000000028,札幌,芝,1800.0,9
202501010510,2.200000000000003,札幌,芝,2000.0,10
202501010511,-0.3999999999999986,札幌,ダ,1700.0,9
202501010512,0.5,札幌,芝,1500.0,8
202501010601,-0.30000000000000426,札幌,ダ,1700.0,9
202501010603,2.3000000000000043,札幌,芝,2000.0,10
202501010604,-2.700000000000003,札幌,ダ,1700.0,9
202501010605,1.500000000000007,札幌,芝,1500.0,8
202501010606,-1.7999999999999972,札幌,芝,2600.0,13
202501010607,-1.5,札幌,芝,1200.0,6
202501010608,0.6999999999999957,札幌,ダ,1700.0,9
202501010609,2.000000000000007,札幌,芝,2000.0,10
202501010610,-0.19999999999999574,札幌,芝,1500.0,8
202501010611,0.3999999999999986,札幌,芝,1200.0,6
202501010612,-0.4000000000000057,札幌,ダ,1700.0,9
202501010701,1.8999999999999986,札幌,芝,1800.0,9
202501010702,-1.20000000000001,札幌,ダ,1700.0,9
202501010704,-0.5,札幌,芝,1500.0,8
202501010705,-1.8000000000000043,札幌,芝,1200.0,6
202501010706,-0.5,札幌,ダ,1700.0,9
202501010707,1.1000000000000014,札幌,芝,2600.0,13
202501010708,-1.9000000000000057,札幌,ダ,1700.0,9
202501010709,1.5,札幌,芝,1800.0,9
202501010710,0.4000000000000057,札幌,芝,1200.0,6
202501010711,-1.3999999999999986,札幌,ダ,1700.0,9
202501010712,1.0,札幌,芝,1800.0,9
202501010801,0.09999999999999432,札幌,芝,1200.0,6
202501010802,3.299999999999997,札幌,ダ,2400.0,12
202501010803,0.5999999999999943,札幌,芝,2000.0,10
202501010804,0.09999999999999432,札幌,ダ,1700.0,9
202501010805,1.6999999999999957,札幌,芝,1800.0,9
202501010807,0.5,札幌,芝,1500.0,8
202501010808,-0.4000000000000057,札幌,ダ,1700.0,9
202501010809,-0.5,札幌,芝,1200.0,6
202501010811,-0.7999999999999972,札幌,芝,2000.0,10
202501010812,0.6999999999999957,札幌,芝,2600.0,13
202501020101,0.0,札幌,芝,1800.0,9
202501020103,1.0999999999999943,札幌,芝,2000.0,10
202501020104,0.0,札幌,ダ,1700.0,9
202501020105,1.1000000000000014,札幌,芝,1500.0,8
202501020106,0.5000000000000071,札幌,芝,1800.0,9
202501020107,-2.0,札幌,芝,1500.0,8
202501020108,-1.2999999999999972,札幌,ダ,2400.0,12
202501020109,-1.8999999999999986,札幌,芝,1500.0,8
202501020110,-1.1999999999999957,札幌,芝,1200.0,6
202501020111,-0.6999999999999957,札幌,芝,2000.0,10
202501020112,-1.2000000000000028,札幌,ダ,1700.0,9
202501020201,-0.10000000000000142,札幌,ダ,1700.0,9
202501020202,-0.09999999999999432,札幌,芝,1500.0,8
202501020203,-1.4000000000000057,札幌,ダ,1700.0,9
202501020204,-2.200000000000003,札幌,芝,2600.0,13
202501020205,1.6000000000000014,札幌,芝,2000.0,10
202501020206,-2.799999999999997,札幌,芝,1200.0,6
202501020208,-2.299999999999997,札幌,ダ,1700.0,9
202501020209,0.4000000000000057,札幌,芝,2000.0,10
202501020210,-0.6000000000000085,札幌,ダ,1700.0,9
202501020211,-1.0,札幌,芝,1200.0,6
202501020212,1.1000000000000014,札幌,芝,1800.0,9
202501020301,1.0,札幌,芝,1500.0,8
202501020302,1.0999999999999943,札幌,芝,1800.0,9
202501020303,-1.7999999999999972,札幌,ダ,1700.0,9
202501020304,-0.8999999999999986,札幌,芝,1500.0,8
202501020305,0.5,札幌,ダ,1700.0,9
202501020306,-1.3999999999999986,札幌,芝,2000.0,10
202501020308,-0.6000000000000014,札幌,ダ,1700.0,9
202501020309,-2.1000000000000014,札幌,芝,1200.0,6
202501020310,-1.6000000000000014,札幌,ダ,1700.0,9
202501020311,0.29999999999999716,札幌,芝,2000.0,10
202501020312,-1.3999999999999915,札幌,芝,1200.0,6
202501020401,-1.5,札幌,芝,1200.0,6
202501020402,-1.2000000000000028,札幌,ダ,1700.0,9
202501020404,0.09999999999999432,札幌,芝,2000.0,10
202501020405,2.799999999999997,札幌,芝,1800.0,9
202501020406,0.8000000000000043,札幌,ダ,1700.0,9
202501020407,-0.5,札幌,芝,1800.0,9
202501020408,-1.6000000000000014,札幌,ダ,1700.0,9
202501020409,-0.29999999999999716,札幌,芝,2600.0,13
202501020410,-0.5999999999999943,札幌,芝,1200.0,6
202501020411,-0.4000000000000057,札幌,芝,1500.0,8
202501020412,-0.20000000000000284,札幌,ダ,1700.0,9
202501020501,-0.10000000000000142,札幌,ダ,1700.0,9
202501020502,-0.30000000000000426,札幌,芝,1200.0,6
202501020504,0.5,札幌,芝,2000.0,10
202501020505,0.5,札幌,芝,1500.0,8
202501020506,-2.1000000000000014,札幌,ダ,1700.0,9
202501020507,-1.0,札幌,芝,1500.0,8
202501020508,-2.999999999999993,札幌,ダ,1700.0,9
202501020509,0.30000000000000426,札幌,芝,2000.0,10
202501020510,-0.7000000000000028,札幌,芝,1200.0,6
202501020511,0.19999999999999574,札幌,芝,1800.0,9
202501020512,-0.5999999999999943,札幌,ダ,1700.0,9
202501020601,1.1000000000000014,札幌,芝,1500.0,8
202501020602,1.1000000000000014,札幌,芝,2000.0,10
202501020603,-0.5,札幌,ダ,1700.0,9
202501020604,-2.0999999999999943,札幌,芝,1200.0,6
202501020605,-1.5999999999999943,札幌,ダ,1700.0,9
202501020607,-2.6999999999999957,札幌,芝,1800.0,9
202501020608,-1.4000000000000057,札幌,芝,1200.0,6
202501020609,0.29999999999999716,札幌,ダ,1700.0,9
202501020610,-0.3999999999999986,札幌,芝,1800.0,9
202501020611,2.8999999999999986,札幌,芝,2600.0,13
202501020612,-0.6999999999999957,札幌,ダ,1700.0,9
202502010101,-1.2999999999999972,函館,芝,1200.0,6
202502010102,-1.000000000000007,函館,ダ,1700.0,9
202502010104,0.8000000000000043,函館,芝,1800.0,9
202502010106,-0.3999999999999986,函館,ダ,1700.0,9
202502010107,-2.000000000000007,函館,芝,1200.0,6
202502010109,1.5,函館,芝,2000.0,10
202502010110,1.8999999999999915,函館,芝,1800.0,9
202502010111,-1.5999999999999943,函館,芝,1200.0,6
202502010112,1.3000000000000043,函館,ダ,1700.0,9
202502010201,-1.0,函館,芝,1200.0,6
202502010202,-1.1000000000000014,函館,ダ,1700.0,9
202502010204,1.7000000000000028,函館,芝,2600.0,13
202502010205,-1.6000000000000014,函館,芝,1200.0,6
202502010206,1.5,函館,芝,2000.0,10
202502010208,-1.3999999999999986,函館,芝,1200.0,6
202502010209,7.105427357601002e-15,函館,芝,1800.0,9
202502010210,-0.20000000000000284,函館,ダ,1700.0,9
202502010211,-1.0999999999999943,函館,芝,1200.0,6
202502010212,0.30000000000000426,函館,ダ,1700.0,9
202502010301,-1.6000000000000014,函館,芝,1200.0,6
202502010303,-0.4000000000000057,函館,ダ,1700.0,9
202502010304,0.0,函館,芝,2000.0,10
202502010305,-1.3999999999999986,函館,芝,1200.0,6
202502010307,1.2000000000000028,函館,芝,1800.0,9
202502010309,-0.8000000000000043,函館,芝,1200.0,6
202502010310,1.499999999999993,函館,芝,2600.0,13
202502010311,-0.5,函館,芝,1200.0,6
202502010312,2.799999999999997,函館,ダ,1700.0,9
202502010401,-1.5,函館,芝,1200.0,6
202502010402,0.6999999999999957,函館,ダ,1700.0,9
202502010404,-3.499999999999993,函館,芝,1800.0,9
202502010405,-1.5,函館,芝,1200.0,6
202502010406,0.19999999999999574,函館,ダ,1700.0,9
202502010407,0.3999999999999915,函館,芝,1800.0,9
202502010408,-0.10000000000000142,函館,芝,1200.0,6
202502010409,2.1000000000000014,函館,芝,2000.0,10
202502010410,0.29999999999999716,函館,ダ,1700.0,9
202502010411,-1.1000000000000014,函館,芝,1200.0,6
202502010412,-0.9000000000000057,函館,ダ,1700.0,9
202502010501,-0.3999999999999986,函館,芝,1200.0,6
202502010502,2.0999999999999943,函館,ダ,2400.0,12
202502010503,-0.3999999999999986,函館,ダ,1700.0,9
202502010504,1.7999999999999972,函館,芝,2000.0,10
202502010505,-1.3000000000000043,函館,芝,1200.0,6
202502010506,-0.9999999999999929,函館,ダ,1700.0,9
202502010507,0.5999999999999943,函館,芝,1800.0,9
202502010509,-0.20000000000000284,函館,芝,1200.0,6
202502010510,1.0,函館,芝,2000.0,10
202502010511,-1.5,函館,芝,1200.0,6
202502010512,-0.6000000000000014,函館,ダ,1700.0,9
202502010601,-0.9000000000000057,函館,芝,1200.0,6
202502010603,-0.5000000000000071,函館,芝,1200.0,6
202502010604,0.6000000000000014,函館,ダ,1700.0,9
202502010605,1.2999999999999972,函館,芝,1200.0,6
202502010606,0.09999999999999432,函館,芝,1800.0,9
202502010607,-1.7000000000000028,函館,芝,1200.0,6
202502010608,-3.8000000000000043,函館,ダ,1700.0,9
202502010609,1.6000000000000014,函館,芝,2000.0,10
202502010610,0.6999999999999957,函館,ダ,1700.0,9
202502010611,0.6999999999999957,函館,芝,2000.0,10
202502010612,0.10000000000000142,函館,芝,1200.0,6
202502010701,-2.200000000000003,函館,芝,1200.0,6
202502010703,0.8999999999999986,函館,芝,2000.0,10
202502010704,3.3999999999999986,函館,芝,1800.0,9
202502010706,-0.6000000000000014,函館,ダ,1700.0,9
202502010707,-0.7000000000000028,函館,芝,2600.0,13
202502010708,-0.6000000000000014,函館,芝,1200.0,6
202502010709,-0.3999999999999986,函館,芝,1800.0,9
202502010710,-1.0999999999999943,函館,ダ,1700.0,9
202502010711,0.29999999999999716,函館,芝,1200.0,6
202502010712,0.6000000000000014,函館,ダ,1700.0,9
202502010801,-1.7999999999999972,函館,芝,1200.0,6
202502010803,0.20000000000000284,函館,ダ,1700.0,9
202502010804,-1.8000000000000043,函館,芝,1200.0,6
202502010805,1.6000000000000014,函館,芝,1800.0,9
202502010806,1.1999999999999957,函館,芝,2000.0,10
202502010808,-0.09999999999999432,函館,ダ,1700.0,9
202502010809,-0.19999999999999574,函館,芝,1200.0,6
202502010810,0.6999999999999957,函館,芝,2600.0,13
202502010811,-0.6999999999999957,函館,ダ,1700.0,9
202502010812,-0.10000000000000853,函館,芝,1200.0,6
202502010901,-1.8999999999999986,函館,芝,1200.0,6
202502010903,0.5000000000000071,函館,芝,1800.0,9
202502010904,-0.3999999999999915,函館,ダ,1700.0,9
202502010905,0.0,函館,芝,1800.0,9
202502010906,-0.29999999999999716,函館,芝,2600.0,13
202502010907,0.0,函館,ダ,1700.0,9
202502010908,-0.30000000000000426,函館,ダ,2400.0,12
202502010909,2.4000000000000057,函館,芝,2000.0,10
202502010910,-1.3999999999999915,函館,芝,1200.0,6
202502010911,0.0,函館,芝,1800.0,9
202502011002,-1.4000000000000057,函館,ダ,1700.0,9
202502011003,1.2000000000000028,函館,芝,1200.0,6
202502011004,-0.7999999999999972,函館,ダ,1700.0,9
202502011005,-0.6999999999999957,函館,芝,1200.0,6
202502011006,-0.29999999999999716,函館,芝,2000.0,10
202502011007,0.4000000000000057,函館,芝,1800.0,9
202502011008,0.09999999999999432,函館,ダ,1700.0,9
202502011009,0.7000000000000028,函館,芝,1800.0,9
202502011011,-0.6000000000000014,函館,芝,1800.0,9
202502011012,-3.9000000000000057,函館,芝,1200.0,6
202502011101,2.1000000000000085,函館,芝,1800.0,9
202502011103,0.7999999999999972,函館,ダ,2400.0,12
202502011104,-0.5,函館,芝,1200.0,6
202502011105,0.7000000000000028,函館,芝,2000.0,10
202502011106,-1.1999999999999957,函館,ダ,1700.0,9
202502011107,-0.6000000000000014,函館,芝,1200.0,6
202502011108,0.5,函館,ダ,1700.0,9
202502011109,2.4000000000000057,函館,芝,1800.0,9
202502011110,1.4000000000000057,函館,芝,1800.0,9
202502011111,0.20000000000000284,函館,ダ,1700.0,9
202502011112,-1.6000000000000014,函館,芝,1200.0,6
202502011201,-1.500000000000007,函館,芝,1200.0,6
202502011202,-1.0,函館,ダ,1700.0,9
202502011203,1.6000000000000014,函館,芝,1800.0,9
202502011204,-0.7000000000000028,函館,ダ,1700.0,9
202502011205,1.8000000000000043,函館,芝,1800.0,9
202502011206,-1.1999999999999957,函館,芝,1200.0,6
202502011208,1.7999999999999972,函館,芝,2600.0,13
202502011209,-0.4999999999999929,函館,芝,1200.0,6
202502011210,-0.20000000000000284,函館,ダ,1700.0,9
202502011211,0.19999999999999574,函館,芝,1200.0,6
202502011212,-1.7999999999999972,函館,ダ,1700.0,9
202503010101,0.10000000000000142,福島,ダ,1700.0,9
202503010102,-1.1000000000000014,福島,芝,1200.0,6
202503010103,-0.29999999999999716,福島,芝,1800.0,9
202503010105,-0.3999999999999986,福島,芝,2000.0,10
202503010106,-2.0,福島,芝,1200.0,6
202503010107,-1.6000000000000014,福島,ダ,1700.0,9
202503010108,-0.6000000000000014,福島,芝,2600.0,13
202503010109,0.7000000000000028,福島,芝,1800.0,9
202503010111,-0.5,福島,ダ,1700.0,9
202503010112,-0.19999999999999574,福島,芝,1200.0,6
202503010201,0.8999999999999986,福島,ダ,1700.0,9
202503010202,-1.0,福島,芝,1200.0,6
202503010203,0.29999999999999716,福島,芝,2600.0,13
202503010204,0.6000000000000014,福島,ダ,1700.0,9
202503010205,0.8999999999999986,福島,芝,1800.0,9
202503010206,-1.7000000000000028,福島,芝,1200.0,6
202503010207,1.000000000000007,福島,芝,2000.0,10
202503010209,-3.0,福島,芝,1200.0,6
202503010211,-0.20000000000000284,福島,芝,2000.0,10
202503010212,-0.30000000000000426,福島,ダ,1700.0,9
202503010302,-0.6999999999999957,福島,芝,1200.0,6
202503010303,0.7000000000000028,福島,芝,2600.0,13
202503010304,-1.0999999999999943,福島,ダ,1700.0,9
202503010305,0.8000000000000043,福島,芝,1800.0,9
202503010306,-0.8999999999999986,福島,芝,1200.0,6
202503010307,-1.1000000000000014,福島,ダ,1700.0,9
202503010309,0.29999999999999716,福島,芝,2000.0,10
202503010310,0.3999999999999986,福島,芝,2000.0,10
202503010311,-1.0,福島,ダ,1700.0,9
202503010312,-0.9000000000000057,福島,芝,1200.0,6
202503010402,-1.2999999999999972,福島,ダ,1700.0,9
202503010403,-2.0,福島,芝,1200.0,6
202503010404,3.1000000000000014,福島,芝,2000.0,10
202503010405,2.0999999999999943,福島,芝,2000.0,10
202503010406,-3.6000000000000085,福島,ダ,1700.0,9
202503010407,-0.10000000000000142,福島,芝,1800.0,9
202503010408,1.2000000000000028,福島,ダ,1700.0,9
202503010409,-1.500000000000007,福島,芝,1200.0,6
202503010410,0.6000000000000014,福島,芝,2600.0,13
202503010411,0.5999999999999943,福島,芝,1800.0,9
202503010412,0.6000000000000014,福島,ダ,1700.0,9
202503010501,-1.7999999999999972,福島,ダ,1700.0,9
202503010503,0.4000000000000057,福島,芝,2000.0,10
202503010504,-1.2999999999999972,福島,芝,1200.0,6
202503010505,-1.1999999999999957,福島,芝,1800.0,9
202503010506,-1.3000000000000043,福島,ダ,1700.0,9
202503010507,1.3000000000000043,福島,芝,1200.0,6
202503010509,-0.10000000000000853,福島,芝,1200.0,6
202503010510,1.2000000000000028,福島,芝,2000.0,10
202503010511,-0.10000000000000142,福島,芝,1200.0,6
202503010512,-0.10000000000000142,福島,ダ,1700.0,9
202503010602,-0.6999999999999957,福島,芝,1200.0,6
202503010603,0.7000000000000028,福島,ダ,1700.0,9
202503010604,0.3999999999999915,福島,芝,1200.0,6
202503010605,1.2999999999999972,福島,芝,2000.0,10
202503010606,-1.0999999999999943,福島,ダ,1700.0,9
202503010607,-0.4000000000000057,福島,芝,1200.0,6
202503010608,0.5,福島,芝,1800.0,9
202503010609,1.0999999999999943,福島,芝,2600.0,13
202503010610,-2.5,福島,ダ,1700.0,9
202503010611,-0.09999999999999432,福島,芝,1200.0,6
202503020101,-1.6000000000000014,福島,芝,1200.0,6
202503020103,-3.3000000000000043,福島,ダ,1700.0,9
202503020104,0.29999999999999716,福島,芝,1800.0,9
202503020105,-1.7000000000000028,福島,芝,1200.0,6
202503020107,3.799999999999997,福島,芝,2600.0,13
202503020108,-2.6999999999999957,福島,芝,1200.0,6
202503020109,3.0,福島,芝,2000.0,10
202503020110,0.4000000000000057,福島,ダ,1700.0,9
202503020111,0.29999999999999716,福島,芝,2000.0,10
202503020112,0.5999999999999943,福島,ダ,1700.0,9
202503020201,0.8999999999999915,福島,ダ,1700.0,9
202503020202,1.3999999999999986,福島,芝,2600.0,13
202503020203,1.9000000000000057,福島,ダ,1700.0,9
202503020204,2.000000000000007,福島,芝,2000.0,10
202503020205,0.8999999999999986,福島,芝,1800.0,9
202503020206,0.0,福島,芝,1200.0,6
202503020208,2.3000000000000043,福島,芝,1800.0,9
202503020209,-1.6999999999999957,福島,芝,1200.0,6
202503020210,0.10000000000000142,福島,ダ,1700.0,9
202503020211,0.8999999999999915,福島,芝,1800.0,9
202503020212,-2.3999999999999986,福島,芝,1200.0,6
202503020302,0.0,福島,ダ,1700.0,9
202503020303,1.1999999999999957,福島,芝,1800.0,9
202503020304,0.8999999999999986,福島,芝,1200.0,6
202503020305,0.8999999999999986,福島,芝,1800.0,9
202503020306,-2.3999999999999986,福島,ダ,1700.0,9
202503020307,-0.30000000000000426,福島,芝,1200.0,6
202503020308,2.4000000000000057,福島,芝,1800.0,9
202503020309,1.2999999999999972,福島,芝,2000.0,10
202503020310,1.4000000000000057,福島,ダ,1700.0,9
202503020312,-1.3999999999999986,福島,芝,1200.0,6
202503020402,0.19999999999999574,福島,ダ,1700.0,9
202503020403,-2.0,福島,芝,1200.0,6
202503020404,0.19999999999999574,福島,芝,1200.0,6
202503020405,3.5,福島,芝,2000.0,10
202503020407,0.5,福島,芝,2000.0,10
202503020408,-0.4000000000000057,福島,芝,1800.0,9
202503020410,-1.0,福島,芝,1800.0,9
202503020411,-0.6999999999999957,福島,ダ,1700.0,9
202503020501,1.1999999999999957,福島,芝,1800.0,9
202503020502,-2.000000000000007,福島,ダ,1700.0,9
202503020504,1.1000000000000085,福島,芝,2000.0,10
202503020505,0.3999999999999986,福島,芝,1200.0,6
202503020507,1.6999999999999957,福島,芝,2000.0,10
202503020508,0.3999999999999986,福島,ダ,1700.0,9
202503020509,1.2000000000000028,福島,芝,2600.0,13
202503020510,1.4000000000000057,福島,芝,1200.0,6
202503020511,-0.30000000000000426,福島,芝,1200.0,6
202503020512,-0.3999999999999986,福島,ダ,1700.0,9
202503020601,-2.299999999999997,福島,芝,1200.0,6
202503020602,0.20000000000000284,福島,ダ,1700.0,9
202503020603,1.3999999999999986,福島,芝,2000.0,10
202503020604,-1.7000000000000028,福島,芝,1200.0,6
202503020605,3.200000000000003,福島,芝,1800.0,9
202503020606,-0.19999999999999574,福島,ダ,1700.0,9
202503020607,0.6999999999999957,福島,芝,1200.0,6
202503020609,0.9000000000000057,福島,芝,1800.0,9
202503020610,0.30000000000000426,福島,ダ,1700.0,9
202503020611,1.7999999999999972,福島,芝,2000.0,10
202503020612,0.09999999999999432,福島,芝,1200.0,6
202503020702,-1.1999999999999957,福島,ダ,1700.0,9
202503020703,1.5,福島,芝,1800.0,9
202503020704,-0.8999999999999986,福島,芝,1200.0,6
202503020705,2.1999999999999957,福島,芝,1800.0,9
202503020706,-0.4000000000000057,福島,ダ,1700.0,9
202503020707,-0.6000000000000014,福島,芝,1200.0,6
202503020708,1.0,福島,芝,2000.0,10
202503020709,0.7000000000000028,福島,芝,2600.0,13
202503020711,0.9000000000000057,福島,芝,1800.0,9
202503020802,-0.7999999999999972,福島,ダ,1700.0,9
202503020803,-0.3999999999999986,福島,芝,1200.0,6
202503020805,1.3999999999999986,福島,芝,2000.0,10
202503020806,1.9000000000000057,福島,芝,1800.0,9
202503020808,1.5999999999999943,福島,芝,1800.0,9
202503020809,0.7999999999999972,福島,芝,1200.0,6
202503020810,1.5,福島,芝,2000.0,10
202503020812,0.30000000000000426,福島,ダ,1700.0,9
202503030101,-1.1000000000000085,福島,ダ,1700.0,9
202503030102,0.4000000000000057,福島,芝,1800.0,9
202503030103,-1.6000000000000014,福島,ダ,1700.0,9
202503030105,-1.6000000000000085,福島,芝,1200.0,6
202503030106,-0.09999999999999432,福島,芝,1800.0,9
202503030107,-1.4000000000000057,福島,芝,1200.0,6
202503030109,0.7999999999999972,福島,芝,2000.0,10
202503030110,-2.9000000000000057,福島,芝,1200.0,6
202503030111,-2.299999999999997,福島,芝,1200.0,6
202503030112,-1.0999999999999943,福島,ダ,1700.0,9
202503030202,-1.3999999999999986,福島,芝,1200.0,6
202503030203,0.0,福島,ダ,1700.0,9
202503030206,-0.6000000000000014,福島,ダ,1700.0,9
202503030207,-0.6999999999999957,福島,芝,1200.0,6
202503030208,2.1999999999999957,福島,芝,2600.0,13
202503030209,-7.105427357601002e-15,福島,芝,1800.0,9
202503030210,-0.19999999999999574,福島,ダ,1700.0,9
202503030211,-1.2999999999999972,福島,芝,1200.0,6
202503030212,-1.5,福島,芝,1200.0,6
202503030301,1.0,福島,ダ,1700.0,9
202503030303,1.7999999999999972,福島,芝,2000.0,10
202503030304,-2.1000000000000014,福島,芝,1200.0,6
202503030305,1.79999999999999,福島,芝,2000.0,10
202503030306,-1.7000000000000028,福島,ダ,2400.0,12
202503030307,-0.5000000000000071,福島,芝,1200.0,6
202503030308,-0.7999999999999972,福島,芝,2600.0,13
202503030309,-0.7999999999999972,福島,芝,1800.0,9
202503030310,0.8999999999999986,福島,ダ,1700.0,9
202503030312,-2.200000000000003,福島,芝,1200.0,6
202503030402,-0.9999999999999929,福島,ダ,1700.0,9
202503030403,-0.6000000000000085,福島,ダ,1700.0,9
202503030406,-0.29999999999999716,福島,ダ,1700.0,9
202503030407,-2.0,福島,芝,1200.0,6
202503030409,-2.0,福島,芝,1200.0,6
202503030410,2.499999999999993,福島,芝,2600.0,13
202503030411,-0.5,福島,ダ,1700.0,9
202503030412,1.9000000000000057,福島,芝,2000.0,10
202503030501,-1.3000000000000043,福島,ダ,1700.0,9
202503030503,-1.3000000000000043,福島,ダ,1700.0,9
202503030506,-1.6999999999999957,福島,ダ,1700.0,9
202503030507,1.7000000000000028,福島,芝,1800.0,9
202503030508,1.4000000000000057,福島,芝,2000.0,10
202503030509,2.6999999999999957,福島,芝,1800.0,9
202503030511,3.299999999999997,福島,芝,2000.0,10
202503030512,-0.5,福島,芝,1200.0,6
202503030602,-0.8999999999999915,福島,ダ,1700.0,9
202503030603,-0.4000000000000057,福島,ダ,1700.0,9
202503030605,3.700000000000003,福島,芝,1800.0,9
202503030606,-0.8000000000000114,福島,芝,1200.0,6
202503030608,-0.8999999999999986,福島,芝,1200.0,6
202503030609,0.7999999999999972,福島,芝,2600.0,13
202503030610,1.2999999999999972,福島,芝,1800.0,9
202503030611,7.105427357601002e-15,福島,ダ,1700.0,9
202503030612,2.8000000000000043,福島,芝,2000.0,10
202504010102,-1.6000000000000085,新潟,ダ,1800.0,9
202504010103,-3.1000000000000014,新潟,ダ,1200.0,6
202504010105,-2.700000000000003,新潟,芝,1400.0,7
202504010106,0.5,新潟,芝,2400.0,12
202504010107,0.8000000000000043,新潟,ダ,1800.0,9
202504010108,0.8000000000000043,新潟,芝,1600.0,8
202504010109,1.0,新潟,ダ,1800.0,9
202504010110,1.6000000000000014,新潟,芝,1800.0,9
202504010111,-0.19999999999999574,新潟,ダ,1800.0,9
202504010201,-0.29999999999999716,新潟,芝,1800.0,9
202504010202,-4.0,新潟,ダ,1200.0,6
202504010203,-1.3999999999999986,新潟,ダ,1800.0,9
202504010205,0.7000000000000028,新潟,芝,2000.0,10
202504010206,-1.3999999999999986,新潟,ダ,1800.0,9
202504010207,-4.100000000000001,新潟,ダ,1200.0,6
202504010208,1.8999999999999986,新潟,芝,1800.0,9
202504010209,0.5,新潟,ダ,1800.0,9
202504010211,-3.799999999999997,新潟,ダ,1200.0,6
202504010212,-1.1999999999999957,新潟,芝,1400.0,7
202504010302,0.6999999999999957,新潟,ダ,1800.0,9
202504010303,-2.3000000000000043,新潟,ダ,1200.0,6
202504010305,0.29999999999999716,新潟,芝,1600.0,8
202504010306,0.8000000000000043,新潟,芝,2000.0,10
