race_id,lap33,racecourse,surface,distance_m,n_segments
202403030605,1.5,福島,芝,1800.0,9
202403030606,-1.3000000000000043,福島,芝,1200.0,6
202403030608,2.1999999999999957,福島,芝,2000.0,10
202403030609,0.8999999999999986,福島,芝,2600.0,13
202403030610,2.6000000000000014,福島,芝,1800.0,9
202403030611,0.9000000000000057,福島,ダ,1700.0,9
202403030612,-0.20000000000000284,福島,芝,1200.0,6
202404030501,1.8999999999999915,新潟,芝,1600.0,8
202404030502,-2.000000000000007,新潟,ダ,1800.0,9
202404030503,-0.6999999999999957,新潟,芝,1200.0,6
202404030504,0.8999999999999986,新潟,芝,2000.0,10
202404030505,2.299999999999997,新潟,芝,1600.0,8
202404030506,-2.1999999999999957,新潟,ダ,1200.0,6
202404030507,-1.6000000000000014,新潟,ダ,1800.0,9
202404030508,-1.1000000000000014,新潟,ダ,1800.0,9
202404030509,1.1000000000000014,新潟,芝,1800.0,9
202404030510,1.3000000000000043,新潟,芝,1600.0,8
202404030511,-2.3000000000000043,新潟,芝,1400.0,7
202404030512,-3.1000000000000014,新潟,ダ,1200.0,6
202404030602,0.7000000000000028,新潟,ダ,1800.0,9
202404030604,-2.3999999999999915,新潟,ダ,1200.0,6
202404030605,3.5,新潟,芝,1800.0,9
202404030606,3.200000000000003,新潟,芝,1600.0,8
202404030607,1.1000000000000014,新潟,芝,2000.0,10
202404030608,1.0,新潟,ダ,1800.0,9
202404030609,-1.8000000000000114,新潟,ダ,1200.0,6
202404030610,0.7999999999999972,新潟,芝,1600.0,8
202404030611,1.8999999999999986,新潟,芝,1600.0,8
202404030702,0.19999999999999574,新潟,ダ,1800.0,9
202404030703,-1.9000000000000057,新潟,ダ,1200.0,6
202404030705,4.699999999999996,新潟,芝,2000.0,10
202404030706,1.2999999999999972,新潟,芝,1600.0,8
202404030707,1.8000000000000114,新潟,芝,1800.0,9
202404030708,-3.700000000000003,新潟,ダ,1200.0,6
202404030709,1.5,新潟,芝,2200.0,11
202404030710,1.3000000000000043,新潟,芝,2000.0,10
202404030711,-0.20000000000000284,新潟,ダ,1800.0,9
202404030712,1.3000000000000043,新潟,芝,1600.0,8
202404030801,0.8999999999999986,新潟,芝,1400.0,7
202404030802,0.5,新潟,芝,2000.0,10
202404030803,-0.6999999999999957,新潟,ダ,1800.0,9
202404030804,2.5,新潟,芝,2200.0,11
202404030805,7.0,新潟,芝,1800.0,9
202404030806,-0.6000000000000014,新潟,芝,1400.0,7
202404030807,-3.299999999999997,新潟,ダ,1200.0,6
202404030808,0.6000000000000014,新潟,ダ,1800.0,9
202404030809,0.3999999999999915,新潟,芝,1400.0,7
202404030810,0.19999999999999574,新潟,ダ,1800.0,9
202404030811,0.8999999999999986,新潟,芝,2000.0,10
202404040102,0.3999999999999915,新潟,ダ,1800.0,9
202404040103,-3.3999999999999986,新潟,ダ,1200.0,6
202404040105,0.3999999999999986,新潟,芝,1400.0,7
202404040106,3.299999999999997,新潟,芝,1600.0,8
202404040107,0.8999999999999986,新潟,ダ,1800.0,9
202404040108,-3.0,新潟,ダ,1200.0,6
202404040109,3.0999999999999943,新潟,芝,2000.0,10
202404040110,2.200000000000003,新潟,芝,1600.0,8
202404040111,0.7000000000000028,新潟,ダ,1800.0,9
202404040201,-2.5,新潟,ダ,1200.0,6
202404040202,1.5999999999999943,新潟,芝,1800.0,9
202404040203,2.1000000000000014,新潟,ダ,1800.0,9
202404040205,0.6000000000000014,新潟,ダ,1200.0,6
202404040207,-1.8000000000000043,新潟,芝,1400.0,7
202404040208,1.4000000000000057,新潟,ダ,1800.0,9
202404040209,0.0,新潟,芝,2400.0,12
202404040210,1.0,新潟,芝,1600.0,8
202404040211,0.19999999999999574,新潟,ダ,1800.0,9
202404040212,-2.799999999999997,新潟,ダ,1200.0,6
202404040302,-1.7999999999999972,新潟,ダ,1800.0,9
202404040303,-2.200000000000003,新潟,ダ,1800.0,9
202404040305,3.700000000000003,新潟,芝,1600.0,8
202404040306,1.3000000000000043,新潟,芝,2000.0,10
202404040307,0.8999999999999986,新潟,ダ,1800.0,9
202404040308,-3.1000000000000014,新潟,ダ,1200.0,6
202404040309,-0.30000000000001137,新潟,芝,1200.0,6
202404040310,5.200000000000003,新潟,芝,1800.0,9
202404040312,-2.6999999999999957,新潟,ダ,1200.0,6
202404040401,-3.8999999999999986,新潟,ダ,1200.0,6
202404040402,-3.200000000000003,新潟,芝,1400.0,7
202404040403,-1.7000000000000028,新潟,芝,1200.0,6
202404040404,-0.7999999999999972,新潟,ダ,2500.0,13
202404040405,2.200000000000003,新潟,ダ,1800.0,9
202404040406,-0.20000000000000284,新潟,芝,2000.0,10
202404040407,0.8000000000000043,新潟,ダ,1800.0,9
202404040408,-2.3999999999999986,新潟,ダ,1200.0,6
202404040410,0.9999999999999929,新潟,ダ,1800.0,9
202404040411,-2.200000000000003,新潟,芝,1400.0,7
202404040412,2.5,新潟,芝,1800.0,9
202404040502,-1.1999999999999957,新潟,ダ,1800.0,9
202404040503,-1.3000000000000043,新潟,ダ,1200.0,6
202404040506,-1.1000000000000014,新潟,ダ,1800.0,9
202404040507,0.5,新潟,芝,1800.0,9
202404040508,-4.199999999999996,新潟,ダ,1200.0,6
202404040509,1.8000000000000043,新潟,芝,2200.0,11
202404040510,1.8000000000000043,新潟,芝,2000.0,10
202404040511,-2.6999999999999957,新潟,芝,1200.0,6
202404040512,-1.500000000000007,新潟,ダ,1200.0,6
202404040601,0.6999999999999957,新潟,芝,2000.0,10
202404040602,1.3999999999999915,新潟,ダ,1800.0,9
202404040603,0.7000000000000028,新潟,ダ,1800.0,9
202404040605,-1.2000000000000028,新潟,芝,1200.0,6
202404040606,-0.5,新潟,ダ,1800.0,9
202404040607,2.3999999999999915,新潟,芝,2000.0,10
202404040609,-1.5999999999999943,新潟,芝,1400.0,7
202404040610,-2.8999999999999915,新潟,ダ,1200.0,6
202404040611,-0.5,新潟,芝,2200.0,11
202404040612,-2.299999999999997,新潟,ダ,1200.0,6
202404040702,1.499999999999993,新潟,ダ,1800.0,9
202404040703,-2.8999999999999986,新潟,ダ,1200.0,6
202404040705,-2.200000000000003,新潟,ダ,1200.0,6
202404040706,2.4000000000000057,新潟,芝,1600.0,8
202404040707,7.105427357601002e-15,新潟,ダ,1800.0,9
202404040708,-3.299999999999997,新潟,ダ,1200.0,6
202404040709,2.799999999999997,新潟,芝,1600.0,8
202404040710,2.4000000000000057,新潟,ダ,1800.0,9
202404040711,2.6999999999999957,新潟,芝,2000.0,10
202404040801,2.5,新潟,芝,1800.0,9
202404040802,-2.5,新潟,ダ,1200.0,6
202404040803,-0.30000000000000426,新潟,ダ,1800.0,9
202404040805,-3.799999999999997,新潟,芝,1400.0,7
202404040806,-1.8999999999999986,新潟,ダ,1200.0,6
202404040807,2.299999999999997,新潟,芝,1800.0,9
202404040808,-2.299999999999997,新潟,ダ,1200.0,6
202404040809,2.3000000000000043,新潟,芝,2000.0,10
202404040810,0.3999999999999986,新潟,芝,1200.0,6
202404040812,-0.8000000000000114,新潟,ダ,1800.0,9
202405040101,0.7000000000000028,東京,芝,1600.0,8
202405040102,-1.3000000000000043,東京,ダ,1400.0,7
202405040103,3.6999999999999957,東京,芝,1800.0,9
202405040104,2.8000000000000043,東京,芝,1600.0,8
202405040105,4.700000000000003,東京,芝,2000.0,10
202405040106,-0.3999999999999986,東京,ダ,2100.0,11
202405040107,-0.8999999999999986,東京,ダ,1400.0,7
202405040108,1.6000000000000085,東京,芝,1800.0,9
202405040109,3.200000000000003,東京,芝,2000.0,10
202405040110,1.0999999999999943,東京,ダ,1600.0,8
202405040111,-0.5,東京,芝,1600.0,8
202405040112,0.5,東京,ダ,1400.0,7
202405040201,0.20000000000000284,東京,ダ,1600.0,8
202405040202,1.7000000000000028,東京,芝,2000.0,10
202405040203,0.6000000000000014,東京,ダ,1600.0,8
202405040204,3.8000000000000043,東京,芝,1600.0,8
202405040205,5.200000000000003,東京,芝,1800.0,9
202405040206,-0.8999999999999986,東京,ダ,1400.0,7
202405040207,-2.1999999999999957,東京,ダ,1600.0,8
202405040208,-1.3999999999999986,東京,芝,1400.0,7
202405040209,1.8000000000000043,東京,芝,2400.0,12
202405040210,-1.6000000000000014,東京,ダ,1600.0,8
202405040211,2.3999999999999986,東京,芝,1800.0,9
202405040212,2.3999999999999986,東京,ダ,1600.0,8
202405040301,3.8999999999999986,東京,芝,1600.0,8
202405040302,-2.6000000000000014,東京,ダ,1400.0,7
202405040303,2.6000000000000014,東京,芝,1800.0,9
202405040304,0.7000000000000028,東京,芝,1400.0,7
202405040305,5.799999999999997,東京,芝,1600.0,8
202405040306,2.9000000000000057,東京,ダ,1600.0,8
202405040307,2.8000000000000043,東京,芝,2400.0,12
202405040308,0.4000000000000057,東京,ダ,2100.0,11
202405040310,-1.5,東京,ダ,1400.0,7
202405040311,0.5,東京,芝,2000.0,10
202405040312,-1.1999999999999957,東京,ダ,1300.0,7
202405040401,-1.6000000000000014,東京,ダ,1300.0,7
202405040402,0.6999999999999957,東京,芝,1400.0,7
202405040403,-0.9000000000000057,東京,ダ,1600.0,8
202405040404,-1.8999999999999986,東京,ダ,1400.0,7
202405040405,4.199999999999996,東京,芝,1800.0,9
202405040406,-0.7999999999999972,東京,ダ,1400.0,7
202405040407,4.3999999999999915,東京,芝,2500.0,13
202405040408,-0.6000000000000014,東京,芝,1600.0,8
202405040409,1.7000000000000028,東京,ダ,1600.0,8
202405040410,0.09999999999999432,東京,芝,1400.0,7
202405040411,1.3999999999999986,東京,芝,1800.0,9
202405040412,1.1999999999999957,東京,芝,1600.0,8
202405040501,-1.2999999999999972,東京,ダ,1400.0,7
202405040502,-0.29999999999999716,東京,芝,1400.0,7
202405040503,2.5,東京,芝,2000.0,10
202405040504,-0.3999999999999986,東京,ダ,1600.0,8
202405040505,3.5,東京,芝,2000.0,10
202405040506,1.6000000000000085,東京,芝,1400.0,7
202405040507,0.6000000000000014,東京,ダ,1600.0,8
202405040508,-0.5,東京,ダ,1400.0,7
202405040509,1.5,東京,芝,1800.0,9
202405040510,0.6999999999999957,東京,ダ,2100.0,11
202405040511,1.2000000000000028,東京,芝,1600.0,8
202405040512,3.0999999999999943,東京,芝,1800.0,9
202405040601,-0.3999999999999986,東京,ダ,1600.0,8
202405040602,1.3999999999999986,東京,芝,1600.0,8
202405040603,5.000000000000007,東京,芝,1800.0,9
202405040604,-0.19999999999999574,東京,ダ,1400.0,7
202405040605,4.0,東京,芝,1800.0,9
202405040606,4.799999999999997,東京,芝,1400.0,7
202405040607,-1.0,東京,ダ,1300.0,7
202405040608,-0.10000000000000142,東京,ダ,1600.0,8
202405040609,3.3000000000000043,東京,芝,2000.0,10
202405040610,2.6999999999999957,東京,芝,2000.0,10
202405040611,-0.6000000000000014,東京,ダ,2100.0,11
202405040612,1.2000000000000028,東京,ダ,1600.0,8
202405040701,-0.6999999999999957,東京,ダ,1600.0,8
202405040702,5.800000000000004,東京,芝,2000.0,10
202405040703,-1.3999999999999986,東京,ダ,1600.0,8
202405040704,2.6000000000000085,東京,芝,1400.0,7
202405040705,3.799999999999997,東京,芝,1600.0,8
202405040706,0.9999999999999929,東京,ダ,2100.0,11
202405040707,0.20000000000000284,東京,ダ,1400.0,7
202405040708,2.6999999999999957,東京,芝,2000.0,10
202405040709,1.7999999999999972,東京,ダ,1600.0,8
202405040710,1.2999999999999972,東京,芝,1600.0,8
202405040711,3.299999999999997,東京,芝,1600.0,8
202405040712,-0.19999999999999574,東京,ダ,1400.0,7
202405040801,-1.3999999999999986,東京,ダ,1400.0,7
202405040802,1.2999999999999972,東京,芝,1600.0,8
202405040803,-1.1000000000000085,東京,芝,1400.0,7
202405040804,0.4000000000000057,東京,ダ,1600.0,8
202405040805,3.799999999999997,東京,芝,2000.0,10
202405040806,0.7999999999999972,東京,芝,1400.0,7
202405040807,0.5,東京,ダ,1600.0,8
202405040808,3.799999999999997,東京,芝,2400.0,12
202405040809,2.0,東京,芝,1600.0,8
202405040810,-1.0,東京,ダ,1300.0,7
202405040811,2.0,東京,芝,2000.0,10
202405040812,0.0,東京,ダ,1400.0,7
202405050101,-2.0,東京,ダ,1300.0,7
202405050102,1.4000000000000057,東京,芝,1600.0,8
202405050103,0.09999999999999432,東京,ダ,1400.0,7
202405050104,3.6000000000000014,東京,芝,1800.0,9
202405050105,2.6999999999999957,東京,芝,2000.0,10
202405050106,3.700000000000003,東京,ダ,1600.0,8
202405050107,-0.6000000000000014,東京,ダ,1600.0,8
202405050109,1.2000000000000028,東京,ダ,2100.0,11
202405050110,-1.6000000000000085,東京,芝,1800.0,9
202405050111,-1.1000000000000085,東京,芝,1400.0,7
202405050112,1.8999999999999915,東京,芝,2000.0,10
202405050201,0.5,東京,芝,1400.0,7
202405050202,-2.700000000000003,東京,ダ,1600.0,8
202405050203,3.200000000000003,東京,芝,2000.0,10
202405050204,2.8000000000000043,東京,芝,1400.0,7
202405050205,4.799999999999997,東京,芝,1800.0,9
202405050206,-2.200000000000003,東京,ダ,1400.0,7
202405050207,-0.7000000000000028,東京,ダ,1600.0,8
202405050208,-2.299999999999997,東京,ダ,1300.0,7
202405050209,4.199999999999996,東京,芝,2000.0,10
202405050210,2.299999999999997,東京,ダ,1600.0,8
202405050211,-0.5,東京,芝,2500.0,13
202405050212,-0.20000000000000284,東京,芝,1400.0,7
202405050301,-0.19999999999999574,東京,ダ,1600.0,8
202405050302,1.5999999999999943,東京,芝,1600.0,8
202405050303,3.9000000000000057,東京,芝,2000.0,10
202405050304,-0.8000000000000043,東京,ダ,1600.0,8
202405050305,3.5,東京,芝,1800.0,9
202405050306,2.1999999999999957,東京,芝,1600.0,8
202405050307,0.29999999999999716,東京,ダ,1400.0,7
202405050308,1.499999999999993,東京,ダ,1600.0,8
202405050309,0.29999999999999716,東京,ダ,1400.0,7
202405050310,0.19999999999999574,東京,芝,1400.0,7
202405050311,-0.6999999999999957,東京,ダ,1600.0,8
202405050312,3.1999999999999957,東京,芝,1600.0,8
202405050401,-2.1000000000000014,東京,ダ,1400.0,7
202405050402,5.400000000000006,東京,芝,1800.0,9
202405050403,-0.10000000000000853,東京,芝,1400.0,7
202405050404,0.3999999999999986,東京,ダ,1300.0,7
202405050405,3.0,東京,芝,1600.0,8
202405050406,1.0,東京,ダ,1600.0,8
202405050407,0.19999999999999574,東京,ダ,1400.0,7
202405050408,2.700000000000003,東京,芝,1800.0,9
202405050409,-1.8000000000000043,東京,ダ,1400.0,7
202405050410,2.0,東京,芝,1800.0,9
202405050411,-1.1000000000000014,東京,芝,1400.0,7
202405050412,2.200000000000003,東京,芝,1800.0,9
202405050501,0.3999999999999986,東京,ダ,1600.0,8
202405050502,2.1000000000000014,東京,芝,2000.0,10
202405050503,0.4000000000000057,東京,ダ,1600.0,8
202405050504,2.8000000000000043,東京,芝,1400.0,7
202405050505,1.0,東京,芝,1600.0,8
202405050506,3.000000000000007,東京,芝,1400.0,7
202405050507,-1.0,東京,ダ,1600.0,8
202405050508,-1.7000000000000028,東京,ダ,1400.0,7
202405050509,1.0,東京,芝,2400.0,12
202405050510,2.0,東京,ダ,2100.0,11
202405050511,3.8999999999999915,東京,芝,1800.0,9
202405050512,1.7999999999999972,東京,芝,1600.0,8
202405050601,-2.0,東京,ダ,1300.0,7
202405050602,1.6000000000000014,東京,芝,1800.0,9
202405050603,-1.0999999999999943,東京,芝,1600.0,8
202405050604,1.8000000000000043,東京,ダ,1600.0,8
202405050605,4.600000000000001,東京,芝,2000.0,10
202405050606,1.2000000000000028,東京,ダ,2100.0,11
202405050607,-0.7999999999999972,東京,ダ,1300.0,7
202405050608,1.4000000000000057,東京,芝,1600.0,8
202405050609,-1.7999999999999972,東京,ダ,1600.0,8
202405050610,-0.6999999999999957,東京,芝,1600.0,8
202405050611,-0.5,東京,ダ,1400.0,7
202405050612,0.6000000000000085,東京,芝,1400.0,7
202405050701,0.6000000000000014,東京,ダ,1600.0,8
202405050702,-0.5,東京,芝,1400.0,7
202405050703,2.700000000000003,東京,芝,1800.0,9
202405050704,-0.09999999999999432,東京,ダ,1400.0,7
202405050705,2.8999999999999986,東京,芝,1600.0,8
202405050706,0.5000000000000071,東京,ダ,1600.0,8
202405050707,0.30000000000000426,東京,芝,2400.0,12
202405050708,-2.299999999999997,東京,ダ,2100.0,11
202405050709,0.10000000000000142,東京,ダ,1600.0,8
202405050710,-2.000000000000007,東京,ダ,1400.0,7
202405050711,-0.10000000000000142,東京,芝,1600.0,8
202405050712,0.9000000000000057,東京,芝,1600.0,8
202405050801,-0.20000000000000284,東京,ダ,1400.0,7
202405050802,0.8999999999999986,東京,芝,1600.0,8
202405050803,1.3999999999999915,東京,ダ,1600.0,8
202405050804,4.299999999999997,東京,芝,2000.0,10
202405050805,0.0,東京,ダ,1600.0,8
202405050806,2.8000000000000043,東京,芝,1800.0,9
202405050807,-2.299999999999997,東京,ダ,1400.0,7
202405050808,-1.1999999999999957,東京,芝,1600.0,8
202405050809,2.700000000000003,東京,芝,2000.0,10
202405050810,-0.09999999999999432,東京,ダ,1400.0,7
202405050811,2.5,東京,芝,2000.0,10
202405050812,4.200000000000003,東京,芝,2400.0,12
202406040102,1.0,中山,芝,1600.0,8
202406040103,-0.8000000000000043,中山,ダ,1800.0,9
202406040104,-2.5,中山,ダ,1200.0,6
202406040105,4.100000000000001,中山,芝,2000.0,10
202406040106,-3.5,中山,ダ,1200.0,6
202406040107,0.5,中山,芝,2000.0,10
202406040108,-0.30000000000000426,中山,ダ,1800.0,9
202406040109,1.0,中山,芝,1600.0,8
202406040110,0.0,中山,芝,1200.0,6
202406040111,1.8999999999999986,中山,芝,2000.0,10
202406040112,-2.0,中山,ダ,1200.0,6
202406040201,-1.2000000000000028,中山,ダ,1200.0,6
202406040202,3.6999999999999957,中山,芝,2000.0,10
202406040203,-3.9000000000000057,中山,ダ,1800.0,9
202406040204,-0.3999999999999986,中山,ダ,1800.0,9
202406040205,1.2999999999999972,中山,芝,1600.0,8
202406040206,-2.6999999999999957,中山,ダ,1200.0,6
202406040207,2.700000000000003,中山,芝,1600.0,8
202406040208,-1.0999999999999943,中山,ダ,1800.0,9
202406040209,3.799999999999997,中山,芝,1800.0,9
202406040210,0.10000000000000853,中山,芝,1200.0,6
202406040211,0.7000000000000028,中山,芝,1600.0,8
202406040212,-3.1999999999999957,中山,ダ,1200.0,6
202406040301,-3.200000000000003,中山,ダ,1200.0,6
202406040302,0.8999999999999986,中山,ダ,1800.0,9
202406040303,-0.3999999999999986,中山,芝,1200.0,6
202406040304,2.1000000000000014,中山,ダ,1800.0,9
202406040305,5.599999999999994,中山,芝,2000.0,10
202406040306,-2.299999999999997,中山,ダ,1200.0,6
202406040307,-7.105427357601002e-15,中山,芝,2500.0,13
202406040308,-0.20000000000000284,中山,ダ,1800.0,9
202406040309,1.0999999999999943,中山,ダ,2400.0,12
202406040310,1.2000000000000028,中山,芝,1600.0,8
202406040311,-3.5,中山,ダ,1200.0,6
202406040312,2.700000000000003,中山,芝,1800.0,9
202406040401,-2.6999999999999886,中山,ダ,1200.0,6
202406040402,1.5,中山,芝,2000.0,10
202406040403,-0.30000000000000426,中山,ダ,1800.0,9
202406040404,0.8000000000000043,中山,芝,1200.0,6
202406040405,1.9000000000000057,中山,芝,1600.0,8
202406040406,-0.20000000000000284,中山,ダ,1800.0,9
202406040407,-2.0999999999999943,中山,ダ,1200.0,6
202406040408,0.29999999999999716,中山,芝,2000.0,10
202406040409,-1.6000000000000014,中山,ダ,1200.0,6
202406040410,0.7000000000000028,中山,芝,1800.0,9
202406040411,-0.20000000000000284,中山,ダ,1800.0,9
202406040412,-0.7999999999999972,中山,芝,1200.0,6
202406040502,0.19999999999998863,中山,芝,1600.0,8
202406040503,-3.700000000000003,中山,ダ,1200.0,6
202406040504,1.5,中山,芝,1800.0,9
202406040505,1.3999999999999986,中山,芝,1600.0,8
202406040506,2.200000000000003,中山,芝,1800.0,9
202406040507,-2.3999999999999986,中山,ダ,1800.0,9
202406040508,-0.3999999999999986,中山,ダ,2400.0,12
202406040509,-1.2000000000000028,中山,ダ,1800.0,9
202406040510,0.0,中山,芝,2000.0,10
202406040511,1.8999999999999986,中山,芝,2200.0,11
202406040512,-5.200000000000003,中山,ダ,1200.0,6
202406040601,-3.0,中山,ダ,1200.0,6
202406040602,1.1000000000000014,中山,芝,1600.0,8
202406040603,1.5,中山,ダ,1800.0,9
202406040604,0.7999999999999972,中山,芝,1200.0,6
202406040605,3.299999999999997,中山,芝,1600.0,8
202406040606,2.9000000000000057,中山,芝,2000.0,10
202406040607,1.4000000000000057,中山,ダ,1800.0,9
202406040609,-2.0,中山,芝,1200.0,6
202406040610,2.8999999999999915,中山,芝,2500.0,13
202406040611,-3.000000000000007,中山,ダ,1200.0,6
202406040612,0.8000000000000043,中山,ダ,1800.0,9
202406040701,-0.29999999999999716,中山,ダ,1800.0,9
202406040702,0.7999999999999972,中山,芝,1200.0,6
202406040703,5.000000000000007,中山,芝,1800.0,9
202406040704,-1.8000000000000043,中山,ダ,1200.0,6
202406040705,3.0,中山,芝,1800.0,9
202406040706,-0.19999999999999574,中山,ダ,1800.0,9
202406040707,-0.6000000000000014,中山,芝,1600.0,8
202406040708,-4.000000000000007,中山,ダ,1200.0,6
202406040709,1.0,中山,芝,1600.0,8
202406040710,-1.0999999999999943,中山,ダ,1800.0,9
202406040711,1.3999999999999986,中山,芝,2200.0,11
202406040712,-3.700000000000003,中山,ダ,1200.0,6
202406040802,-1.0,中山,芝,1200.0,6
202406040803,-0.9000000000000057,中山,ダ,1800.0,9
202406040804,-0.3999999999999986,中山,芝,2000.0,10
202406040805,1.1999999999999957,中山,芝,1600.0,8
202406040806,-3.200000000000003,中山,ダ,1200.0,6
202406040807,-1.5,中山,ダ,1800.0,9
202406040808,-3.6000000000000014,中山,ダ,1200.0,6
202406040809,3.000000000000007,中山,芝,2000.0,10
202406040810,-2.1000000000000014,中山,芝,1200.0,6
202406040811,1.0,中山,芝,1600.0,8
202406040812,-4.0,中山,ダ,1200.0,6
202406040901,-5.099999999999994,中山,ダ,1200.0,6
202406040902,1.1000000000000014,中山,芝,1600.0,8
202406040903,0.4999999999999929,中山,芝,1200.0,6
202406040904,-0.5,中山,ダ,1800.0,9
202406040905,1.8000000000000043,中山,芝,2000.0,10
202406040906,-3.0,中山,ダ,1200.0,6
202406040907,2.299999999999997,中山,芝,2200.0,11
202406040908,0.5999999999999943,中山,ダ,1800.0,9
202406040909,1.8000000000000043,中山,芝,1600.0,8
202406040910,-1.3000000000000043,中山,芝,1800.0,9
202406040911,-2.8000000000000043,中山,芝,1200.0,6
202406040912,-2.8999999999999915,中山,ダ,1200.0,6
