race_id,horse_id,ped_sire_distance_win_rate,ped_sire_distance_runs,ped_sire_surface_win_rate,ped_sire_surface_runs,ped_sire_going_win_rate,ped_sire_going_runs,ped_sire_course_win_rate,ped_sire_course_runs
202404030501,2022106593,,0.0,,0.0,,0,,0
202404030501,2022106818,,0.0,,0.0,,0,,0
202404030501,2022106691,,0.0,,0.0,,0,,0
202404030501,2022106590,,0.0,,0.0,,0,,0
202404030501,2022107167,,0.0,,0.0,,0,,0
202404030501,2022103159,,0.0,,0.0,,0,,0
202404030501,2022103629,,0.0,,0.0,,0,,0
202404030501,2022103330,,0.0,,0.0,,0,,0
202404030501,2022100383,,0.0,,0.0,,0,,0
202404030501,2022103391,,0.0,,0.0,,0,,0
202404030502,2021101053,,0.0,,0.0,,0,,0
202404030502,2021101204,,0.0,,0.0,,0,,0
202404030502,2021105597,,0.0,,0.0,,0,,0
202404030502,2021102342,,0.0,,0.0,,0,,0
202404030502,2021104371,,0.0,,0.0,,0,,0
202404030502,2021105679,,0.0,,0.0,,0,,0
202404030502,2021103883,,0.0,,0.0,,0,,0
202404030502,2021104570,,0.0,,0.0,,0,,0
202404030502,2021105935,,0.0,,0.0,,0,,0
202404030502,2021105550,,0.0,,0.0,,0,,0
202404030502,2021104523,,0.0,,0.0,,0,,0
202404030502,2021101693,,0.0,,0.0,,0,,0
202404030502,2021104772,,0.0,,0.0,,0,,0
202404030502,2021102525,,0.0,,0.0,,0,,0
202404030502,2021102646,,0.0,,0.0,,0,,0
202404030503,2021110042,,0.0,,0.0,,0,,0
202404030503,2021103422,,0.0,,0.0,,0,,0
202404030503,2021101986,,0.0,,0.0,,0,,0
202404030503,2021106050,,0.0,,0.0,,0,,0
202404030503,2021106617,,0.0,,0.0,,0,,0
202404030503,2021106638,,0.0,,0.0,,0,,0
202404030503,2021105169,,0.0,,0.0,,0,,0
202404030503,2021104076,,0.0,,0.0,,0,,0
202404030503,2021106551,,0.0,,0.0,,0,,0
202404030503,2021101869,,0.0,,0.0,,0,,0
202404030503,2021103062,,0.0,,0.0,,0,,0
202404030503,2021102402,,0.0,,0.0,,0,,0
202404030503,2021104119,,0.0,,0.0,,0,,0
202404030503,2021103284,,0.0,,0.0,,0,,0
202404030503,2021106488,,0.0,,0.0,,0,,0
202404030503,2021102288,,0.0,,0.0,,0,,0
202404030503,2021101875,,0.0,,0.0,,0,,0
202404030503,2021103549,,0.0,,0.0,,0,,0
202404030504,2021103555,,0.0,,0.0,,0,,0
202404030504,2021105911,,0.0,,0.0,,0,,0
202404030504,2021104927,,0.0,,0.0,,0,,0
202404030504,2021102901,,0.0,,0.0,,0,,0
202404030504,2021106792,,0.0,,0.0,,0,,0
202404030504,2021106219,,0.0,,0.0,,0,,0
202404030504,2021103490,,0.0,,0.0,,0,,0
202404030504,2021104148,,0.0,,0.0,,0,,0
202404030504,2021106132,,0.0,,0.0,,0,,0
202404030504,2021101166,,0.0,,0.0,,0,,0
202404030504,2021105079,,0.0,,0.0,,0,,0
202404030504,2021101866,,0.0,,0.0,,0,,0
202404030504,2021100833,,0.0,,0.0,,0,,0
202404030504,2021105697,,0.0,,0.0,,0,,0
202404030504,2021101233,,0.0,,0.0,,0,,0
202404030504,2021105685,,0.0,,0.0,,0,,0
202404030504,2021101317,,0.0,,0.0,,0,,0
202404030504,2021105745,,0.0,,0.0,,0,,0
202404030505,2022105467,,0.0,,0.0,,0,,0
202404030505,2022104678,,0.0,,0.0,,0,,0
202404030505,2022106587,,0.0,,0.0,,0,,0
202404030505,2022104912,,0.0,,0.0,,0,,0
202404030505,2022106969,,0.0,,0.0,,0,,0
202404030505,2022103855,,0.0,,0.0,,0,,0
202404030505,2022103738,,0.0,,0.0,,0,,0
202404030505,2022106696,,0.0,,0.0,,0,,0
202404030505,2022106810,,0.0,,0.0,,0,,0
202404030505,2022102857,,0.0,,0.0,,0,,0
202404030505,2022110017,,0.0,,0.0,,0,,0
202404030506,2022103609,,0.0,,0.0,,0,,0
202404030506,2022106471,,0.0,,0.0,,0,,0
202404030506,2022102039,,0.0,,0.0,,0,,0
202404030506,2022100350,,0.0,,0.0,,0,,0
202404030506,2022104603,,0.0,,0.0,,0,,0
202404030506,2022102105,,0.0,,0.0,,0,,0
202404030506,2022104471,,0.0,,0.0,,0,,0
202404030506,2022103165,,0.0,,0.0,,0,,0
202404030506,2022106702,,0.0,,0.0,,0,,0
202404030506,2022106455,,0.0,,0.0,,0,,0
202404030506,2022106260,,0.0,,0.0,,0,,0
202404030506,2022107287,,0.0,,0.0,,0,,0
202404030506,2022104411,,0.0,,0.0,,0,,0
202404030506,2022106246,,0.0,,0.0,,0,,0
202404030507,2021104868,,0.0,,0.0,,0,,0
202404030507,2021100179,,0.0,,0.0,,0,,0
202404030507,2021100870,,0.0,,0.0,,0,,0
202404030507,2021104794,,0.0,,0.0,,0,,0
202404030507,2021100714,,0.0,,0.0,,0,,0
202404030507,2021101833,,0.0,,0.0,,0,,0
202404030507,2021100249,,0.0,,0.0,,0,,0
202404030507,2021105146,,0.0,,0.0,,0,,0
202404030507,2021105879,,0.0,,0.0,,0,,0
202404030507,2021109071,,0.0,,0.0,,0,,0
202404030507,2021103516,,0.0,,0.0,,0,,0
202404030507,2021107183,,0.0,,0.0,,0,,0
202404030507,2021101247,,0.0,,0.0,,0,,0
202404030507,2021107232,,0.0,,0.0,,0,,0
202404030507,2021105181,,0.0,,0.0,,0,,0
202404030508,2021100845,,0.0,,0.0,,0,,0
202404030508,2021101415,,0.0,,0.0,,0,,0
202404030508,2021105123,,0.0,,0.0,,0,,0
202404030508,2018101166,,0.0,,0.0,,0,,0
202404030508,2021106707,,0.0,,0.0,,0,,0
202404030508,2019103122,,0.0,,0.0,,0,,0
202404030508,2019104303,,0.0,,0.0,,0,,0
202404030508,2020100655,,0.0,,0.0,,0,,0
202404030508,2020103225,,0.0,,0.0,,0,,0
202404030508,2021103480,,0.0,,0.0,,0,,0
202404030508,2021105294,,0.0,,0.0,,0,,0
202404030508,2021105614,,0.0,,0.0,,0,,0
202404030508,2020101377,,0.0,,0.0,,0,,0
202404030508,2020102668,,0.0,,0.0,,0,,0
202404030508,2019104784,,0.0,,0.0,,0,,0
202404030509,2021106369,,0.0,,0.0,,0,,0
202404030509,2021105417,,0.0,,0.0,,0,,0
202404030509,2021105859,,0.0,,0.0,,0,,0
202404030509,2021107220,,0.0,,0.0,,0,,0
202404030509,2020102802,,0.0,,0.0,,0,,0
202404030509,2021104421,,0.0,,0.0,,0,,0
202404030509,2021104722,,0.0,,0.0,,0,,0
202404030509,2021101015,,0.0,,0.0,,0,,0
202404030509,2021101023,,0.0,,0.0,,0,,0
202404030509,2020103569,,0.0,,0.0,,0,,0
202404030509,2020105211,,0.0,,0.0,,0,,0
202404030509,2020103360,,0.0,,0.0,,0,,0
202404030509,2021106207,,0.0,,0.0,,0,,0
202404030509,2021100137,,0.0,,0.0,,0,,0
202404030509,2021104496,,0.0,,0.0,,0,,0
202404030509,2021103551,,0.0,,0.0,,0,,0
202404030510,2020103129,,0.0,,0.0,,0,,0
202404030510,2021105119,,0.0,,0.0,,0,,0
202404030510,2017101772,,0.0,,0.0,,0,,0
202404030510,2020103577,,0.0,,0.0,,0,,0
202404030510,2021105591,,0.0,,0.0,,0,,0
202404030510,2020101261,,0.0,,0.0,,0,,0
202404030510,2019105277,,0.0,,0.0,,0,,0
202404030510,2021104153,,0.0,,0.0,,0,,0
202404030510,2020103402,,0.0,,0.0,,0,,0
202404030510,2020103554,,0.0,,0.0,,0,,0
202404030510,2020104753,,0.0,,0.0,,0,,0
202404030510,2019105497,,0.0,,0.0,,0,,0
202404030510,2017110086,,0.0,,0.0,,0,,0
202404030510,2019105140,,0.0,,0.0,,0,,0
202404030510,2019103584,,0.0,,0.0,,0,,0
202404030510,2020100248,,0.0,,0.0,,0,,0
202404030511,2020103276,,0.0,,0.0,,0,,0
202404030511,2021105122,,0.0,,0.0,,0,,0
202404030511,2018106388,,0.0,,0.0,,0,,0
202404030511,2018105454,,0.0,,0.0,,0,,0
202404030511,2020102660,,0.0,,0.0,,0,,0
202404030511,2019105139,,0.0,,0.0,,0,,0
202404030511,2019110102,,0.0,,0.0,,0,,0
202404030511,2017100583,,0.0,,0.0,,0,,0
202404030511,2018110043,,0.0,,0.0,,0,,0
202404030511,2019104522,,0.0,,0.0,,0,,0
202404030511,2017106720,,0.0,,0.0,,0,,0
202404030511,2019105454,,0.0,,0.0,,0,,0
202404030511,2017104172,,0.0,,0.0,,0,,0
202404030512,2021106307,,0.0,,0.0,,0,,0
202404030512,2020100714,,0.0,,0.0,,0,,0
202404030512,2021104058,,0.0,,0.0,,0,,0
202404030512,2020107095,,0.0,,0.0,,0,,0
202404030512,2019100069,,0.0,,0.0,,0,,0
202404030512,2021104283,,0.0,,0.0,,0,,0
202404030512,2021106805,,0.0,,0.0,,0,,0
202404030512,2021105779,,0.0,,0.0,,0,,0
202404030512,2020102384,,0.0,,0.0,,0,,0
202404030512,2020100383,,0.0,,0.0,,0,,0
202404030512,2021104782,,0.0,,0.0,,0,,0
202404030512,2021102326,,0.0,,0.0,,0,,0
202404030512,2021105250,,0.0,,0.0,,0,,0
202404030512,2021109086,,0.0,,0.0,,0,,0
202404030512,2021102522,,0.0,,0.0,,0,,0
202407020501,2022104687,,0.0,,0.0,,0,,0
202407020501,2022106760,,0.0,,0.0,,0,,0
202407020501,2022104171,,0.0,,0.0,,0,,0
