model,scope,bet_type,races,hit_races,hit_rate_pct,total_stake,total_return,return_rate_pct
軸流し専用探索候補(pattern#306・不採用/参考),全211レース,ワイド,211,96,45.5,84400.0,82880.0,98.2
軸流し専用探索候補(pattern#306・不採用/参考),全211レース,3連複,211,41,19.4,126600.0,113010.0,89.3
軸流し専用探索候補(pattern#306・不採用/参考),全211レース,馬単_軸流し,211,46,21.8,84400.0,151550.0,179.6
軸流し専用探索候補(pattern#306・不採用/参考),全211レース,馬単_マルチ,211,64,30.3,168800.0,222840.0,132.0
軸流し専用探索候補(pattern#306・不採用/参考),全211レース,3連単_軸流し,211,25,11.8,253200.0,438670.0,173.3
軸流し専用探索候補(pattern#306・不採用/参考),全211レース,3連単_マルチ,211,41,19.4,759600.0,660170.0,86.9
軸流し専用探索候補(pattern#306・不採用/参考),高確信度5レース/日(計60レース),馬連,60,15,25.0,24000.0,27280.0,113.7
軸流し専用探索候補(pattern#306・不採用/参考),高確信度5レース/日(計60レース),ワイド,60,26,43.3,24000.0,22760.0,94.8
軸流し専用探索候補(pattern#306・不採用/参考),高確信度5レース/日(計60レース),3連複,60,13,21.7,36000.0,30700.0,85.3
軸流し専用探索候補(pattern#306・不採用/参考),高確信度5レース/日(計60レース),馬単_軸流し,60,12,20.0,24000.0,45660.0,190.2
軸流し専用探索候補(pattern#306・不採用/参考),高確信度5レース/日(計60レース),馬単_マルチ,60,15,25.0,48000.0,50590.0,105.4
軸流し専用探索候補(pattern#306・不採用/参考),高確信度5レース/日(計60レース),3連単_軸流し,60,8,13.3,72000.0,119170.0,165.5
軸流し専用探索候補(pattern#306・不採用/参考),高確信度5レース/日(計60レース),3連単_マルチ,60,13,21.7,216000.0,163160.0,75.5
軸流し専用探索候補(pattern#306・不採用/参考),高確信度6レース/日(計72レース),馬連,72,22,30.6,28800.0,34710.0,120.5
軸流し専用探索候補(pattern#306・不採用/参考),高確信度6レース/日(計72レース),ワイド,72,35,48.6,28800.0,29260.0,101.6
軸流し専用探索候補(pattern#306・不採用/参考),高確信度6レース/日(計72レース),3連複,72,18,25.0,43200.0,45880.0,106.2
軸流し専用探索候補(pattern#306・不採用/参考),高確信度6レース/日(計72レース),馬単_軸流し,72,17,23.6,28800.0,57960.0,201.3
軸流し専用探索候補(pattern#306・不採用/参考),高確信度6レース/日(計72レース),馬単_マルチ,72,22,30.6,57600.0,64370.0,111.8
軸流し専用探索候補(pattern#306・不採用/参考),高確信度6レース/日(計72レース),3連単_軸流し,72,11,15.3,86400.0,175280.0,202.9
軸流し専用探索候補(pattern#306・不採用/参考),高確信度6レース/日(計72レース),3連単_マルチ,72,18,25.0,259200.0,223370.0,86.2
軸流し専用探索候補(pattern#306・不採用/参考),高確信度7レース/日(計84レース),馬連,84,28,33.3,33600.0,47280.0,140.7
軸流し専用探索候補(pattern#306・不採用/参考),高確信度7レース/日(計84レース),ワイド,84,42,50.0,33600.0,35600.0,106.0
軸流し専用探索候補(pattern#306・不採用/参考),高確信度7レース/日(計84レース),3連複,84,22,26.2,50400.0,57280.0,113.7
軸流し専用探索候補(pattern#306・不採用/参考),高確信度7レース/日(計84レース),馬単_軸流し,84,21,25.0,33600.0,75320.0,224.2
軸流し専用探索候補(pattern#306・不採用/参考),高確信度7レース/日(計84レース),馬単_マルチ,84,28,33.3,67200.0,90360.0,134.5
軸流し専用探索候補(pattern#306・不採用/参考),高確信度7レース/日(計84レース),3連単_軸流し,84,13,15.5,100800.0,194510.0,193.0
軸流し専用探索候補(pattern#306・不採用/参考),高確信度7レース/日(計84レース),3連単_マルチ,84,22,26.2,302400.0,308370.0,102.0
軸流し専用探索候補(pattern#306・不採用/参考),高確信度8レース/日(計96レース),馬連,96,31,32.3,38400.0,49070.0,127.8
軸流し専用探索候補(pattern#306・不採用/参考),高確信度8レース/日(計96レース),ワイド,96,45,46.9,38400.0,36800.0,95.8
軸流し専用探索候補(pattern#306・不採用/参考),高確信度8レース/日(計96レース),3連複,96,24,25.0,57600.0,59060.0,102.5
軸流し専用探索候補(pattern#306・不採用/参考),高確信度8レース/日(計96レース),馬単_軸流し,96,23,24.0,38400.0,77090.0,200.8
軸流し専用探索候補(pattern#306・不採用/参考),高確信度8レース/日(計96レース),馬単_マルチ,96,31,32.3,76800.0,93490.0,121.7
軸流し専用探索候補(pattern#306・不採用/参考),高確信度8レース/日(計96レース),3連単_軸流し,96,15,15.6,115200.0,200370.0,173.9
軸流し専用探索候補(pattern#306・不採用/参考),高確信度8レース/日(計96レース),3連単_マルチ,96,24,25.0,345600.0,314230.0,90.9
軸流し専用探索候補(pattern#306・不採用/参考),高確信度9レース/日(計108レース),馬連,108,34,31.5,43200.0,51100.0,118.3
軸流し専用探索候補(pattern#306・不採用/参考),高確信度9レース/日(計108レース),ワイド,108,48,44.4,43200.0,37880.0,87.7
軸流し専用探索候補(pattern#306・不採用/参考),高確信度9レース/日(計108レース),3連複,108,25,23.1,64800.0,59430.0,91.7
軸流し専用探索候補(pattern#306・不採用/参考),高確信度9レース/日(計108レース),馬単_軸流し,108,25,23.1,43200.0,80820.0,187.1
軸流し専用探索候補(pattern#306・不採用/参考),高確信度9レース/日(計108レース),馬単_マルチ,108,34,31.5,86400.0,98110.0,113.6
軸流し専用探索候補(pattern#306・不採用/参考),高確信度9レース/日(計108レース),3連単_軸流し,108,15,13.9,129600.0,200370.0,154.6
軸流し専用探索候補(pattern#306・不採用/参考),高確信度9レース/日(計108レース),3連単_マルチ,108,25,23.1,388800.0,316380.0,81.4
軸流し専用探索候補(pattern#306・不採用/参考),高確信度10レース/日(計120レース),馬連,120,36,30.0,48000.0,57270.0,119.3
軸流し専用探索候補(pattern#306・不採用/参考),高確信度10レース/日(計120レース),ワイド,120,53,44.2,48000.0,43050.0,89.7
軸流し専用探索候補(pattern#306・不採用/参考),高確信度10レース/日(計120レース),3連複,120,28,23.3,72000.0,72280.0,100.4
軸流し専用探索候補(pattern#306・不採用/参考),高確信度10レース/日(計120レース),馬単_軸流し,120,27,22.5,48000.0,90640.0,188.8
軸流し専用探索候補(pattern#306・不採用/参考),高確信度10レース/日(計120レース),馬単_マルチ,120,36,30.0,96000.0,107930.0,112.4
軸流し専用探索候補(pattern#306・不採用/参考),高確信度10レース/日(計120レース),3連単_軸流し,120,17,14.2,144000.0,252600.0,175.4
軸流し専用探索候補(pattern#306・不採用/参考),高確信度10レース/日(計120レース),3連単_マルチ,120,28,23.3,432000.0,376670.0,87.2
市場ベンチマーク(軸=1番人気・相手=2〜5番人気),全211レース,馬連,211,73,34.6,84400.0,54290.0,64.3
市場ベンチマーク(軸=1番人気・相手=2〜5番人気),全211レース,ワイド,211,114,54.0,84400.0,59880.0,70.9
市場ベンチマーク(軸=1番人気・相手=2〜5番人気),全211レース,3連複,211,52,24.6,126600.0,84520.0,66.8
市場ベンチマーク(軸=1番人気・相手=2〜5番人気),全211レース,馬単_軸流し,211,45,21.3,84400.0,49750.0,58.9
市場ベンチマーク(軸=1番人気・相手=2〜5番人気),全211レース,馬単_マルチ,211,73,34.6,168800.0,97870.0,58.0
市場ベンチマーク(軸=1番人気・相手=2〜5番人気),全211レース,3連単_軸流し,211,26,12.3,253200.0,138250.0,54.6
市場ベンチマーク(軸=1番人気・相手=2〜5番人気),全211レース,3連単_マルチ,211,52,24.6,759600.0,441660.0,58.1
