model,scope,bet_type,races,hit_races,hit_rate_pct,total_stake,total_return,return_rate_pct
軸流しモデル(現行box5重み転用、winner_v3.json),全211レース,馬連,211,49,23.2,84400.0,94440.0,111.9
軸流しモデル(現行box5重み転用、winner_v3.json),全211レース,ワイド,211,80,37.9,84400.0,77970.0,92.4
軸流しモデル(現行box5重み転用、winner_v3.json),全211レース,3連複,211,24,11.4,126600.0,99790.0,78.8
軸流しモデル(現行box5重み転用、winner_v3.json),全211レース,馬単_軸流し,211,31,14.7,84400.0,129670.0,153.6
軸流しモデル(現行box5重み転用、winner_v3.json),全211レース,馬単_マルチ,211,49,23.2,168800.0,186340.0,110.4
軸流しモデル(現行box5重み転用、winner_v3.json),全211レース,3連単_軸流し,211,10,4.7,253200.0,207720.0,82.0
軸流しモデル(現行box5重み転用、winner_v3.json),全211レース,3連単_マルチ,211,24,11.4,759600.0,658170.0,86.6
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度5レース/日(計60レース),馬連,60,14,23.3,24000.0,23720.0,98.8
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度5レース/日(計60レース),ワイド,60,24,40.0,24000.0,18670.0,77.8
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度5レース/日(計60レース),3連複,60,7,11.7,36000.0,13530.0,37.6
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度5レース/日(計60レース),馬単_軸流し,60,11,18.3,24000.0,25860.0,107.7
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度5レース/日(計60レース),馬単_マルチ,60,14,23.3,48000.0,41940.0,87.4
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度5レース/日(計60レース),3連単_軸流し,60,4,6.7,72000.0,34440.0,47.8
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度5レース/日(計60レース),3連単_マルチ,60,7,11.7,216000.0,58230.0,27.0
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度6レース/日(計72レース),馬連,72,19,26.4,28800.0,29860.0,103.7
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度6レース/日(計72レース),ワイド,72,32,44.4,28800.0,24730.0,85.9
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度6レース/日(計72レース),3連複,72,10,13.9,43200.0,17210.0,39.8
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度6レース/日(計72レース),馬単_軸流し,72,15,20.8,28800.0,35790.0,124.3
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度6レース/日(計72レース),馬単_マルチ,72,19,26.4,57600.0,53350.0,92.6
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度6レース/日(計72レース),3連単_軸流し,72,5,6.9,86400.0,36040.0,41.7
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度6レース/日(計72レース),3連単_マルチ,72,10,13.9,259200.0,71110.0,27.4
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度7レース/日(計84レース),馬連,84,22,26.2,33600.0,37700.0,112.2
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度7レース/日(計84レース),ワイド,84,36,42.9,33600.0,31110.0,92.6
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度7レース/日(計84レース),3連複,84,12,14.3,50400.0,22140.0,43.9
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度7レース/日(計84レース),馬単_軸流し,84,17,20.2,33600.0,50310.0,149.7
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度7レース/日(計84レース),馬単_マルチ,84,22,26.2,67200.0,68100.0,101.3
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度7レース/日(計84レース),3連単_軸流し,84,7,8.3,100800.0,82020.0,81.4
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度7レース/日(計84レース),3連単_マルチ,84,12,14.3,302400.0,117090.0,38.7
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度8レース/日(計96レース),馬連,96,25,26.0,38400.0,47040.0,122.5
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度8レース/日(計96レース),ワイド,96,40,41.7,38400.0,41070.0,107.0
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度8レース/日(計96レース),3連複,96,14,14.6,57600.0,64350.0,111.7
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度8レース/日(計96レース),馬単_軸流し,96,18,18.8,38400.0,61670.0,160.6
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度8レース/日(計96レース),馬単_マルチ,96,25,26.0,76800.0,85500.0,111.3
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度8レース/日(計96レース),3連単_軸流し,96,7,7.3,115200.0,82020.0,71.2
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度8レース/日(計96レース),3連単_マルチ,96,14,14.6,345600.0,491210.0,142.1
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度9レース/日(計108レース),馬連,108,29,26.9,43200.0,53200.0,123.1
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度9レース/日(計108レース),ワイド,108,47,43.5,43200.0,46720.0,108.1
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度9レース/日(計108レース),3連複,108,15,13.9,64800.0,68280.0,105.4
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度9レース/日(計108レース),馬単_軸流し,108,19,17.6,43200.0,64250.0,148.7
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度9レース/日(計108レース),馬単_マルチ,108,29,26.9,86400.0,96800.0,112.0
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度9レース/日(計108レース),3連単_軸流し,108,7,6.5,129600.0,82020.0,63.3
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度9レース/日(計108レース),3連単_マルチ,108,15,13.9,388800.0,505840.0,130.1
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度10レース/日(計120レース),馬連,120,33,27.5,48000.0,57160.0,119.1
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度10レース/日(計120レース),ワイド,120,52,43.3,48000.0,54240.0,113.0
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度10レース/日(計120レース),3連複,120,17,14.2,72000.0,78690.0,109.3
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度10レース/日(計120レース),馬単_軸流し,120,22,18.3,48000.0,70510.0,146.9
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度10レース/日(計120レース),馬単_マルチ,120,33,27.5,96000.0,104670.0,109.0
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度10レース/日(計120レース),3連単_軸流し,120,8,6.7,144000.0,132850.0,92.3
軸流しモデル(現行box5重み転用、winner_v3.json),高確信度10レース/日(計120レース),3連単_マルチ,120,17,14.2,432000.0,563620.0,130.5
軸流しモデル(現行box5重み転用、winner_v3.json),"連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬連,211,49,23.2,84400.0,95149.58333333333,112.7
軸流しモデル(現行box5重み転用、winner_v3.json),"連続乗数(スコア差順位→[0.5,1.5]、全211レース)",ワイド,211,80,37.9,84400.0,80404.03594771241,95.3
軸流しモデル(現行box5重み転用、winner_v3.json),"連続乗数(スコア差順位→[0.5,1.5]、全211レース)",3連複,211,24,11.4,126600.0,102917.19362745098,81.3
軸流しモデル(現行box5重み転用、winner_v3.json),"連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬単_軸流し,211,31,14.7,84400.0,125986.31535947713,149.3
軸流しモデル(現行box5重み転用、winner_v3.json),"連続乗数(スコア差順位→[0.5,1.5]、全211レース)",馬単_マルチ,211,49,23.2,168800.0,183087.602124183,108.5
軸流しモデル(現行box5重み転用、winner_v3.json),"連続乗数(スコア差順位→[0.5,1.5]、全211レース)",3連単_軸流し,211,10,4.7,253200.0,207889.66911764708,82.1
軸流しモデル(現行box5重み転用、winner_v3.json),"連続乗数(スコア差順位→[0.5,1.5]、全211レース)",3連単_マルチ,211,24,11.4,759600.0,685407.6102941177,90.2
軸流し専用探索候補(pattern#306・不採用/参考),全211レース,馬連,211,64,30.3,84400.0,112360.0,133.1
