model,scope,bet_type,races,hit_races,hit_rate_pct,total_stake,total_return,return_rate_pct
軸流しモデル(現行box3重み転用、winner_box3.json),全211レース,馬連,211,26,12.3,42200.0,53060.0,125.7
軸流しモデル(現行box3重み転用、winner_box3.json),全211レース,ワイド,211,54,25.6,42200.0,40510.0,96.0
軸流しモデル(現行box3重み転用、winner_box3.json),全211レース,3連複,211,6,2.8,21100.0,55890.0,264.9
軸流しモデル(現行box3重み転用、winner_box3.json),全211レース,馬単_軸流し,211,14,6.6,42200.0,53610.0,127.0
軸流しモデル(現行box3重み転用、winner_box3.json),全211レース,馬単_マルチ,211,26,12.3,84400.0,108810.0,128.9
軸流しモデル(現行box3重み転用、winner_box3.json),全211レース,3連単_軸流し,211,2,0.9,42200.0,6000.0,14.2
軸流しモデル(現行box3重み転用、winner_box3.json),全211レース,3連単_マルチ,211,6,2.8,126600.0,381750.0,301.5
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度5レース/日(計60レース),馬連,60,8,13.3,12000.0,15270.0,127.2
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度5レース/日(計60レース),ワイド,60,16,26.7,12000.0,14690.0,122.4
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度5レース/日(計60レース),3連複,60,2,3.3,6000.0,49920.0,832.0
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度5レース/日(計60レース),馬単_軸流し,60,4,6.7,12000.0,11540.0,96.2
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度5レース/日(計60レース),馬単_マルチ,60,8,13.3,24000.0,35450.0,147.7
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度5レース/日(計60レース),3連単_軸流し,60,0,0.0,12000.0,0.0,0.0
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度5レース/日(計60レース),3連単_マルチ,60,2,3.3,36000.0,363200.0,1008.9
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度6レース/日(計72レース),馬連,72,10,13.9,14400.0,17000.0,118.1
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度6レース/日(計72レース),ワイド,72,20,27.8,14400.0,16060.0,111.5
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度6レース/日(計72レース),3連複,72,3,4.2,7200.0,50670.0,703.8
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度6レース/日(計72レース),馬単_軸流し,72,6,8.3,14400.0,14090.0,97.8
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度6レース/日(計72レース),馬単_マルチ,72,10,13.9,28800.0,38000.0,131.9
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度6レース/日(計72レース),3連単_軸流し,72,1,1.4,14400.0,2780.0,19.3
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度6レース/日(計72レース),3連単_マルチ,72,3,4.2,43200.0,365980.0,847.2
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度7レース/日(計84レース),馬連,84,11,13.1,16800.0,17890.0,106.5
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度7レース/日(計84レース),ワイド,84,23,27.4,16800.0,17750.0,105.7
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度7レース/日(計84レース),3連複,84,4,4.8,8400.0,53220.0,633.6
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度7レース/日(計84レース),馬単_軸流し,84,6,7.1,16800.0,14090.0,83.9
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度7レース/日(計84レース),馬単_マルチ,84,11,13.1,33600.0,39930.0,118.8
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度7レース/日(計84レース),3連単_軸流し,84,1,1.2,16800.0,2780.0,16.5
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度7レース/日(計84レース),3連単_マルチ,84,4,4.8,50400.0,374040.0,742.1
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度8レース/日(計96レース),馬連,96,14,14.6,19200.0,32740.0,170.5
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度8レース/日(計96レース),ワイド,96,26,27.1,19200.0,22040.0,114.8
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度8レース/日(計96レース),3連複,96,4,4.2,9600.0,53220.0,554.4
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度8レース/日(計96レース),馬単_軸流し,96,7,7.3,19200.0,42270.0,220.2
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度8レース/日(計96レース),馬単_マルチ,96,14,14.6,38400.0,73010.0,190.1
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度8レース/日(計96レース),3連単_軸流し,96,1,1.0,19200.0,2780.0,14.5
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度8レース/日(計96レース),3連単_マルチ,96,4,4.2,57600.0,374040.0,649.4
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度9レース/日(計108レース),馬連,108,14,13.0,21600.0,32740.0,151.6
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度9レース/日(計108レース),ワイド,108,26,24.1,21600.0,22040.0,102.0
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度9レース/日(計108レース),3連複,108,4,3.7,10800.0,53220.0,492.8
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度9レース/日(計108レース),馬単_軸流し,108,7,6.5,21600.0,42270.0,195.7
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度9レース/日(計108レース),馬単_マルチ,108,14,13.0,43200.0,73010.0,169.0
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度9レース/日(計108レース),3連単_軸流し,108,1,0.9,21600.0,2780.0,12.9
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度9レース/日(計108レース),3連単_マルチ,108,4,3.7,64800.0,374040.0,577.2
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度10レース/日(計120レース),馬連,120,15,12.5,24000.0,36450.0,151.9
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度10レース/日(計120レース),ワイド,120,30,25.0,24000.0,25230.0,105.1
軸流しモデル(現行box3重み転用、winner_box3.json),高確信度10レース/日(計120レース),3連複,120,4,3.3,12000.0,53220.0,443.5
