race_id,checkpoint_label,checkpoint_offset_sec,scheduled_time,fetched_time,umaban_a,umaban_b,umaren_odds,umaren_ninki
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,2,140.0,36
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,3,126.3,33
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,4,303.6,44
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,5,409.6,48
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,6,177.9,38
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,7,478.2,49
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,8,583.7,52
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,9,"3,384.9",75
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,10,248.8,43
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,11,608.1,53
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,12,"1,158.2",63
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,1,13,"3,638.8",76
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,3,6.8,1
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,4,26.2,9
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,5,40.8,18
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,6,12.7,4
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,7,34.9,14
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,8,47.7,22
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,9,898.4,58
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,10,13.1,5
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,11,46.8,21
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,12,236.7,42
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,2,13,992.4,60
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,4,19.0,7
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,5,31.5,13
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,6,11.3,3
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,7,25.5,8
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,8,35.8,16
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,9,609.8,54
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,10,9.4,2
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,11,35.1,15
202601020601,確定,-600,2026-09-06 10:00:00,2026-09-06 10:00:16.399196,3,12,196.2,40
