race_id,checkpoint_label,checkpoint_offset_sec,scheduled_time,fetched_time,umaban_a,umaban_b,umaren_odds,umaren_ninki
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,2,443.2,46
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,3,833.3,51
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,4,15.8,5
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,5,34.5,12
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,6,100.0,25
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,7,141.6,29
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,8,192.6,33
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,9,206.9,38
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,10,205.6,36
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,1,11,38.5,16
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,3,"1,346.6",55
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,4,95.3,24
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,5,200.2,35
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,6,394.2,45
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,7,384.5,44
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,8,593.2,48
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,9,558.1,47
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,10,804.9,50
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,2,11,198.2,34
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,3,4,125.3,27
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,3,5,216.9,41
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,3,6,717.7,49
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,3,7,185.2,32
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,3,8,"1,047.4",54
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,3,9,914.2,52
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,3,10,964.0,53
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,3,11,212.3,40
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,4,5,4.7,1
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,4,6,16.2,6
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,4,7,10.2,3
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,4,8,34.6,13
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,4,9,31.7,10
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,4,10,24.7,9
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,4,11,6.1,2
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,5,6,33.6,11
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,5,7,19.6,8
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,5,8,69.7,22
202609040401,確定,-600,2026-09-13 09:55:00,2026-09-13 09:55:10.620487,5,9,67.4,21
