kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260807,202642080701,ランチタイム(C3),浦和,1,ダ,1300,13:30,9
20260807,202642080702,2歳三,浦和,2,ダ,1300,14:00,11
20260807,202642080703,2歳二,浦和,3,ダ,1400,14:30,9
20260807,202642080704,C3六七,浦和,4,ダ,1400,15:00,9
20260807,202642080705,C2三四,浦和,5,ダ,1400,15:30,8
20260807,202642080706,日高市特産品の栗賞(C2),浦和,6,ダ,1500,16:00,10
20260807,202642080707,南区ヒマワリ賞(C1),浦和,7,ダ,1400,16:35,11
20260807,202642080708,花氷特別(3歳),浦和,8,ダ,1400,17:10,11
20260807,202642080709,サードニクス特別(C2C3),浦和,9,ダ,1400,17:45,10
20260807,202642080710,盆踊り特別(C1C2),浦和,10,ダ,2000,18:20,12
20260807,202642080711,葉月特別(B1B2),浦和,11,ダ,1400,18:55,9
20260807,202642080712,天の川特別(C1),浦和,12,ダ,2000,19:30,11
20260807,202650080701,C3,園田,1,ダ,820,14:20,10
20260807,202650080702,2歳未勝利,園田,2,ダ,1400,14:50,7
20260807,202650080703,C3四,園田,3,ダ,1400,15:20,9
20260807,202650080704,C3三,園田,4,ダ,1400,15:50,9
20260807,202650080705,C3二,園田,5,ダ,1400,16:25,9
20260807,202650080706,C3一,園田,6,ダ,1400,17:00,9
20260807,202650080707,C2二,園田,7,ダ,1230,17:35,8
20260807,202650080708,アサガオ賞C2二,園田,8,ダ,1400,18:10,9
20260807,202650080709,カンナ賞C2一,園田,9,ダ,1400,18:45,9
20260807,202650080710,スイレン賞C2一,園田,10,ダ,1230,19:20,9
20260807,202650080711,立秋特別A2B1,園田,11,ダ,1230,19:55,10
20260807,202650080712,C1,園田,12,ダ,1400,20:30,10
