kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260921,202636092101,C2,水沢,1,ダ,850,11:30,10
20260921,202636092102,C2九組,水沢,2,ダ,1300,12:00,11
20260921,202636092103,C2八組,水沢,3,ダ,1300,12:35,11
20260921,202636092104,C2七組,水沢,4,ダ,1300,13:10,11
20260921,202636092105,2歳,水沢,5,ダ,1400,13:45,9
20260921,202636092106,B2,水沢,6,ダ,850,14:20,10
20260921,202636092107,B1B2混合,水沢,7,ダ,850,15:00,10
20260921,202636092108,岩手デビュー限定競走 IWATE LIM(2歳),水沢,8,ダ,1400,15:35,11
20260921,202636092109,3歳A,水沢,9,ダ,1600,16:15,11
20260921,202636092110,赤平金剛賞(B1B2),水沢,10,ダ,1400,16:55,10
20260921,202636092111,ムリファイン賞(B1),水沢,11,ダ,1400,17:35,12
20260921,202636092112,オータムティアラ(フィエールマン重賞,水沢,12,ダ,1900,18:05,12
20260921,202646092101,フォーラブえみ&こう☆旅行記念(C1),金沢,1,ダ,1500,12:50,12
20260921,202646092102,C12,金沢,2,ダ,1400,13:30,11
20260921,202646092103,2歳4,金沢,3,ダ,1400,14:05,8
20260921,202646092104,いとめでぃあチャンネル登録してくだ杯(2歳),金沢,4,ダ,1400,14:45,10
20260921,202646092105,2歳2,金沢,5,ダ,1400,15:20,10
20260921,202646092106,長月特別(2歳),金沢,6,ダ,1500,16:25,6
20260921,202646092107,つばんちゅファーム協賛吉澤翼さん生誕記念(B2),金沢,7,ダ,1500,17:00,10
20260921,202646092108,B25,金沢,8,ダ,1500,17:40,12
20260921,202646092109,金沢鼓門賞【金沢スプリントカップTR】重賞,金沢,9,ダ,1400,18:15,10
20260921,202646092110,スマホで投票!楽天競馬特別(C1),金沢,10,ダ,900,18:55,7
20260921,202655092101,2歳ー3組,佐賀,1,ダ,1300,16:35,8
20260921,202655092102,C2ー19組,佐賀,2,ダ,1400,17:05,12
20260921,202655092103,C2ー18組,佐賀,3,ダ,1400,17:35,12
20260921,202655092104,りんどう特別(B),佐賀,4,ダ,1300,18:10,9
20260921,202655092105,C2ー17組,佐賀,5,ダ,1300,18:45,11
20260921,202655092106,KYUSHU DREAM賞(C2),佐賀,6,ダ,1400,19:15,12
20260921,202655092107,サガデーナイト競馬賞(C1),佐賀,7,ダ,1400,19:45,10
20260921,202655092108,敬老の日賞(C1),佐賀,8,ダ,1400,20:20,12
20260921,202655092109,SAGAリベFEVER14(C2),佐賀,9,ダ,1400,20:50,14
