kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260801,202654080101,3歳ー5,高知,1,ダ,1300,15:30,11
20260801,202654080102,3歳ー4,高知,2,ダ,1300,16:05,10
20260801,202654080103,3歳ー3,高知,3,ダ,1300,16:35,11
20260801,202654080104,3歳ー2,高知,4,ダ,1300,17:05,10
20260801,202654080105,C3ー7,高知,5,ダ,1400,17:35,12
20260801,202654080106,C3ー6,高知,6,ダ,1400,18:10,12
20260801,202654080107,鳴子特別(B),高知,7,ダ,1300,18:40,12
20260801,202654080108,物部川特別,高知,8,ダ,1300,19:15,12
20260801,202654080109,Bー3,高知,9,ダ,1300,19:45,12
20260801,202654080110,Bー2,高知,10,ダ,1300,20:20,11
20260801,202654080111,ファイナルレース(C3),高知,11,ダ,1400,20:50,12
