race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202630091001,3,ダスティミラー,2,2.8,2,ダンストンフォルテ,6,バリメイカー,8,タルシェクーン,12,プランドゥボヌール,280円,2人気
202630091002,10,ツブアン,1,2.6,7,ディアローラ,9,リアルステレオ,12,トシデンセツ,3,マヒナブラック,260円,1人気
202630091003,8,エイシンスーリヤ,1,2.0,10,ミーディアムセラア,11,アカレンガ,1,クインテットホープ,4,バラデロ,200円,1人気
202630091004,9,レディピンク,1,1.9,7,レイアップスリー,6,ピーヴイビクトリア,8,ヤマノリッキー,5,ウィンターキャビン,190円,1人気
202630091005,8,ケンチャナヨ,1,2.1,2,カセノイーグル,3,セイシンラージュ,4,メアスライヴ,1,ウエルリッチ,210円,1人気
202630091006,3,キタノシリウス,2,2.7,8,キングスメッセージ,10,エメラルファイン,7,ラカーリア,1,クロノライデン,270円,2人気
202630091007,6,ブールドネージュ,2,3.5,3,サンタカリス,9,タケショウカイザー,1,トルークマクト,2,ショウミーザマネー,350円,2人気
202630091008,7,シリントーン,9,62.9,9,ドリームパッション,1,デルピエロ,10,コンチワッチ,5,ジャクソンヴォイス,"6,290円",9人気
202630091009,5,ブルーコスモス,2,3.8,6,ウィルミスチヴァス,3,エムピーフリップ,4,メイショウゲキハ,2,ブリスフルイヤー,380円,2人気
202630091010,2,テレマコス,1,1.9,5,カムイノウタゲ,6,コーディアリティ,9,ゴールドアイリーン,7,マジックライン,190円,1人気
202630091011,5,デアフルーグ,4,35.4,2,カッパギ,4,ワンダーウーマン,3,ドウドウキリシマ,6,デステージョ,"3,540円",4人気
202630091012,4,ヤマニンエラマ,3,6.1,6,ブラストブラック,9,スイートキャンディ,2,ペプチドエレノア,5,シンデレラダッシュ,610円,3人気
202645091001,9,ヴェロス,1,1.1,1,マロンフエルテ,2,キアラボヌール,3,コルティリオ,6,ブルードラゴン,110円,1人気
202645091002,4,ホーススピリット,2,5.2,12,マイブリッジ,9,スウィープレジーナ,5,タイセイルシエル,11,セイウンパイオニア,520円,2人気
202645091003,8,シュタルク,1,1.5,5,ミツカネメルクリオ,3,イアソン,7,キャットクィーン,10,シェブロンウーマン,150円,1人気
202645091004,8,ブエラグランデ,1,2.0,1,エナジーヒドゥン,4,レガロペルテ,10,アンタレステソーロ,9,クリスタルシー,200円,1人気
202645091005,6,ドナソラーレ,1,1.5,3,ユウトザイノセント,5,コンテナヒーロー,12,ユウユウカツサンド,8,ピサンザプラ,150円,1人気
