race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202630082501,7,イコロ,1,2.1,11,サザンザバロン,3,カンヒザクラ,9,ヘルエッジロード,5,サンヨウトッパコウ,210円,1人気
202630082502,1,ピーヴイビクトリア,2,3.5,5,トーケンジンフィズ,9,ベストスカイ,10,スダレ,4,アイルドフルール,350円,2人気
202630082503,12,リヴァモアザン,1,3.0,2,ブルーアルバム,5,ラヴィアール,9,フォーエバーエデン,7,パーフェクトナイト,300円,1人気
202630082504,3,マホウ,3,7.8,6,デンノウガール,10,ベラジオファイト,8,ヤングゼネラル,1,アオフガーベ,780円,3人気
202630082505,6,ユーダイモニア,1,2.0,1,カインドオブユー,11,フルボーグ,10,セイランクロフネ,2,クロームボーイ,200円,1人気
202630082506,8,クイーンズパーク,2,3.3,2,トモノタツミ,3,アミラジオネ,7,トーケンアーサー,1,ニシノサーフ,330円,2人気
202630082507,4,アクシズ,3,4.2,7,パリコトパナナ,5,クールメゾン,1,オーヴァザトラブル,3,アルマロベイラ,420円,3人気
202630082508,3,コーディアリティ,1,1.9,1,ベルケム,5,ラブレガル,8,キタサンスーザン,2,ヴェインズマン,190円,1人気
202630082509,8,ペンタフェリーチェ,8,57.9,7,メイショウカラクサ,11,ハッピーピンク,4,ジャックルージュ,5,モーニングアジサイ,"5,790円",8人気
202630082510,8,ペプチドエレノア,3,6.4,7,マッキュラシオン,6,イチリュウオー,4,ミサトベレーザ,11,ニットウアイアン,640円,3人気
202630082511,7,ギャルソンマンキ,2,3.3,2,トレヴェナ,4,ミッドナイトゲイル,5,ジャスパーイーグル,3,バリジグリー,330円,2人気
202630082512,6,リプレゼント,1,1.5,11,ヤマニンパッセ,3,カミハマッテイル,1,ディオスメッセージ,8,レディパイロ,150円,1人気
202635082501,2,サクラトップマンボ,3,9.1,8,パルピタシオン,7,スターアドミラル,5,グラスアラバニーユ,4,サクラカゼ,910円,3人気
202635082502,6,ブラックトルネード,1,1.1,3,ノースハマナス,10,キタノクーヴェル,2,ストレート,9,カレンザブーケ,110円,1人気
202635082503,1,ドルチアーリア,2,5.5,10,ラグドール,8,ブルーシャトー,4,バスターショット,9,ワナカ,550円,2人気
202635082504,6,シスターブラック,8,76.7,2,ボビネット,10,ノーブルガイザー,1,ナズドゥラヴィ,4,タイセイパフューム,"7,670円",8人気
202635082505,2,シーキングザバース,5,42.5,1,アイビーキラリ,8,クラージュクリール,5,シュガーストーン,7,エイシンシームレス,"4,250円",5人気
202635082506,8,バオシェテンシ,2,3.7,9,リトゥリア,1,シンシア,5,リュウノソウル,10,トキノシャトー,370円,2人気
202635082507,7,カンパネルラ,2,4.1,4,トモノミラグレ,1,マナラニアケア,3,デイジーサンデー,2,カシュタン,410円,2人気
202635082508,6,レーザースペックル,2,3.4,4,フタイテンホイール,3,グラフィアスレディ,12,サクラトップラン,9,ヒロシゲウェーブ,340円,2人気
202635082509,1,ルージュアストレア,2,2.7,6,ファーザーアウェイ,7,レイナエヴィータ,8,ライトアズフェザー,4,タイセイネクサス,270円,2人気
202635082510,2,ツルマルヴィオレ,1,1.5,5,マルーントリック,7,ペルルセレスト,4,マイネルアストリア,9,フィリオアレグロ,150円,1人気
202635082511,5,ソレア,5,15.5,7,サンカリプソ,2,リリードリーマー,10,ニューウォーク,1,ロベルタカリーナ,"1,550円",5人気
202635082512,7,グアドループ,8,29.7,8,ゴレイジョウ,4,パンセ,3,サラサワン,2,コンバットトーラス,"2,970円",8人気
202643082501,7,クレイジーロッカー,1,1.2,6,パームストリート,4,ケイズブレイヴ,1,エルモ,2,キャッスルソード,120円,1人気
202643082502,5,コーズマーサ,3,3.4,7,ユウヤケノソラ,2,グレースフルマナー,3,アンサール,6,フレンドタワー,340円,3人気
202643082503,2,マリノレーヴェ,2,3.0,3,ゴッドブラウン,6,ドジッコ,1,クラバエル,5,ブライティアメール,300円,2人気
202643082504,6,サトノオリエンタル,1,1.7,11,スカーレットクロス,2,テリオスボス,4,ウェカピポ,3,サージ,170円,1人気
202643082505,9,トーヤマノゴールド,5,13.8,2,ライトネス,12,エターナルフィズ,8,ジオパークムーン,3,ウィルスカイ,"1,380円",5人気
202643082506,4,アトラクトラン,1,1.4,5,エスケイキャット,11,ヒロイックバイオ,7,アンサーパスト,12,マジカルレインボー,140円,1人気
202643082507,4,イーオレイ,9,37.9,8,セキテイジュウオー,7,ワールドクライシス,9,リュウノマキロイ,11,エウクレイア,"3,790円",9人気
202643082508,6,ヤギリドリーム,5,29.6,1,フォースゲイト,11,エムティワイザー,10,アトレーヴフェイス,5,ファストレーン,"2,960円",5人気
202643082509,8,サウンドコネクト,2,2.8,3,コマサ,4,サリーレチーマ,13,オスマンサス,10,ナフセッド,280円,2人気
202643082510,5,デザーヴ,1,3.1,7,コスタデラルス,10,キングペルレ,6,イッシンフラン,4,ズルタナイト,310円,1人気
202643082511,6,アダムスアップル,1,3.1,13,ブルーパッション,4,ルーラーオブダート,8,ハセノガイセン,5,ベルガラス,310円,1人気
202643082512,5,グラツィオーソ,5,8.9,12,ムチャスエルテ,11,フリューゲルクー,7,ツインビスケッツ,8,ラファエラエンゼル,890円,5人気
202646082501,7,ダフニス,2,5.0,8,ラストヨンマル,9,アイルシャンス,1,ルルーディ,3,ピアレイジレディ,500円,2人気
202646082502,5,メイショウヒュウガ,1,1.0,2,ダイユウボンバー,9,ピースマッチング,3,ジューンサレンダー,4,ピナーカ,100円,1人気
202646082503,4,ディヴァージオン,2,2.3,5,クロユキ,2,ラッキードラゴン,3,チョボナイノ,6,ハイムリヒカイザー,230円,2人気
202646082504,7,ナギサノバルコニー,1,2.0,5,ナイトアウェイ,1,グッドラックスター,4,コウエツ,2,ミスティックパワー,200円,1人気
202646082505,3,ルーンファクター,1,1.1,4,ベストタンゴ,7,デルマラメール,5,ベストイズアスク,8,ユメカナウケン,110円,1人気
202646082506,8,プロスペロ,3,5.3,3,ユリオプスイエロー,7,シェーンシュタット,1,ベルツリー,4,ルビープリンセス,530円,3人気
202646082507,7,カノアレディー,1,2.1,9,オーデンオパール,2,シェルターベルト,3,ノエル,6,トップタルマエ,210円,1人気
202646082508,6,タブラオ,2,3.5,7,ネバレチュゴー,1,トゥルーバローズ,4,マニーヒーロー,2,ドライブアウェイ,350円,2人気
202646082509,10,ダンテバローズ,1,1.8,3,カイル,9,プリフロオールイン,5,アルドーレ,7,ローズボウル,180円,1人気
202646082510,10,ユイノコキュウ,8,23.3,11,ミリアドタレント,4,ハガネ,12,ドンタカーミ,3,プライムライン,"2,330円",8人気
202647082501,2,コランタ,2,4.4,8,ドナドナ,3,ドロップオブレイ,1,ウィアザピープル,5,スイモアマイモ,440円,2人気
202647082502,8,コンストラクション,1,1.1,2,ワンショートデイ,7,オドントグロッサム,3,リコネクト,1,カレンヒロ,110円,1人気
202647082503,1,クリチャーシシー,2,2.9,6,シバノテンテン,3,リート,8,ヒルノヴィクトリア,4,マジョリー,290円,2人気
202647082504,1,テーオーライラ,7,34.2,4,キミニメロメロ,7,エンシェントダンス,2,ココロエ,3,クイーンズグリーン,"3,420円",7人気
202647082505,3,ヤスケ,2,2.3,8,ケルティックハーツ,7,ベルシエル,5,フミフローレンス,6,エファルジェント,230円,2人気
202647082506,4,ブラボーキリシマ,2,3.8,2,ニホンピロベスパー,6,ミスターヨッシャー,3,プロペラシャフト,8,ビービーラフター,380円,2人気
202647082507,8,チュウワダイオウ,1,2.8,4,ベールドインパクト,6,カンナリリー,2,ジェバーダ,1,マイネルウォーリア,280円,1人気
202647082508,8,エイシンヤタガラス,1,1.6,5,キングオブワールド,2,トレパーク,1,ユイノオトシアナ,3,アバンチュリエ,160円,1人気
202647082509,3,ウィズフィリップ,1,1.8,7,スマートテンペスト,2,ラグーン,9,アンテナラスト,4,リョーマ,180円,1人気
