kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260803,202635080301,C2,盛岡,1,ダ,1000,11:45,12
20260803,202635080302,C2,盛岡,2,ダ,1000,12:20,12
20260803,202635080303,C2六組,盛岡,3,ダ,1400,12:55,8
20260803,202635080304,C2五組,盛岡,4,ダ,1400,13:30,8
20260803,202635080305,C2四組,盛岡,5,ダ,1400,14:05,8
20260803,202635080306,3歳C2五組,盛岡,6,ダ,1200,14:40,11
20260803,202635080307,3歳C2四組,盛岡,7,ダ,1200,15:20,11
20260803,202635080308,C1,盛岡,8,ダ,1400,15:55,10
20260803,202635080309,C1,盛岡,9,ダ,1400,16:30,10
20260803,202635080310,ストロベリーキャンドル賞(C1),盛岡,10,ダ,1400,17:05,11
20260803,202635080311,朝顔特別(A),盛岡,11,ダ,1600,17:40,7
20260803,202635080312,大暑特別(A),盛岡,12,ダ,1600,18:15,8
20260803,202643080301,2歳三,船橋,1,ダ,1200,14:45,9
20260803,202643080302,3歳三,船橋,2,ダ,1200,15:15,11
20260803,202643080303,線香花火特別(2歳),船橋,3,ダ,1500,15:45,7
20260803,202643080304,C2二三,船橋,4,ダ,1200,16:20,10
20260803,202643080305,カンナダッシュ(C1),船橋,5,ダ,1000,16:50,12
20260803,202643080306,西瓜特別(3歳),船橋,6,ダ,1500,17:20,13
20260803,202643080307,サボテンスプリント(B3),船橋,7,ダ,1200,17:55,9
20260803,202643080308,馬い!青レモンは佐賀小松レモン(B3),船橋,8,ダ,1200,18:30,10
20260803,202643080309,C2二三,船橋,9,ダ,1500,19:05,12
20260803,202643080310,九十九里特別(B2B3),船橋,10,ダ,1600,19:40,10
20260803,202643080311,明鐘岬特別(B1B2),船橋,11,ダ,1800,20:15,10
20260803,202643080312,2026JockeysFestival((C3),船橋,12,ダ,1800,20:50,13
20260803,202646080301,3歳B4,金沢,1,ダ,1400,15:10,8
20260803,202646080302,3歳B3,金沢,2,ダ,1400,15:50,7
20260803,202646080303,3歳B2,金沢,3,ダ,1400,16:25,10
20260803,202646080304,3歳A3,金沢,4,ダ,1400,17:00,9
20260803,202646080305,3歳A2,金沢,5,ダ,1500,17:35,8
20260803,202646080306,能登復興支援 須須神社賞(B1特別),金沢,6,ダ,1500,18:10,9
20260803,202646080307,スタールビー特別(3歳),金沢,7,ダ,900,18:50,7
20260803,202646080308,高橋家&西村家★結婚記念杯(B1特別),金沢,8,ダ,1500,19:30,12
20260803,202646080309,高島美稀お誕生日記念(B1特別),金沢,9,ダ,1500,20:05,10
20260803,202646080310,お家でネット投票!楽天競馬特別(A2),金沢,10,ダ,1400,20:40,9
