kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260822,202655082201,2歳ー4組,佐賀,1,ダ,1300,15:55,10
20260822,202655082202,C2ー7組,佐賀,2,ダ,1300,16:30,11
20260822,202655082203,C2ー6組,佐賀,3,ダ,1300,17:05,11
20260822,202655082204,令和8年熊本地震被災者支援競走(C2),佐賀,4,ダ,1400,17:40,11
20260822,202655082205,C2ー4組,佐賀,5,ダ,1400,18:10,9
20260822,202655082206,C1ー7組,佐賀,6,ダ,1400,18:40,11
20260822,202655082207,南風月賞,佐賀,7,ダ,1400,19:15,10
20260822,202655082208,AIパッカル賞(C1),佐賀,8,ダ,1400,19:45,11
20260822,202655082209,残暑特選(C2),佐賀,9,ダ,900,20:20,11
20260822,202655082210,SAGAリベンジャーズ(C2),佐賀,10,ダ,1400,20:50,9
