kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260824,202635082401,C2,盛岡,1,ダ,1000,11:45,12
20260824,202635082402,C2,盛岡,2,ダ,1000,12:20,12
20260824,202635082403,C2五組,盛岡,3,ダ,1200,12:55,11
20260824,202635082404,C2四組,盛岡,4,ダ,1200,13:30,12
20260824,202635082405,3歳B2二組,盛岡,5,ダ,1400,14:05,10
20260824,202635082406,3歳B2一組,盛岡,6,ダ,1400,14:40,10
20260824,202635082407,2歳,盛岡,7,ダ,1400,15:20,8
20260824,202635082408,B2,盛岡,8,芝,1600,15:55,12
20260824,202635082409,2歳,盛岡,9,ダ,1400,16:30,9
20260824,202635082410,岩手デビュー限定競走 IWATE LIM(2歳),盛岡,10,ダ,1400,17:00,11
20260824,202635082411,ハダル賞(B2),盛岡,11,ダ,1600,17:35,12
20260824,202635082412,秋桜賞(B1),盛岡,12,ダ,1400,18:10,12
20260824,202643082401,2歳三,船橋,1,ダ,1200,14:45,9
20260824,202643082402,2歳二,船橋,2,ダ,1200,15:15,6
20260824,202643082403,3歳281P未満選抜馬,船橋,3,ダ,1500,15:45,8
20260824,202643082404,3歳二,船橋,4,ダ,1200,16:20,12
20260824,202643082405,C1四五六ウ(C1五),船橋,5,ダ,1200,16:50,12
20260824,202643082406,C1四五六イ(C1五),船橋,6,ダ,1200,17:20,12
20260824,202643082407,馬い!お米は魚沼でんべい記念(C1五),船橋,7,ダ,1500,17:55,12
20260824,202643082408,モルセラスプリント(B3),船橋,8,ダ,1200,18:30,12
20260824,202643082409,おとめ座スプリント(B3),船橋,9,ダ,1200,19:05,12
20260824,202643082410,サルビア賞(C2),船橋,10,ダ,1600,19:40,14
20260824,202643082411,勇魚特別(B3),船橋,11,ダ,1600,20:15,14
20260824,202643082412,2026JockeysFestival((C3),船橋,12,ダ,1600,20:50,14
20260824,202646082401,C25,金沢,1,ダ,1500,15:50,8
20260824,202646082402,☆祝30歳☆ゆきえりちぃ一生仲仔杯(C2),金沢,2,ダ,1500,16:25,9
20260824,202646082403,C23,金沢,3,ダ,1400,17:05,10
20260824,202646082404,とし21歳おめでとう大記念(C2),金沢,4,ダ,1400,17:40,9
20260824,202646082405,スマホで投票!楽天競馬特別(C2),金沢,5,ダ,1500,18:20,7
20260824,202646082406,B24,金沢,6,ダ,1500,18:55,7
20260824,202646082407,祝ジーケー工業株式会社創立70周年記念(B2),金沢,7,ダ,1400,19:30,9
20260824,202646082408,B22,金沢,8,ダ,1400,20:05,8
20260824,202646082409,能登復興支援 七ツ島特別(B2),金沢,9,ダ,1500,20:40,10
20260824,202648082401,アジア・アジアパラ応援33(3歳),名古屋,1,ダ,1500,14:25,11
20260824,202648082402,3歳12組,名古屋,2,ダ,1500,15:00,12
20260824,202648082403,3歳11組,名古屋,3,ダ,1500,15:30,12
20260824,202648082404,ゴールデンデビュー名古屋(2歳),名古屋,4,ダ,900,16:05,5
20260824,202648082405,野間埼疾風戦(C),名古屋,5,ダ,920,16:35,11
20260824,202648082406,洵輝くんお誕生日おめでとう(C),名古屋,6,ダ,1500,17:10,11
20260824,202648082407,小野浦特別(C),名古屋,7,ダ,1400,17:45,12
20260824,202648082408,B11組,名古屋,8,ダ,1500,18:15,12
20260824,202648082409,B10組,名古屋,9,ダ,1500,18:50,12
20260824,202648082410,河和特別(C),名古屋,10,ダ,1700,19:25,12
20260824,202648082411,美浜特別(C),名古屋,11,ダ,1500,20:00,12
20260824,202648082412,金シャチ最終戦(3歳),名古屋,12,ダ,1500,20:35,12
