race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202636092101,4,ビップレジアス,2,3.3,6,オーケースマイル,2,エムティワルツ,8,ブラウオリゾン,9,タマモオペラ,330円,2人気
202636092102,3,エスシーヤマト,5,15.9,8,ファンタズマ,4,エムティトップ,10,ミッキーハッスル,7,サトノメドーサ,"1,590円",5人気
202636092103,3,モズゴールドメダル,1,1.2,10,ロッキータイタン,5,アルヴィエンヌ,11,サトノアヴァロン,9,ラスダシャン,120円,1人気
202636092104,4,ゴールドジャンパー,1,2.1,6,ツインビスケッツ,7,ヤマニンバルトロ,11,グラスアラバニーユ,2,ノースハマナス,210円,1人気
202636092105,1,リュウノジェット,1,1.6,6,ユウユウジュレップ,9,フミタツアクション,3,ファイトレーヴ,8,ソルシート,160円,1人気
202636092106,6,サンマルセレッソ,7,26.8,10,ショウリュウテン,5,タイセイフェスタ,1,ヒガシブレーヴ,9,グランヴァルール,"2,680円",7人気
202636092107,4,ゴージャスレディ,2,4.3,9,ダンジュカリユシ,8,スカイルーク,3,ビーバリスタ,7,ミハタタテナシ,430円,2人気
202636092108,9,マツリダゲンキマン,1,1.2,2,セイテイサウザー,7,ミズサンウィズダム,8,タカマキエイト,4,エマーブル,120円,1人気
202636092109,2,アウトザロー,1,2.4,9,リアルライン,6,レノヴァティオ,11,アムールピスケス,5,ナッツナッツ,240円,1人気
202636092110,10,レーザースペックル,2,3.0,6,ソルデベラーノ,2,トリプルバレル,4,ミヤギシリウス,5,アキミューミュー,300円,2人気
202636092111,1,ヤマニンリーリオ,2,3.3,3,ペルルセレスト,5,ゴールドクレスト,8,ウワサノハルカ,6,ファルシオン,330円,2人気
202636092112,11,セイクリスティーナ,1,1.1,6,トサノデイジー,12,ムルーデ,8,コンバットキャモ,4,スカルラッティ,110円,1人気
202646092101,8,エクレア,2,4.4,7,ラストヨンマル,2,オブラマエストラ,1,ウイングスオブラヴ,3,ベストイズアスク,440円,2人気
202646092102,10,メイショウゴルシ,1,3.1,2,キャラハンテソーロ,1,ガールズヒロイン,7,オーデンオパール,6,ロングサクセション,310円,1人気
202646092103,5,レインボーツリー,1,1.6,6,フレンドリーグリン,4,フェイマスポッケ,2,エムティモートン,8,ロイヤルラン,160円,1人気
202646092104,5,オルッス,4,12.5,6,ウエスウィン,9,モーモーセオリー,8,リュウノガッパオ,2,コンヤザカ,"1,250円",4人気
202646092105,6,ルビーオーシャン,6,23.3,3,ムーンオブグリット,5,キミトヒカレ,4,カメリアブラン,2,ビーザファースト,"2,330円",6人気
202646092106,5,ベラジオクロエ,1,1.1,1,ジーティーエナジー,2,ケーズグロリア,6,ハートサイン,3,ワタシセナヨ,110円,1人気
202646092107,1,クリニエールグラス,1,1.4,10,プレストバローズ,7,ノブトモ,3,カクシン,9,パインピーチ,140円,1人気
202646092108,6,キタノダイヤ,1,1.2,3,カドバンソコヂカラ,9,ナギサノバルコニー,4,スリーオウギ,8,ハートロック,120円,1人気
202646092109,5,キュムロンニンバス,2,2.9,1,ハクサンパイオニア,3,トゥルーバローズ,7,サクラトゥジュール,2,パンテレリア,290円,2人気
202646092110,4,メイショウヒュウガ,1,1.2,3,ダフニス,2,クレイプマートル,1,シェーンシュタット,5,ルビープリンセス,120円,1人気
202655092101,1,エスケンスナイパー,4,9.2,2,ラッピングフィルム,8,ジュエリーアイ,4,ルミナスブーケ,3,ダイメイサンシ,920円,4人気
202655092102,12,グランブーケ,1,1.1,2,ネオディヤマンテ,8,エレノアサンライズ,9,アメアメフレフレ,3,ヴァレスカ,110円,1人気
202655092103,10,ディスタービア,11,81.5,8,サスペンスクィーン,3,ダイコクヤタエモン,2,ブライトライツ,5,アポロンテソーロ,"8,150円",11人気
202655092104,5,ルクスメンデス,1,1.5,3,テイエムタワードン,7,ゴイゴイスー,1,テーオースミス,6,チャールストン,150円,1人気
202655092105,7,フランシーヌ,4,7.9,6,オーロクリューソス,3,ヴァンロゼ,5,ノーブルホライズン,1,ダノンポセイドン,790円,4人気
202655092106,2,ヴィジュイイジャン,1,1.6,9,ヴァスキアン,6,コンバットパリス,12,クラウンマカナ,3,アーバンキング,160円,1人気
202655092107,7,ブライトカラー,4,7.0,10,ラブミーナッソー,4,ナムラカメジロー,9,マリノバレリーナ,8,カッサンドラ,700円,4人気
202655092108,3,ケンブリッジナイト,1,1.5,9,サーリアル,4,ミスレモン,1,オールズフェア,11,シーザサンライズ,150円,1人気
202655092109,4,ブレイブシュガー,1,1.2,12,アラウズ,3,エイシンソロモン,2,オニタイジ,6,ソルプレーザ,120円,1人気
