race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202630091501,3,アンビティオー,3,21.1,9,イーアルサンダー,8,オリコウブロアム,10,ヨシノトップラン,6,ピエールパンドラ,"2,110円",3人気
202630091502,4,ホイップフラワー,1,2.1,3,サオリ,2,ヌメロドス,7,タケノクイーン,1,スティールライズ,210円,1人気
202630091503,6,ラッキードーター,2,2.8,7,セブンスキメラ,4,ティーズブロンシュ,8,ドリームインハート,1,グリーズキャット,280円,2人気
202630091504,6,メローニ,1,1.6,2,プリンセスジャス,10,ベラジオマルティン,5,ブルームスター,3,ジグザグチェイス,160円,1人気
202630091505,10,エンジェルロール,1,2.1,4,カイノミチシルベ,6,アワソング,2,マドンナブルー,5,コンチムサシ,210円,1人気
202630091506,8,ポポロン,1,1.4,2,テクノリバタリアン,3,ベルトモ,4,ハッピーモカ,5,タイセツオー,140円,1人気
202630091507,2,スターゲイザー,7,26.6,6,ラストシャイニー,3,ジョブックボー,1,ディアデムドール,4,ザンシュトーム,"2,660円",7人気
202630091508,5,スズノボンライミー,4,11.0,2,メカニックバレエ,8,マッドヘッドラブ,9,フォーチュンベル,6,キョウエイフレアー,"1,100円",4人気
202630091509,1,アースコーリング,1,2.5,5,シラントロ,3,ユーキャンフライ,2,アトニモサキニモ,6,ラグナキリア,250円,1人気
202630091510,2,ヨシノカムイ,6,23.1,4,ミソドレミ,1,ポートエレン,8,グッドヴァイブス,5,スティルアローン,"2,310円",6人気
202630091511,3,スティールファイン,4,11.3,2,ジャスパーロイヤル,5,ラピルスイメル,1,セイランマクフィ,8,サクセスビービー,"1,130円",4人気
202630091512,7,カツノトキメキ,3,7.7,11,ヨシイチ,8,アルバソーレ,3,アドルナティック,4,バンカブルスター,770円,3人気
202636091501,10,ラッキーストーリー,1,1.9,2,サウンドノバ,4,コスモスミッチー,3,ピンクノバラ,7,クレストライン,190円,1人気
202636091502,2,アンテニトルス,7,24.9,3,ティラージュ,9,テーオールノワール,4,エバーアリエル,10,アレグロヴィーヴォ,"2,490円",7人気
202636091503,2,アンニンドウフ,1,1.4,3,ラジエル,9,ウワサノデコピン,6,アストラン,4,フークアーデル,140円,1人気
202636091504,11,ナーシリーヤ,1,2.1,6,テキサスバローズ,4,メイショウタダツグ,7,ルビーサンセット,9,ジーティーソレイユ,210円,1人気
202636091505,8,タイセイギガース,1,2.1,9,カフラー,6,カミノトップワン,7,アジャイブ,1,キタノソブリン,210円,1人気
202636091506,10,ディスクリプション,5,7.3,6,タニマサベーカ,5,プレストエンジェル,9,ユキノマツシマ,3,ダークファンタジー,730円,5人気
202636091507,8,ロードトワイライト,4,6.5,3,メイショウミザオ,4,ハイプボーイ,2,タイコネン,1,エイカイソフィア,650円,4人気
202636091508,10,エクササイズ,1,2.0,4,ヤマショウクイーン,6,ヤマショウシャイン,2,フリムカナイデヨ,1,トントンプー,200円,1人気
202636091509,4,カイトリヒト,2,4.0,5,ヴィグルズマン,3,カラフルピーチ,6,アイディアリスト,10,キタノヴァリュー,400円,2人気
202636091510,7,キャッスルトップ,2,3.1,6,ビッグシシールーフ,5,アイスボウル,4,ハチャトリアン,9,メイショウユフイン,310円,2人気
202636091511,6,ライコウノヒカリ,3,4.9,12,ピュアジャスミン,11,アーリーレッグ,4,サクラカゼ,1,ノースプリマ,490円,3人気
202636091512,5,タイセイウォリアー,1,1.9,3,リリーコレール,4,タイセイガスト,6,ポマイカイ,1,キタノエクスプレス,190円,1人気
202644091501,11,ジコン,1,1.5,12,リュウグウノユメ,13,トウキョーバサラ,9,パンオショコラ,14,ラヴレボーテ,150円,1人気
202644091502,8,ブラックレッド,4,27.8,11,マルカンプレスト,7,フェアリーマイア,12,シームルグ,2,コーントップス,"2,780円",4人気
202644091503,12,カズノマリア,1,1.2,5,ハナヒラク,3,ミユンガー,6,ストロングフレイヤ,2,レッドフローガ,120円,1人気
202644091504,2,トーケンゴット,2,4.0,1,ディセントラリーフ,7,コーズフォルテ,6,ジャストコール,3,トライオン,400円,2人気
202644091505,3,シーマンホープ,1,1.4,4,ベイビーパーティー,2,アボーイ,6,トレンドワン,12,カミコ,140円,1人気
