kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260918,202644091801,3歳一二三(3歳二),大井,1,ダ,1600,14:15,7
20260918,202644091802,3歳一二三(3歳二),大井,2,ダ,1400,14:50,14
20260918,202644091803,3歳一二三(3歳二),大井,3,ダ,1200,15:25,14
20260918,202644091804,2歳新馬,大井,4,ダ,1600,16:00,10
20260918,202644091805,2歳新馬,大井,5,ダ,1200,16:35,7
20260918,202644091806,つばめ特別競走(2歳),大井,6,ダ,1700,17:10,5
20260918,202644091807,3歳選抜牝馬,大井,7,ダ,1600,17:45,12
20260918,202644091808,ブルー・ムーン賞(C1四),大井,8,ダ,1600,18:20,10
20260918,202644091809,御岳山賞競走(B1B2),大井,9,ダ,2000,18:55,9
20260918,202644091810,月白賞(C1四),大井,10,ダ,1200,19:30,11
20260918,202644091811,日刊スポーツ賞競走(B3),大井,11,ダ,1400,20:10,14
20260918,202644091812,くじら座特別競走(C1四),大井,12,ダ,1400,20:50,10
20260918,202648091801,アジア・アジアパラ応援35(3歳),名古屋,1,ダ,1500,12:15,10
20260918,202648091802,3歳10組,名古屋,2,ダ,1500,12:50,10
20260918,202648091803,優奈優真結婚記念(3歳),名古屋,3,ダ,1500,13:25,10
20260918,202648091804,ゴールデンデビュー名古屋(2歳),名古屋,4,ダ,900,14:00,7
20260918,202648091805,B11組,名古屋,5,ダ,1500,14:40,10
20260918,202648091806,B10組,名古屋,6,ダ,1500,15:10,11
20260918,202648091807,B9組,名古屋,7,ダ,1500,15:45,11
20260918,202648091808,矢勝川堤特別(C),名古屋,8,ダ,1500,16:15,12
20260918,202648091809,蔵町運河特別(C),名古屋,9,ダ,1700,16:50,12
20260918,202648091810,半田大空特別(C),名古屋,10,ダ,2000,17:25,12
20260918,202648091811,名月大空特別(A),名古屋,11,ダ,2000,18:00,11
20260918,202648091812,金シャチ最終戦(3歳),名古屋,12,ダ,1500,18:35,12
20260918,202650091801,C3,園田,1,ダ,820,14:30,12
20260918,202650091802,C3三,園田,2,ダ,1400,15:00,8
20260918,202650091803,C3二,園田,3,ダ,1400,15:30,9
20260918,202650091804,C3一,園田,4,ダ,1400,16:00,9
20260918,202650091805,C2三,園田,5,ダ,1400,16:30,8
20260918,202650091806,C2二,園田,6,ダ,1400,17:00,9
20260918,202650091807,C2一,園田,7,ダ,1400,17:45,9
20260918,202650091808,C2,園田,8,ダ,820,18:15,12
20260918,202650091809,B1B2,園田,9,ダ,1230,18:45,10
20260918,202650091810,長月特別A2,園田,10,ダ,1400,19:20,10
20260918,202650091811,クリスタル賞(3歳),園田,11,ダ,1700,19:55,10
20260918,202650091812,ランタナ賞C1,園田,12,ダ,1400,20:30,11
