race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202635082401,3,クーラント,1,1.7,1,コスモヴェレッド,5,テンオーケオー,9,タッチダウン,12,ルーナ,170円,1人気
202635082402,5,フィエルテ,1,1.8,2,バエル,4,フォルテース,9,ルージュルージュ,11,プケッティ,180円,1人気
202635082403,7,リーヴルワンダー,3,4.0,1,ネオアンコーラ,8,アストラン,11,フクノバルトラン,10,ブルコ,400円,3人気
202635082404,12,グレーターバーチュ,1,1.9,2,キャッスルバジオウ,3,プリズムスペクトル,8,ピースワンドルチェ,4,クレナイノヒメ,190円,1人気
202635082405,2,リケアマカロニ,1,1.3,3,マルケイファイン,4,リケアペンネ,1,ニケフェリーチェ,5,マリーオラス,130円,1人気
202635082406,5,ヒナタ,1,1.4,8,ジュノヴェール,9,ピコデオリサバ,1,サンエイウォリアー,3,アドレニコル,140円,1人気
202635082407,8,キミノスキナアイス,1,1.9,5,マルケイデイジー,1,ゴールドシリウス,2,エポカベーネ,3,ジャンダルマン,190円,1人気
202635082408,9,エルプロフェッサー,9,47.8,3,フォーエリーゼ,2,クイーンオブソウル,12,キャピタルプレイン,8,フラワーカンパニー,"4,780円",9人気
202635082409,7,エイシンブイクール,5,30.3,9,トゥーナカメリア,4,フミタツアクション,8,マイマホウジン,6,レイクタホ,"3,030円",5人気
202635082410,9,ゼノグレイス,3,5.4,8,マツリダゲンキマン,11,エマーブル,2,タカマキナイン,4,マナホクレア,540円,3人気
202635082411,8,クリナッチ,1,1.2,6,サムズアップ,3,マイモーメント,7,ネオネオモッズ,5,エールプレジール,120円,1人気
202635082412,11,ワガンセ,1,1.2,1,ヤマニンリーリオ,2,テルテ,5,ゲンパチプライド,4,ミライヘノシンゲキ,120円,1人気
202643082401,5,ツイテユキタイ,2,2.3,8,オドゥーラ,3,アマルフィディオ,1,サヴィルガーデン,6,イービルフラッシュ,230円,2人気
202643082402,1,レドゥローズ,1,1.2,5,ララブロッサム,6,コパノベリーズ,3,ラストハニー,4,オペルクリカリア,120円,1人気
202643082403,8,ポッドシャンク,1,1.1,5,モンドシュピーゲル,2,スコーレブロー,4,グリンフォンテン,6,キタノマヒロ,110円,1人気
202643082404,9,フローライト,1,1.4,11,イニシエート,7,エイシンジンジャー,4,ビップルーク,5,トーケンマティーニ,140円,1人気
202643082405,7,アベリアフェイス,1,2.5,8,ゲンキイッパイ,1,エニーサンダー,5,リンガスロシェ,12,フレンドシルバー,250円,1人気
202643082406,12,ダイセンシリウス,4,8.0,11,ポッドボウ,5,ゴールドトピアリー,10,ミヤビモルタル,8,オオデンタ,800円,4人気
202643082407,8,キタサンライザー,1,1.1,4,ジーティープリン,3,マルターズヴェロス,9,ラゴディアイ,11,エクメディノキセキ,110円,1人気
202643082408,12,ナムラペルル,2,3.2,11,ヨタロー,1,ザーシッダレイ,7,ビレッジスティール,4,プレストエンペラー,320円,2人気
202643082409,4,ソルジェンテポー,1,1.0,8,ピコダイアル,1,トップレディー,3,セレナエフォール,12,アイスリンディ,100円,1人気
202643082410,13,バランスザブックス,2,4.0,8,ファイアーワルツ,3,ビップライアン,11,グッドマン,4,ジャガンナート,400円,2人気
202643082411,7,アイリーズパキラ,2,9.0,2,ダイジェスト,9,チェリスト,11,プレストエマ,13,プレヴナンス,900円,2人気
202643082412,10,ファイナルワンダー,7,31.0,5,エリセイラ,2,アラッキーフェイス,6,ジャルダンデュロワ,13,モーリシャスアロマ,"3,100円",7人気
202646082401,5,スマイルムーン,2,17.1,7,ネムレスクイーン,6,アマソナ,8,ゴールドリバース,1,グレースルージュ,"1,710円",2人気
202646082402,4,テーオートルネード,1,2.3,1,スーパーナニー,6,ジャッカルズサン,9,ステイグリーン,7,フミマーズ,230円,1人気
202646082403,2,ガールズヒロイン,2,4.5,7,ワンモアチャンス,10,ブルートレーラー,5,アポロリリー,6,マードラド,450円,2人気
202646082404,5,キタノダイヤ,3,5.8,4,エコロドゥネス,9,カラーズリング,6,クレバーピコ,8,イルクオーレ,580円,3人気
202646082405,4,ノブトモ,1,1.0,2,チョウノヨウニマウ,7,カラーオブワンダー,6,アドバンスドリーム,3,ビアメントブラスト,100円,1人気
202646082406,6,スタイルユアセルフ,2,4.7,4,エイユーサブリナ,3,ハクサンアンタレス,7,マイボーイ,5,マークオブゾロ,470円,2人気
202646082407,6,ファーストフラワー,1,1.1,9,アイオラナキラ,7,カンナギ,4,スリーオウギ,8,カクシン,110円,1人気
202646082408,3,イフリーティア,1,1.0,6,ミラコロヴァーグ,7,フラッシュフリーズ,1,カドバンソコヂカラ,5,ライチトゥーム,100円,1人気
202646082409,8,ミラコロエクラ,4,8.6,4,ジーティーユウビ,7,ドリームスパート,9,ソウルユニバンス,5,ミラコロカナーレ,860円,4人気
202648082401,4,ウインエンブレム,1,2.9,11,ワルツプリンセス,1,メイショウバルキア,8,グラスフェザー,3,ジーティーフクフク,290円,1人気
202648082402,3,ウェイヨー,2,3.2,7,フルーツベイビー,10,ジーティートゥーリ,6,エルファリス,9,プシュカル,320円,2人気
202648082403,9,フィアスゲイル,1,2.7,8,アルマフレイヤ,12,アンコ,11,デルマノリクラ,5,ゴールデンボート,270円,1人気
202648082404,3,ゴールドフェザー,2,2.7,2,レマンノソヨカゼ,1,オンディーヌ,5,ニシキマカヒキ,4,エンパイアサマー,270円,2人気
202648082405,7,ユアマイスター,7,59.9,1,クロメヒョウ,9,ポムドール,10,アオイアイ,5,ビナベンチェ,"5,990円",7人気
202648082406,1,メイショウオハコ,2,5.0,5,ベラジオチャンネル,8,ゼーブルージュ,11,リックトメンマ,4,マルクパージュ,500円,2人気
202648082407,6,ヒオウギ,5,18.6,10,ネフェルアスティ,12,トッピゴー,3,コスモコロネット,5,ハクサンミニョン,"1,860円",5人気
202648082408,7,パーソナルレコード,1,1.8,8,アミアン,12,マルシェ,9,スパルタンワールド,11,オーセンティアン,180円,1人気
202648082409,9,ヴィオレンツァ,2,3.2,11,カフジアッサム,1,エイシンメリダ,4,オイチノカタ,3,カナアミデスマッチ,320円,2人気
202648082410,8,ケイズエルミー,1,2.7,12,メディアプンタ,3,インフォーマント,10,フローラビーナス,7,アルゴフィリオ,270円,1人気
202648082411,4,シスターネビュラ,3,6.2,10,レシェルドランジュ,1,イブシギン,2,ミートザターゲット,3,ショウナンラフィネ,620円,3人気
202648082412,3,リアルフォルツァ,2,5.5,4,ワルキューレクイン,6,ヴィゴラスガイア,12,ペリバジャ,10,ミダレセツゲツカ,550円,2人気
