race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202630092401,12,ミサオ,1,1.3,9,スタニングアロー,8,ベストメッセージ,10,テンビーキャッスル,4,タルシェクーン,130円,1人気
202630092402,9,ミスプランセス,1,3.4,10,ベラジオサクラ,4,リアルステレオ,7,カナデ,5,トシデンセツ,340円,1人気
202630092403,10,カセノイーグル,1,1.5,6,バラデロ,8,ナインファースト,4,サンヨウキャプテン,9,スルーザレイン,150円,1人気
202630092404,9,グラティアエ,4,13.6,3,シュクルリー,8,レーヌペスカ,10,レヴァンターセ,5,ラカーリア,"1,360円",4人気
202630092405,9,キングスメッセージ,1,1.0,7,サンタカリス,6,モロノラピド,3,ショウミーザマネー,8,タイガーハート,100円,1人気
202630092406,7,ブラストブラック,1,1.6,5,ウィルミスチヴァス,6,マッスルチャミー,1,エムピーフリップ,4,ミッションアイズ,160円,1人気
202630092407,5,カムイノウタゲ,5,24.2,7,フォーティンブラス,6,コーディアリティ,4,ドクターストップ,2,ペプチドエレノア,"2,420円",5人気
202630092408,7,マジックライン,5,11.1,6,アクアトレジャー,3,ホウオウミンスター,4,シンデレラダッシュ,8,ゴールドアイリーン,"1,110円",5人気
202630092409,2,ダバイクリスタル,2,3.1,4,レイアップスリー,7,キモサベ,8,レディニキータ,5,ハンドクラップ,310円,2人気
202630092410,2,デルピエロ,1,1.5,5,ローマンリープ,4,エイシンスーリヤ,6,ナーランガ,1,レギュム,150円,1人気
202630092411,8,プレストジュピター,6,23.1,2,ピンクゴールド,4,ハカタヴァンクール,3,エイシンフロイデ,9,シリントーン,"2,310円",6人気
202630092412,8,ワンダーウーマン,2,2.7,7,リオンダリーナ,5,ジャイロ,10,カッパギ,2,リコシェ,270円,2人気
202642092401,1,ウィリーズロック,1,1.2,2,シナノクリスタル,4,カシノユメミヅキ,7,エムブイピーコール,5,ノベンバーベイズ,120円,1人気
202642092402,2,エオリアンリッジ,1,2.1,11,ソルテソーロ,4,スピラヴィオ,3,シンデレラリバティ,5,ウォニョン,210円,1人気
