kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260924,202630092401,2歳 未勝利,門別,1,ダ,1000,14:50,12
20260924,202630092402,2歳 未勝利,門別,2,ダ,1100,15:20,10
20260924,202630092403,2歳 未勝利,門別,3,ダ,1200,15:55,11
20260924,202630092404,3歳以上 C4ー2,門別,4,ダ,1200,16:25,11
20260924,202630092405,3歳以上 C4ー2,門別,5,ダ,1200,16:55,11
20260924,202630092406,3歳以上 C3ー2 C4ー1,門別,6,ダ,1600,17:30,7
20260924,202630092407,3歳以上 C3ー2 C4ー1,門別,7,ダ,1800,18:00,9
20260924,202630092408,3歳以上 C3ー2 C4ー1,門別,8,ダ,1700,18:35,10
20260924,202630092409,キキョウ特別(2歳),門別,9,ダ,1000,19:10,8
20260924,202630092410,グランシャリオドリーム64(2歳),門別,10,ダ,1200,19:40,8
20260924,202630092411,日高地区連合会特別(2歳)OP,門別,11,ダ,1200,20:15,9
20260924,202630092412,連合北海道日高地域協議会特別(A1),門別,12,ダ,1000,20:50,10
20260924,202642092401,ランチタイム(3歳),浦和,1,ダ,1400,13:30,12
20260924,202642092402,3歳四,浦和,2,ダ,1400,14:00,12
20260924,202642092403,ドリームチャレンジ(2歳),浦和,3,ダ,800,14:30,6
20260924,202642092404,ドリームチャレンジ(2歳),浦和,4,ダ,800,15:00,6
20260924,202642092405,3歳三,浦和,5,ダ,1400,15:30,12
20260924,202642092406,C3選抜馬イ,浦和,6,ダ,800,16:00,12
20260924,202642092407,特選(C2C3),浦和,7,ダ,2000,16:35,12
20260924,202642092408,スイートアリッサム賞(2歳),浦和,8,ダ,1400,17:10,10
20260924,202642092409,曼珠沙華特別(C1),浦和,9,ダ,1500,17:45,12
20260924,202642092410,祝月特別(B3),浦和,10,ダ,1400,18:20,12
20260924,202642092411,シラコバト賞(A2),浦和,11,ダ,1500,18:55,12
20260924,202642092412,夜長月特別(C2),浦和,12,ダ,2000,19:30,12
20260924,202647092401,3歳未勝利,笠松,1,ダ,1400,11:20,9
20260924,202647092402,祝!あらくれお嬢様完結記念(3歳),笠松,2,ダ,1400,11:50,8
20260924,202647092403,かずし☆えみこ結婚30周年杯(3歳),笠松,3,ダ,1400,12:20,7
20260924,202647092404,悠大が好きすぎて滅!三十路記念(3歳),笠松,4,ダ,1400,12:50,8
20260924,202647092405,秀司朗&愛実WEDDING杯☆(3歳),笠松,5,ダ,1400,13:20,8
20260924,202647092406,C3組,笠松,6,ダ,1580,13:55,10
20260924,202647092407,B8・C2組(BC),笠松,7,ダ,1400,14:25,9
20260924,202647092408,B7組,笠松,8,ダ,1400,15:05,10
20260924,202647092409,秋麗特別(C),笠松,9,ダ,1400,15:40,9
20260924,202647092410,秋分特別(C),笠松,10,ダ,1580,16:15,9
20260924,202647092411,B級サバイバル,笠松,11,ダ,1400,16:50,10
20260924,202650092401,C3三,園田,1,ダ,1400,10:40,10
20260924,202650092402,NewBeginning 2歳初出走,園田,2,ダ,1400,11:10,7
20260924,202650092403,C3二,園田,3,ダ,1400,11:44,10
20260924,202650092404,豊能7ハロンC3一,園田,4,ダ,1400,12:12,10
20260924,202650092405,神山7ハロンC2二,園田,5,ダ,1400,12:40,10
20260924,202650092406,C3,園田,6,ダ,820,13:10,12
20260924,202650092407,C3,園田,7,ダ,1700,13:40,10
20260924,202650092408,C2一,園田,8,ダ,1400,14:10,10
20260924,202650092409,A2B1,園田,9,ダ,1870,14:40,8
20260924,202650092410,C2,園田,10,ダ,1700,15:15,10
20260924,202650092411,秋涼特別B2,園田,11,ダ,1400,15:50,12
20260924,202650092412,秋の駒賞C1,園田,12,ダ,820,16:30,12
