kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260922,202630092201,2歳 未勝利,門別,1,ダ,1000,14:40,12
20260922,202630092202,2歳 未勝利,門別,2,ダ,1000,15:15,12
20260922,202630092203,2歳牝馬 未勝利,門別,3,ダ,1100,15:50,12
20260922,202630092204,3歳以上 C4ー3,門別,4,ダ,1200,16:20,12
20260922,202630092205,3歳以上 C4ー2,門別,5,ダ,1000,16:55,12
20260922,202630092206,3歳以上 C4ー2,門別,6,ダ,1000,17:30,10
20260922,202630092207,3歳以上 C4ー2,門別,7,ダ,1500,18:05,9
20260922,202630092208,3歳以上 C4ー2,門別,8,ダ,1800,18:35,12
20260922,202630092209,3歳以上 C4ー2,門別,9,ダ,1700,19:10,12
20260922,202630092210,グランシャリオドリーム62(A3),門別,10,ダ,1000,19:40,10
20260922,202630092211,シュウメイギク特別(A3),門別,11,ダ,1200,20:10,12
20260922,202630092212,ウポポイオータムスプリント〔H2〕(マッ重賞,門別,12,ダ,1200,20:45,10
20260922,202636092201,C2,水沢,1,ダ,850,11:35,10
20260922,202636092202,C2,水沢,2,ダ,850,12:10,10
20260922,202636092203,C2六組,水沢,3,ダ,1300,12:45,10
20260922,202636092204,C2五組,水沢,4,ダ,1300,13:20,10
20260922,202636092205,C2四組,水沢,5,ダ,1300,13:55,11
20260922,202636092206,2歳,水沢,6,ダ,1300,14:35,10
20260922,202636092207,2歳,水沢,7,ダ,1300,15:10,10
20260922,202636092208,3歳B1二組,水沢,8,ダ,1400,15:45,12
20260922,202636092209,3歳B1一組,水沢,9,ダ,1400,16:25,12
20260922,202636092210,B2二組,水沢,10,ダ,1600,17:00,7
20260922,202636092211,B2一組,水沢,11,ダ,1600,17:35,8
20260922,202636092212,セプテンバーカップ(B2),水沢,12,ダ,1900,18:10,11
20260922,202642092201,ランチタイム(C3),浦和,1,ダ,1400,13:30,12
20260922,202642092202,2歳三,浦和,2,ダ,1400,14:00,11
20260922,202642092203,2歳二,浦和,3,ダ,1400,14:32,10
20260922,202642092204,3歳二,浦和,4,ダ,1500,15:02,12
20260922,202642092205,特選(C2C3),浦和,5,ダ,800,15:30,12
20260922,202642092206,東京に半分食い込むまち新座賞(C1C2),浦和,6,ダ,800,16:00,12
20260922,202642092207,秋うらら特別(3歳),浦和,7,ダ,1400,16:35,13
20260922,202642092208,秋の夜特別(C3),浦和,8,ダ,2000,17:10,12
20260922,202642092209,秋晴特別(C2),浦和,9,ダ,1500,17:45,12
20260922,202642092210,秋桜特別(B3C1),浦和,10,ダ,1400,18:20,12
20260922,202642092211,秋彼岸特別(B3),浦和,11,ダ,1500,18:55,12
20260922,202642092212,月見特別(B2B3),浦和,12,ダ,2000,19:30,12
20260922,202646092201,C19,金沢,1,ダ,1500,12:00,10
20260922,202646092202,C18,金沢,2,ダ,1400,12:35,10
20260922,202646092203,C17,金沢,3,ダ,1400,13:10,11
20260922,202646092204,C16,金沢,4,ダ,1500,13:45,12
20260922,202646092205,C15,金沢,5,ダ,1400,14:20,11
20260922,202646092206,C14,金沢,6,ダ,1400,14:55,12
20260922,202646092207,HBA組合長賞(B2),金沢,7,ダ,1400,15:35,11
20260922,202646092208,社会貢献と金沢競馬 うまレター賞(B2),金沢,8,ダ,1400,16:10,10
20260922,202646092209,オッズパーク杯(B2),金沢,9,ダ,1500,16:45,12
20260922,202646092210,楽天ポイントが貯まる!楽天競馬特別(A1),金沢,10,ダ,1700,17:20,9
20260922,202646092211,白山大賞典Jpn3,金沢,11,ダ,2100,18:00,12
20260922,202646092212,敬馬賞(B級),金沢,12,ダ,1400,18:45,11
20260922,202647092201,C7組,笠松,1,ダ,800,10:50,9
20260922,202647092202,倫太朗くん1さいおめでとう記念(C),笠松,2,ダ,1400,11:20,8
20260922,202647092203,おうちゃん笠松競馬来場記念(C),笠松,3,ダ,1400,11:50,9
20260922,202647092204,大きい馬対小さい馬(C),笠松,4,ダ,1400,12:25,10
20260922,202647092205,笠松マスターズ(C),笠松,5,ダ,1400,12:55,9
20260922,202647092206,KPC10周年おめでとう記念(B),笠松,6,ダ,1580,13:25,9
20260922,202647092207,ネット投票は楽天競馬!賞(AB),笠松,7,ダ,1400,13:55,8
20260922,202647092208,ビオラ特別(2歳),笠松,8,ダ,1400,14:25,7
20260922,202647092209,ヒガンバナ特別(B),笠松,9,ダ,1400,15:05,9
20260922,202647092210,第41回畜産フェア特別(B),笠松,10,ダ,1400,15:40,9
20260922,202647092211,ジュニアクラウン(2歳)OP,笠松,11,ダ,1400,16:15,10
20260922,202654092201,ラケルタ特別(2歳),高知,1,ダ,1300,14:45,6
20260922,202654092202,YJSトライアルラウンド高知 第1戦(C3),高知,2,ダ,1400,15:25,12
20260922,202654092203,ぼうしパン特別(C3),高知,3,ダ,1400,15:55,10
20260922,202654092204,YJSトライアルラウンド高知 第2戦(C2),高知,4,ダ,1400,16:30,12
20260922,202654092205,C3ー2,高知,5,ダ,1400,17:15,10
20260922,202654092206,ヒガンバナ特別(C3),高知,6,ダ,1400,17:50,12
20260922,202654092207,C2ー6,高知,7,ダ,1300,18:20,9
20260922,202654092208,C2ー4,高知,8,ダ,1300,18:50,11
20260922,202654092209,C1ー3,高知,9,ダ,1400,19:20,9
20260922,202654092210,C1ー2,高知,10,ダ,1400,19:50,9
20260922,202654092211,星ヶ丘公園特別(C1),高知,11,ダ,1400,20:20,12
20260922,202654092212,ファイナルレース(C1),高知,12,ダ,1400,20:50,12
