race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202636091401,9,ネオアンコーラ,1,2.8,8,ゴーゴーオンリー,5,ミツカネトーラス,2,ルーナ,4,バエル,280円,1人気
202636091402,3,フィエルテ,1,1.2,7,ロバリアノキセキ,6,プリモジョーカー,4,シノブデスティーノ,9,シェリーアモール,120円,1人気
202636091403,1,タイセイアダマス,1,1.9,7,ゴールドオリス,8,エクセプション,2,メリア,3,エールヴァーゲ,190円,1人気
202636091404,2,ブルーシャトー,2,3.1,10,ロジマンボ,9,ベラジオホープ,3,ハッピーダンス,1,フクノバルトラン,310円,2人気
202636091405,10,オーヴァーザトップ,3,5.3,2,ゴールドクロス,4,ユウユウコラソン,6,ウインペルセ,11,キタノインディ,530円,3人気
202636091406,10,カミノテイオー,3,3.5,7,ララムーティエ,2,ノボキセキ,8,ホウオウデンファレ,9,キタノボニータ,350円,3人気
202636091407,7,ルアグロール,2,4.0,3,ジョリサキセ,6,トーセンアミューズ,4,フィオーレグリーン,8,サムライタイム,400円,2人気
202636091408,9,パカラパカラ,7,15.1,11,ハピナスター,10,ノボリスマイル,4,パトリシア,1,サンアイディール,"1,510円",7人気
202636091409,1,ルミナヴァル,1,1.6,6,ダンジュカリユシ,3,ネオステラス,4,フェリアフローレス,7,シベリアンデネブ,160円,1人気
202636091410,5,スピリチュアル,1,2.0,7,トリプルバレル,4,スパローズ,3,ゴールドハーディス,2,マーゴットフェスタ,200円,1人気
202636091411,5,リベルテ,2,2.9,7,リースアンドリボン,3,トチノヒーロー,1,ファルシオン,6,ハナカホノカ,290円,2人気
202636091412,3,プリンスミノル,1,1.8,1,ハクシンパーソナル,8,オロパタジン,7,サトノバトラー,11,マジカルワード,180円,1人気
202644091401,8,ヘニーアイリス,1,2.6,9,ツクシ,14,ドンナドンナ,4,チュウオーサラ,12,ソリタリオカズ,260円,1人気
202644091402,9,ユウユウベンチャー,1,1.6,10,ビヨンド,2,ポコポッチ,11,フェスティヴバディ,4,ソレイユダーム,160円,1人気
202644091403,10,リリーインザナイト,3,4.4,6,シャルシェ,7,コスケンコルヴァ,1,ラバテラダンサー,11,キミヲコイシタウ,440円,3人気
202644091404,3,ミッキーパラソル,1,1.8,4,ネオアオトビ,14,ココミサイル,11,デルマラウス,6,スピーディワンダー,180円,1人気
202644091405,1,ディアワン,1,2.1,6,ベルベットオニキス,7,タイセイフリーデン,11,ナックポピー,3,グロリアスワールド,210円,1人気
202644091406,4,フィリピーヌ,1,3.3,3,アップタウンガール,6,オールスターズ,9,アエノジャッジ,12,ベルベットハンマー,330円,1人気
202644091407,9,クライスラー,6,28.5,2,プラウドメアリー,6,アジアンゴールド,7,ルビーギャラクシー,12,キャットデイ,"2,850円",6人気
202644091408,5,モナミ,2,4.2,8,ポルトディタリー,6,カーラエスメラルダ,10,シルフラ,4,アイアンバイブル,420円,2人気
202644091409,1,コイゴロモ,2,2.7,10,ペイルムーン,5,ジルクン,13,デルタウェーブ,11,エムオーナイナー,270円,2人気
202644091410,9,グリークトレジャー,3,7.7,7,ハクアイソレイユ,5,シンクグッド,2,ツートンショコラ,6,マイネルイージス,770円,3人気
202644091411,15,ナインエスクァイア,1,3.7,8,ホワイトマジック,5,ゴールデンクラウン,2,メイショウタビズキ,6,ヘンリー,370円,1人気
202644091412,8,ハイケンス,1,2.2,13,ヴィラスターリ,10,サトノエンパイア,3,ジーベンファルベン,7,アルティメットサガ,220円,1人気
202648091401,4,パーフェクトスノー,2,2.2,2,アルファリラエ,9,サンモリッツ,8,フォーアライター,11,ボンボンブーケ,220円,2人気
202648091402,8,スウィートラキ,4,7.5,3,ファインヒメ,4,バディーズライズ,6,レディリリス,9,デルマツルギ,750円,4人気
202648091403,9,サンロード,9,25.0,7,ドゥブルヴェ,10,ダイユウレゾナンス,12,オーシャンミューズ,3,テイクザスローン,"2,500円",9人気
202648091404,1,カヴォート,3,5.4,2,メイジョウパナシェ,9,スカーヒップ,6,アイルライジング,3,ノースバレリーナ,540円,3人気
202648091405,7,ブライトココナッツ,1,2.5,12,ハスカップジャム,1,アマノガワギンガ,5,テーオーシュテルン,10,ディレクティオ,250円,1人気
202648091406,5,ストレンジャー,1,2.2,2,ヤタガラスマヒナ,8,ゼンダンマイウェイ,10,ユイノチョウシンキ,1,レディマジェスティ,220円,1人気
202648091407,12,シャッフルガール,3,6.6,10,サヤヒメ,4,インジェニアス,8,ビナカントー,7,イットウショウグウ,660円,3人気
202648091408,4,ニシキビブラビブレ,1,2.7,9,メイショウヨリキリ,1,オルトジュピター,3,サンルーナ,5,ノボリミッション,270円,1人気
202648091409,2,エイシンマクルーベ,2,5.7,10,ベレーザフィン,4,スフレ,6,パーソナルレコード,7,ノブエイト,570円,2人気
202648091410,8,アスタールテニウム,2,3.0,10,オウケンボス,3,ユアグローリー,2,グラスビジョン,5,ウィッティングハム,300円,2人気
202648091411,10,ノーブルアクト,4,9.2,5,スターペスショウマ,1,イストロス,11,ナンヨークリスタル,12,レッドサラマンダー,920円,4人気
202648091412,8,ホウオウパーソンズ,1,3.1,10,グランスプリント,11,フチサンチャチャ,2,アロハオエ,1,クィーンズウィンク,310円,1人気
