kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260906,202636090601,C2,水沢,1,ダ,850,12:00,9
20260906,202636090602,C2十組,水沢,2,ダ,1300,12:35,9
20260906,202636090603,C2九組,水沢,3,ダ,1300,13:15,9
20260906,202636090604,C2八組,水沢,4,ダ,1300,13:50,10
20260906,202636090605,2歳,水沢,5,ダ,1400,14:25,7
20260906,202636090606,B2,水沢,6,ダ,850,15:00,10
20260906,202636090607,B1,水沢,7,ダ,1400,15:35,9
20260906,202636090608,B1,水沢,8,ダ,1400,16:15,9
20260906,202636090609,豊間根川源流賞(3歳B1),水沢,9,ダ,1400,16:50,9
20260906,202636090610,ビギナーズカップ重賞,水沢,10,ダ,1400,17:25,9
20260906,202636090611,弘南鉄道乗りにいきま賞(3歳A),水沢,11,ダ,1600,18:00,12
20260906,202646090601,芝柏42期生!朝の教育杯(C1),金沢,1,ダ,1400,12:45,8
20260906,202646090602,ラジオ放送第69回記念杯(C1),金沢,2,ダ,1500,13:25,7
20260906,202646090603,このたん末脚爆裂記念(C1),金沢,3,ダ,1500,14:05,7
20260906,202646090604,2歳新馬,金沢,4,ダ,1400,14:40,8
20260906,202646090605,熊本地震被災者支援 クスノキ賞(2歳),金沢,5,ダ,1400,15:15,9
20260906,202646090606,熊本地震被災者支援 竜胆賞(2歳),金沢,6,ダ,1400,15:55,9
20260906,202646090607,熊本地震被災者支援 雲雀賞(B2),金沢,7,ダ,1500,16:30,8
20260906,202646090608,熊本地震被災者支援 車海老賞(B2),金沢,8,ダ,1500,17:05,9
20260906,202646090609,熊本地震被災者支援特別(A1),金沢,9,ダ,1400,17:40,8
20260906,202646090610,石川テレビ杯【ネクストスター金沢TR】重賞,金沢,10,ダ,1400,18:15,10
20260906,202646090611,楽天競馬で馬券を買おう!楽天競馬賞(C1),金沢,11,ダ,1500,18:55,12
20260906,202654090601,2歳新馬,高知,1,ダ,1300,14:50,6
20260906,202654090602,えひめ道後特別(2歳),高知,2,ダ,1300,15:25,9
20260906,202654090603,新米ファーストキッス特別(C3),高知,3,ダ,1300,16:00,9
20260906,202654090604,C3ー3,高知,4,ダ,1300,16:35,10
20260906,202654090605,C3ー2,高知,5,ダ,1300,17:05,8
20260906,202654090606,オミナエシ特別(C3),高知,6,ダ,1300,17:35,11
20260906,202654090607,C2ー6,高知,7,ダ,1400,18:10,10
20260906,202654090608,C2ー5,高知,8,ダ,1400,18:45,10
20260906,202654090609,C2ー4,高知,9,ダ,1400,19:20,10
20260906,202654090610,C1ー2,高知,10,ダ,1600,19:50,11
20260906,202654090611,琴ヶ浜特別(C1),高知,11,ダ,1600,20:20,8
20260906,202654090612,ファイナルレース(C1),高知,12,ダ,1600,20:50,11
20260906,202655090601,地方競馬教養センターで騎手を目指そう!(2歳),佐賀,1,ダ,1300,16:25,10
20260906,202655090602,馬もノリノリ!黒い海苔の日記念(C2),佐賀,2,ダ,1300,16:55,12
20260906,202655090603,9月6日は黒い海苔の日記念(C2),佐賀,3,ダ,1400,17:30,12
20260906,202655090604,JRA認定 九州ジュニアチャンピオン重賞,佐賀,4,ダ,1400,18:05,12
20260906,202655090605,C2ー10組,佐賀,5,ダ,1300,18:40,11
20260906,202655090606,ダンビュライト賞(C2),佐賀,6,ダ,1300,19:10,11
20260906,202655090607,ナスタチウム賞(A2),佐賀,7,ダ,1400,19:40,6
20260906,202655090608,さそり座特選(C2),佐賀,8,ダ,1400,20:10,12
20260906,202655090609,SAGAリベンジャーズ(C2),佐賀,9,ダ,1400,20:40,11
