kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260813,202630081301,2歳 未勝利,門別,1,ダ,1700,14:20,12
20260813,202630081302,2歳 未勝利,門別,2,ダ,1100,14:50,10
20260813,202630081303,2歳 未勝利,門別,3,ダ,1100,15:20,10
20260813,202630081304,社会貢献×門別うまレター賞(C3),門別,4,ダ,1000,15:55,11
20260813,202630081305,JRA認定競走アタックチャレンジ競走(2歳),門別,5,ダ,1600,16:30,11
20260813,202630081306,JRA認定競走フレッシュチャレンジ競走(2歳),門別,6,ダ,1100,17:00,8
20260813,202630081307,富良野ホップ炭酸水賞(C4),門別,7,ダ,1200,17:35,12
20260813,202630081308,北海道コーン茶賞(C3),門別,8,ダ,1500,18:05,10
20260813,202630081309,リボンナポリン賞(C3),門別,9,ダ,1700,18:40,11
20260813,202630081310,グランシャリオドリーム46(C4),門別,10,ダ,1200,19:15,9
20260813,202630081311,北海道スプリントCJpn3,門別,11,ダ,1200,19:55,10
20260813,202630081312,丸くなるな、星になれ特別(A1),門別,12,ダ,1200,20:35,7
20260813,202644081301,C3選抜牝馬,大井,1,ダ,1400,15:40,12
20260813,202644081302,2歳新馬,大井,2,ダ,1600,16:16,9
20260813,202644081303,3歳六七八(3歳七),大井,3,ダ,1600,16:48,13
20260813,202644081304,3歳六七八(3歳七),大井,4,ダ,1400,17:20,14
20260813,202644081305,3歳六七八(3歳七),大井,5,ダ,1200,17:53,15
20260813,202644081306,エバ・グリーン賞(C2),大井,6,ダ,1600,18:34,13
20260813,202644081307,ペルセウス座特別競走(C1),大井,7,ダ,1800,19:06,8
20260813,202644081308,C2九十,大井,8,ダ,1200,19:38,10
20260813,202644081309,黒潮盃競走重賞,大井,9,ダ,1800,20:15,15
20260813,202644081310,サマートゥインクル賞競走(B2B3),大井,10,ダ,1200,20:50,14
20260813,202647081301,C11組,笠松,1,ダ,1400,10:55,7
20260813,202647081302,カサマツ音頭を踊ろう!(C),笠松,2,ダ,1400,11:25,7
20260813,202647081303,祝!67期独立乗務1周年記念!(C),笠松,3,ダ,1400,11:55,7
20260813,202647081304,C級セレクション,笠松,4,ダ,1580,12:30,8
20260813,202647081305,勝等愛生結婚式チャレンジカップ(B),笠松,5,ダ,1400,13:00,8
20260813,202647081306,ふくたん地方競馬巡礼記念(B),笠松,6,ダ,1400,13:30,8
20260813,202647081307,たんぷく88ベリベリ記念(3歳),笠松,7,ダ,1400,14:05,7
20260813,202647081308,地方競馬騎手課程募集!(3歳),笠松,8,ダ,1400,14:35,8
20260813,202647081309,3歳2組,笠松,9,ダ,1400,15:10,8
20260813,202647081310,春駒特別(3歳),笠松,10,ダ,1580,15:50,8
20260813,202647081311,笠松オーナーズカップ(3歳)OP,笠松,11,ダ,1400,16:25,9
20260813,202650081301,C3二,園田,1,ダ,1400,10:40,10
20260813,202650081302,C3二,園田,2,ダ,820,11:10,9
20260813,202650081303,NewBeginning 2歳初出走,園田,3,ダ,1400,11:40,6
20260813,202650081304,介良7ハロンC3一,園田,4,ダ,1400,12:10,10
20260813,202650081305,杉井流スプリントC2二,園田,5,ダ,1230,12:40,12
20260813,202650081306,C2二,園田,6,ダ,1400,13:10,10
20260813,202650081307,C3一,園田,7,ダ,820,13:40,10
20260813,202650081308,C2一,園田,8,ダ,1400,14:15,10
20260813,202650081309,B1B2,園田,9,ダ,1870,14:50,8
20260813,202650081310,今村聖奈オークス優勝記念C1,園田,10,ダ,1700,15:25,12
20260813,202650081311,第2回夜さ恋サマースプリント(A),園田,11,ダ,1230,16:00,12
20260813,202650081312,兵庫ジョッキーズ楽天競馬賞2ndC2一,園田,12,ダ,1230,16:35,12
