model,scope,bet_type,races,hit_races,hit_rate_pct,total_stake,total_return,return_rate_pct
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",全2758レース,単勝,2758,1703,61.7,827400,592020,71.6
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",全2758レース,複勝,2758,2535,91.9,827400,638450,77.2
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",全2758レース,馬連,2758,814,29.5,827400,544610,65.8
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",全2758レース,ワイド,2758,1454,52.7,827400,564820,68.3
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",全2758レース,馬単,2758,814,29.5,1654800,1100310,66.5
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",全2758レース,3連複,2758,210,7.6,275800,161820,58.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",全2758レース,3連単,2758,210,7.6,1654800,972920,58.8
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度5レース/日(計375レース),単勝,375,241,64.3,112500,75870,67.4
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度5レース/日(計375レース),複勝,375,344,91.7,112500,85930,76.4
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度5レース/日(計375レース),馬連,375,119,31.7,112500,69790,62.0
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度5レース/日(計375レース),ワイド,375,212,56.5,112500,73120,65.0
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度5レース/日(計375レース),馬単,375,119,31.7,225000,134200,59.6
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度5レース/日(計375レース),3連複,375,28,7.5,37500,16550,44.1
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度5レース/日(計375レース),3連単,375,28,7.5,225000,70670,31.4
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度6レース/日(計450レース),単勝,450,294,65.3,135000,90450,67.0
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度6レース/日(計450レース),複勝,450,413,91.8,135000,102360,75.8
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度6レース/日(計450レース),馬連,450,146,32.4,135000,82790,61.3
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度6レース/日(計450レース),ワイド,450,256,56.9,135000,87360,64.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度6レース/日(計450レース),馬単,450,146,32.4,270000,155860,57.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度6レース/日(計450レース),3連複,450,33,7.3,45000,19160,42.6
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度6レース/日(計450レース),3連単,450,33,7.3,270000,81270,30.1
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度7レース/日(計525レース),単勝,525,345,65.7,157500,111190,70.6
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度7レース/日(計525レース),複勝,525,483,92.0,157500,119400,75.8
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度7レース/日(計525レース),馬連,525,167,31.8,157500,96170,61.1
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度7レース/日(計525レース),ワイド,525,289,55.0,157500,98350,62.4
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度7レース/日(計525レース),馬単,525,167,31.8,315000,182920,58.1
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度7レース/日(計525レース),3連複,525,37,7.0,52500,21380,40.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度7レース/日(計525レース),3連単,525,37,7.0,315000,96730,30.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度8レース/日(計600レース),単勝,600,389,64.8,180000,126380,70.2
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度8レース/日(計600レース),複勝,600,551,91.8,180000,136310,75.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度8レース/日(計600レース),馬連,600,188,31.3,180000,110990,61.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度8レース/日(計600レース),ワイド,600,327,54.5,180000,114300,63.5
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度8レース/日(計600レース),馬単,600,188,31.3,360000,215470,59.9
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度8レース/日(計600レース),3連複,600,42,7.0,60000,24750,41.2
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度8レース/日(計600レース),3連単,600,42,7.0,360000,119830,33.3
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度9レース/日(計675レース),単勝,675,437,64.7,202500,140940,69.6
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度9レース/日(計675レース),複勝,675,624,92.4,202500,152540,75.3
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度9レース/日(計675レース),馬連,675,215,31.9,202500,121110,59.8
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度9レース/日(計675レース),ワイド,675,367,54.4,202500,124900,61.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度9レース/日(計675レース),馬単,675,215,31.9,405000,235620,58.2
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度9レース/日(計675レース),3連複,675,45,6.7,67500,26470,39.2
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度9レース/日(計675レース),3連単,675,45,6.7,405000,126540,31.2
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度10レース/日(計749レース),単勝,749,485,64.8,224700,165580,73.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度10レース/日(計749レース),複勝,749,692,92.4,224700,171560,76.4
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度10レース/日(計749レース),馬連,749,238,31.8,224700,134150,59.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度10レース/日(計749レース),ワイド,749,403,53.8,224700,140820,62.7
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度10レース/日(計749レース),馬単,749,238,31.8,449400,260970,58.1
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度10レース/日(計749レース),3連複,749,50,6.7,74900,29230,39.0
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度10レース/日(計749レース),3連単,749,50,6.7,449400,141360,31.5
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度11レース/日(計819レース),単勝,819,529,64.6,245700,182630,74.3
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度11レース/日(計819レース),複勝,819,753,91.9,245700,187490,76.3
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度11レース/日(計819レース),馬連,819,259,31.6,245700,150630,61.3
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度11レース/日(計819レース),ワイド,819,444,54.2,245700,157060,63.9
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度11レース/日(計819レース),馬単,819,259,31.6,491400,293650,59.8
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度11レース/日(計819レース),3連複,819,56,6.8,81900,35610,43.5
"通常戦モデル(BOX3, 等重み17シグナル(2026-08-01、300パターン探索は不採用、box_n=3))",高確信度11レース/日(計819レース),3連単,819,56,6.8,491400,164030,33.4
