kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260923,202630092301,2歳 未勝利,門別,1,ダ,1700,14:50,12
20260923,202630092302,2歳牝馬 未勝利,門別,2,ダ,1000,15:20,12
20260923,202630092303,2歳 未勝利,門別,3,ダ,1100,15:55,10
20260923,202630092304,3歳以上 C4ー3,門別,4,ダ,1000,16:25,12
20260923,202630092305,2歳 新馬,門別,5,ダ,1000,16:55,8
20260923,202630092306,3歳以上 C3ー2 C4ー1,門別,6,ダ,1200,17:30,10
20260923,202630092307,3歳以上 C3ー2 C4ー1,門別,7,ダ,1200,18:00,9
20260923,202630092308,Aiba札幌駅前8周年記念賞(C3),門別,8,ダ,1000,18:35,12
20260923,202630092309,スタンピーズ8周年記念特別(C4),門別,9,ダ,1000,19:10,12
20260923,202630092310,グランシャリオドリーム63(C4),門別,10,ダ,1200,19:50,11
20260923,202630092311,コスモス特別(A1),門別,11,ダ,1700,20:20,8
20260923,202630092312,瑞穂賞〔H2〕重賞,門別,12,ダ,1800,20:50,11
20260923,202636092301,C2三組,水沢,1,ダ,1400,11:45,12
20260923,202636092302,C2二組,水沢,2,ダ,1400,12:20,11
20260923,202636092303,C2一組,水沢,3,ダ,1400,12:50,12
20260923,202636092304,3歳C1二組,水沢,4,ダ,1400,13:25,10
20260923,202636092305,3歳C1一組,水沢,5,ダ,1400,14:05,10
20260923,202636092306,3歳B2二組,水沢,6,ダ,1400,14:45,11
20260923,202636092307,3歳B2一組,水沢,7,ダ,1400,15:15,11
20260923,202636092308,B1,水沢,8,ダ,850,15:45,9
20260923,202636092309,B2,水沢,9,ダ,1400,16:20,12
20260923,202636092310,B2,水沢,10,ダ,1400,17:00,12
20260923,202636092311,B1二組,水沢,11,ダ,1600,17:35,10
20260923,202636092312,夢・希望 未来へ前進(B1),水沢,12,ダ,1600,18:10,11
20260923,202642092301,ランチタイム(C3四),浦和,1,ダ,1400,13:30,12
20260923,202642092302,C3三四五(C3四),浦和,2,ダ,1500,14:00,12
20260923,202642092303,C3三四五(C3四),浦和,3,ダ,1400,14:30,12
20260923,202642092304,C2三四,浦和,4,ダ,1400,15:00,13
20260923,202642092305,緑と清流のまち ときがわ賞(C2),浦和,5,ダ,1500,15:30,12
20260923,202642092306,冬桜舞う神川町賞(C1),浦和,6,ダ,1400,16:00,13
20260923,202642092307,おいしい梨がてんこもり シラオ仮面賞(C1),浦和,7,ダ,1400,16:30,13
20260923,202642092308,秋の空特別(3歳),浦和,8,ダ,2000,17:08,12
20260923,202642092309,爽秋特別(C2),浦和,9,ダ,1400,17:40,13
20260923,202642092310,オーバルスプリントJpn3,浦和,10,ダ,1400,18:15,9
20260923,202642092311,月光特別(B2B3),浦和,11,ダ,800,18:55,12
20260923,202642092312,秋分の日特別(B3C1),浦和,12,ダ,2000,19:30,12
20260923,202647092301,笠松デビュー馬未勝利(2歳),笠松,1,ダ,800,10:55,6
20260923,202647092302,大噛がるるデビュー4周年記念杯(3歳),笠松,2,ダ,1400,11:25,7
20260923,202647092303,もういい。これからも競馬やる!(3歳),笠松,3,ダ,1400,12:00,8
20260923,202647092304,追い込み馬集めてみた(C),笠松,4,ダ,1400,12:35,9
20260923,202647092305,黒鹿毛対栗毛(B),笠松,5,ダ,1400,13:10,10
20260923,202647092306,いつでも全力疾走波多カップ(B),笠松,6,ダ,1400,13:45,11
20260923,202647092307,りょったんゆったん生誕記念(B),笠松,7,ダ,1580,14:15,10
20260923,202647092308,3歳2組,笠松,8,ダ,1400,14:55,8
20260923,202647092309,ポイントで投票!楽天競馬賞(B),笠松,9,ダ,1400,15:25,12
20260923,202647092310,岐阜リオレーナ×笠松けいば記念(3歳),笠松,10,ダ,1580,16:05,8
20260923,202647092311,ブルームカップ重賞,笠松,11,ダ,1800,16:40,10
20260923,202650092301,C3二,園田,1,ダ,1400,10:40,9
20260923,202650092302,C3三,園田,2,ダ,1400,11:10,8
20260923,202650092303,C3一,園田,3,ダ,1400,11:40,9
20260923,202650092304,青空 岡☆来場記念2歳未勝利,園田,4,ダ,1400,12:10,12
20260923,202650092305,光れ!服部ちゃん☆来場記念C2三,園田,5,ダ,1400,12:45,10
20260923,202650092306,かつみ さゆり☆来場記念3rdC3,園田,6,ダ,820,13:20,12
20260923,202650092307,オダウエダ☆来場記念C2二,園田,7,ダ,1400,13:55,10
20260923,202650092308,兵庫のスーパースター岩田康誠☆来場記念C(C1),園田,8,ダ,1870,14:30,9
20260923,202650092309,元宝塚 彩羽真矢☆来場記念C2一,園田,9,ダ,1400,15:10,10
20260923,202650092310,社会貢献×HUK うまレター賞B1,園田,10,ダ,1400,15:40,12
20260923,202650092311,兵庫ジュベナイルカップ重賞,園田,11,ダ,1400,16:15,12
20260923,202650092312,兵庫ジョッキーズ楽天競馬賞4thC2,園田,12,ダ,1230,16:50,12
