race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202630090101,6,ウィルアイガー,1,1.1,4,マカイエンセ,10,サオリ,8,ティーズブロンシュ,3,サノノレーザー,110円,1人気
202630090102,7,キモサベ,3,3.8,4,オリコウブロアム,2,セブンスキメラ,3,アンビティオー,8,アイリスベビー,380円,3人気
202630090103,7,レディーココ,1,1.6,2,ヤマニンリゼット,1,リコーシュターケン,5,スティールライズ,10,タケノクイーン,160円,1人気
202630090104,4,アクアリウム,2,2.8,8,フォアサイトゲイズ,9,プリンセスジャス,2,スティールゴールド,5,ザーゲアバンティ,280円,2人気
202630090105,10,グリース,3,5.7,3,ポポロン,8,テクノリバタリアン,5,マドンナブルー,12,ベルトモ,570円,3人気
202630090106,4,カネトシセレスト,3,6.6,7,テンアリオン,6,コンチムサシ,1,ライズタワー,9,トンチャン,660円,3人気
202630090107,7,ベアブルージュ,1,2.3,3,ブルーハーツ,4,アースリンゴ,2,サクラキングリー,9,ラストシャイニー,230円,1人気
202630090108,3,サクラストリーム,10,76.8,4,ルナノーヴァ,2,フォーチュンベル,9,ジャスパークロス,5,スターゲイザー,"7,680円",10人気
202630090109,7,アースコーリング,4,5.2,5,ヨシノカムイ,4,ゴールデンシーカー,6,サラメーガン,3,アトニモサキニモ,520円,4人気
202635090101,6,キタノクーヴェル,9,55.2,2,アキミューミュー,11,ワイドマルガリータ,3,ヴェニーレ,10,フォルトリアン,"5,520円",9人気
202635090102,6,フェアリアルギフト,1,2.2,8,マグナドムス,3,ブルーシャトー,11,オウケンアマゾネス,10,ストレート,220円,1人気
202635090103,7,キタノアヤカ,2,2.9,3,ノボリスマイル,1,カミノテイオー,4,ライトブルースカイ,6,デディカス,290円,2人気
202635090104,5,サクラボーベル,1,2.4,1,パトリシア,3,クロノレガリス,2,キタノボニータ,11,ホウオウデンファレ,240円,1人気
202635090105,8,ヤマショウシャイン,2,3.6,4,グレコ,5,マニフィックブリエ,11,メリア,2,ダークファンタジー,360円,2人気
202635090106,4,サンピノン,2,4.3,10,ハッピーダンス,11,カイトリヒト,6,エクセプション,9,フリムカナイデヨ,430円,2人気
202635090107,1,キタノインディ,2,4.4,5,ビッグリュウオー,9,ワンダーブギ,2,エイシンヌチマシヌ,8,ファンタズマ,440円,2人気
202635090108,5,ハウゼ,5,10.8,7,モズマーヴェリック,8,メイテソーロ,3,ウインオーディン,1,キタノエクスプレス,"1,080円",5人気
202635090109,3,チュウワチーフ,1,1.6,4,トレインザマインド,1,コスモマルーン,5,サンコンクエスト,9,ウインアルドーレ,160円,1人気
202635090110,2,イッテラッシャイ,1,2.0,9,ロックターミガン,7,シーズザスローン,6,リアライズグリント,5,レジェンドバローズ,200円,1人気
202635090111,7,ロストボール,1,1.2,11,ビアンカ,6,アユツリー,1,タマモハヤブサ,8,グランクロワ,120円,1人気
202635090112,1,リトルサムシング,1,1.7,7,ハクシンパーソナル,4,プリンスミノル,3,ラティサワー,2,タイセイストラーダ,170円,1人気
202644090101,2,ブラントンアロー,6,18.5,1,ミンナノブンモ,9,ジコン,3,ブッコワース,6,ジャスミンカーラ,"1,850円",6人気
202644090102,4,デリッサ,1,1.5,8,カズノマリア,5,キタノファルコン,1,フェアリーマイア,6,フローラルロマンス,150円,1人気
202644090103,6,サカベンスピード,3,7.4,4,カシマリュウセイ,3,ジャストコール,2,コーズフォルテ,1,ポコポッチ,740円,3人気
202644090104,6,バッチリ,2,2.2,1,ラインホープ,2,シーマンホープ,3,トレンドワン,5,オオイノオウマサン,220円,2人気
202644090105,5,ウインデイブレイク,1,3.1,4,ゴールドフリーザ,3,ビハインドヘッド,1,レッドスカイ,9,グレートロッタリー,310円,1人気
202644090106,10,クォンタムビット,2,2.6,1,メガコウチャハイ,7,ポリループ,8,ジョテイ,3,ヴェールジャルダン,260円,2人気
