kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260810,202635081001,C2,盛岡,1,ダ,1000,11:40,12
20260810,202635081002,C2,盛岡,2,ダ,1000,12:15,12
20260810,202635081003,C2五組,盛岡,3,ダ,1200,12:50,9
20260810,202635081004,C2四組,盛岡,4,ダ,1200,13:25,9
20260810,202635081005,2歳,盛岡,5,ダ,1200,14:05,12
20260810,202635081006,2歳,盛岡,6,ダ,1400,14:40,11
20260810,202635081007,岩手デビュー限定競走 IWATE LIM(2歳),盛岡,7,ダ,1400,15:15,11
20260810,202635081008,3歳B2二組,盛岡,8,ダ,1400,15:50,12
20260810,202635081009,3歳B2一組,盛岡,9,ダ,1400,16:25,12
20260810,202635081010,B1,盛岡,10,芝,1600,17:00,12
20260810,202635081011,チックウィード賞(B2),盛岡,11,ダ,1400,17:35,8
20260810,202635081012,オーガストカップ(B2),盛岡,12,ダ,1400,18:10,11
20260810,202642081001,ランチタイム(3歳),浦和,1,ダ,800,13:30,12
20260810,202642081002,3歳未格付選抜馬ア,浦和,2,ダ,800,14:00,9
20260810,202642081003,ドリームチャレンジ(2歳),浦和,3,ダ,1400,14:30,6
20260810,202642081004,ドリームチャレンジ(2歳),浦和,4,ダ,800,15:00,6
20260810,202642081005,特選(C2),浦和,5,ダ,1400,15:30,11
20260810,202642081006,C3四五,浦和,6,ダ,1500,16:00,10
20260810,202642081007,シャキッとジューシー 蓮田の梨賞(C3),浦和,7,ダ,1400,16:35,11
20260810,202642081008,甘さいっぱい 梨の郷 蓮田賞(C1),浦和,8,ダ,1500,17:10,11
20260810,202642081009,浴衣特別(C2),浦和,9,ダ,1400,17:45,10
20260810,202642081010,涼風特別(B2B3),浦和,10,ダ,800,18:20,12
20260810,202642081011,雁来月特別(B3),浦和,11,ダ,1400,18:55,12
20260810,202642081012,夏の風物詩 花火特別(C2C3),浦和,12,ダ,2000,19:30,12
20260810,202646081001,C25,金沢,1,ダ,1400,15:35,7
20260810,202646081002,C24,金沢,2,ダ,1500,16:10,9
20260810,202646081003,おめでとう!拓也くん&亮二くん生誕記念(C2),金沢,3,ダ,1500,16:45,9
20260810,202646081004,C22,金沢,4,ダ,1400,17:20,9
20260810,202646081005,能登復興支援 禄剛崎特別(C2),金沢,5,ダ,1400,17:55,8
20260810,202646081006,最高の推し!真白生誕祭記念(B2),金沢,6,ダ,1500,18:30,11
20260810,202646081007,B25,金沢,7,ダ,1400,19:05,9
20260810,202646081008,津田さんお疲れ様杯(B2),金沢,8,ダ,1400,19:40,9
20260810,202646081009,スマホで投票!楽天競馬特別(A1),金沢,9,ダ,1500,20:15,5
20260810,202646081010,金沢競馬で目指せ初勝利☆(C2),金沢,10,ダ,1400,20:50,9
