kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260818,202630081801,2歳 未勝利,門別,1,ダ,1000,14:30,11
20260818,202630081802,2歳 未勝利,門別,2,ダ,1000,15:05,12
20260818,202630081803,2歳牝馬 未勝利,門別,3,ダ,1000,15:35,12
20260818,202630081804,2歳 未勝利,門別,4,ダ,1100,16:05,8
20260818,202630081805,3歳以上 C4ー3,門別,5,ダ,1200,16:40,12
20260818,202630081806,3歳以上 C4ー3,門別,6,ダ,1000,17:10,9
20260818,202630081807,HWB 門別競馬場厩舎登録賞(C4),門別,7,ダ,1000,17:45,8
20260818,202630081808,世界へ羽ばたけ!ひだかの馬賞(C4),門別,8,ダ,1200,18:15,12
20260818,202630081809,北海道日高管内商工会連合会賞(C4),門別,9,ダ,1200,18:50,12
20260818,202630081810,グランシャリオドリーム47(B4),門別,10,ダ,1000,19:25,12
20260818,202630081811,うまどしひだか2026特別(B4),門別,11,ダ,1000,20:00,12
20260818,202630081812,モーリス・プレミアム(B1),門別,12,ダ,1800,20:35,10
20260818,202635081801,C2三組,盛岡,1,ダ,1400,11:45,7
20260818,202635081802,C2二組,盛岡,2,ダ,1400,12:20,7
20260818,202635081803,C2一組,盛岡,3,ダ,1400,12:55,7
20260818,202635081804,3歳C2八組,盛岡,4,ダ,1200,13:30,11
20260818,202635081805,3歳C2七組,盛岡,5,ダ,1200,14:05,11
20260818,202635081806,C1,盛岡,6,ダ,1000,14:40,9
20260818,202635081807,C1,盛岡,7,ダ,1000,15:15,10
20260818,202635081808,C1四組,盛岡,8,ダ,1400,15:50,10
20260818,202635081809,C1三組,盛岡,9,ダ,1400,16:25,10
20260818,202635081810,C1二組,盛岡,10,ダ,1600,17:05,11
20260818,202635081811,岩手県知事杯OROカップ(タリス重賞,盛岡,11,芝,1700,17:40,14
20260818,202635081812,ミルクティーローズ賞(C1),盛岡,12,ダ,1600,18:20,11
20260818,202645081801,3歳5,川崎,1,ダ,1400,15:00,12
20260818,202645081802,3歳4,川崎,2,ダ,1400,15:34,12
20260818,202645081803,クロカジキ賞(C3),川崎,3,ダ,900,16:03,12
20260818,202645081804,ギンヤンマ賞(2歳),川崎,4,ダ,1400,16:36,10
20260818,202645081805,C2一二,川崎,5,ダ,1400,17:08,11
20260818,202645081806,シャイニングヒーロー賞(2歳),川崎,6,ダ,1500,17:37,8
20260818,202645081807,C2一二,川崎,7,ダ,1400,18:06,11
20260818,202645081808,蒼雷賞(C2),川崎,8,ダ,900,18:35,12
20260818,202645081809,ナイル賞(C2),川崎,9,ダ,1500,19:05,9
20260818,202645081810,紅蓮賞(C1),川崎,10,ダ,900,19:43,12
20260818,202645081811,涼風特別(B2),川崎,11,ダ,1600,20:15,9
20260818,202645081812,凌霄花特別(B3二),川崎,12,ダ,1400,20:50,8
20260818,202646081801,東西回胴連12周年記念(3歳),金沢,1,ダ,1400,15:10,9
20260818,202646081802,加賀山代賞(3歳),金沢,2,ダ,1500,15:45,8
20260818,202646081803,3歳B8,金沢,3,ダ,1400,16:20,8
20260818,202646081804,有鐘絶望ちゃんデビュー記念杯★(3歳),金沢,4,ダ,1500,16:55,9
20260818,202646081805,3歳B6,金沢,5,ダ,1500,17:35,9
20260818,202646081806,たいち&あやみ結婚記念(B1),金沢,6,ダ,1400,18:10,8
20260818,202646081807,B12,金沢,7,ダ,1500,18:45,10
20260818,202646081808,能登復興支援 総持寺特別(B1),金沢,8,ダ,1500,19:20,8
20260818,202646081809,石川門カップ(3歳),金沢,9,ダ,1400,19:55,12
20260818,202646081810,金沢競馬は楽天競馬で投票!特別(A2),金沢,10,ダ,1700,20:30,10
20260818,202648081801,盆明け疾風戦(3歳),名古屋,1,ダ,920,14:25,12
20260818,202648081802,2歳疾風戦,名古屋,2,ダ,920,14:55,8
20260818,202648081803,ひろっちゃん85歳おめでとう!(3歳),名古屋,3,ダ,1400,15:40,12
20260818,202648081804,3歳15組,名古屋,4,ダ,1500,16:15,12
20260818,202648081805,3歳14組,名古屋,5,ダ,1500,16:45,12
20260818,202648081806,C14組,名古屋,6,ダ,1500,17:15,12
20260818,202648081807,C13組,名古屋,7,ダ,1500,17:50,12
20260818,202648081808,C12組,名古屋,8,ダ,1500,18:25,12
20260818,202648081809,ゼウス疾風特別(B),名古屋,9,ダ,920,18:55,11
20260818,202648081810,デネブ特別(B),名古屋,10,ダ,1500,19:35,11
20260818,202648081811,はくちょう座特別(B),名古屋,11,ダ,1700,20:10,12
20260818,202648081812,金シャチ最終戦(3歳),名古屋,12,ダ,1500,20:40,12
