race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,tansho_payout,tansho_ninki
202630080401,2,ユイファイア,3,3.7,3,タイセイアルーア,6,モーニングスミレ,370円,3人気
202630080402,7,ビッグヴィノルーフ,1,1.7,3,ダスティミラー,9,ポップストリート,170円,1人気
202630080403,6,リコーレイダー,4,5.9,5,アンジュメルシー,7,アルフォンシーナ,590円,4人気
202630080404,1,トレンドライン,1,1.5,8,エイシンブリス,6,ヴェントチェーロ,150円,1人気
202630080405,5,オーヴァザトラブル,1,1.2,2,ダイメイゼット,3,ヨキカナ,120円,1人気
202630080406,7,ヨシノアヴァンセ,3,5.0,1,マナモアナ,6,スウィンドル,500円,3人気
202630080407,5,ユイガネーシャ,1,1.3,1,リックスターク,2,ハッピーモカ,130円,1人気
202630080408,1,キタノハドソン,1,1.6,5,リコーニック,7,エメラルファイン,160円,1人気
202630080409,9,キミノナハオリョウ,1,1.6,4,スーパーパーリー,5,アクシズ,160円,1人気
202630080410,4,ゲームアップロード,2,5.2,3,カツノトキメキ,8,ミソタロ,520円,2人気
202630080411,6,ササキンメロディ,2,3.1,5,シラントロ,4,スティルアローン,310円,2人気
202630080412,3,クアトロソバージュ,1,2.4,4,ノアルパフェ,5,ロザシアニン,240円,1人気
202635080401,10,キタノレクレドール,1,1.4,3,ストームアイ,4,マトリカリア,140円,1人気
202635080402,7,ゴールドフリーダム,1,1.2,6,パカラパカラ,4,タマモシルエット,120円,1人気
202635080403,4,オムブラーヴ,1,1.8,7,ミリオーレアルバ,5,アズーラ,180円,1人気
202635080404,7,タイプフェイス,1,1.0,4,ブルーシャトー,3,ストレート,100円,1人気
202635080405,8,トリプルバレル,1,1.6,1,コスモエスメラルダ,3,マーゴットフェスタ,160円,1人気
202635080406,2,フリムカナイデヨ,9,28.0,7,レーニス,3,ラブマニック,"2,800円",9人気
202635080407,3,アルピナセブン,2,4.7,4,ウワサノデコピン,10,アビレ,470円,2人気
202635080408,6,ステップ,1,2.8,8,アニマルクィーン,4,コルヴィーナ,280円,1人気
202635080409,3,エクセレントマン,1,3.2,4,ウィズホープ,11,リリーピンシャー,320円,1人気
202635080410,10,モンサンイルベント,11,68.3,6,クラキンカ,5,ワンダーブギ,"6,830円",11人気
202635080411,9,ベルベストランナー,4,6.2,6,ハナカホノカ,3,ビアンカ,620円,4人気
202635080412,4,エイシントルペード,1,1.4,2,タイセイガスト,6,ブラックストーム,140円,1人気
202643080401,2,ブライティアメール,1,1.8,5,マハラージャ,3,フォロミーアロング,180円,1人気
202643080402,6,ポッドシャンク,1,1.2,8,モリインビクタス,11,エスケイドラゴン,120円,1人気
202643080403,4,フルーツパフェ,1,3.4,2,コビナイフォンテン,8,ノメンターノ,340円,1人気
202643080404,2,グラフィティウォー,1,1.2,7,ラッキー,8,エンランブ,120円,1人気
202643080405,6,ランドフスカ,2,3.8,1,ゴッドブラウン,4,ハッピーデイジー,380円,2人気
202643080406,6,デルマカタスカシ,4,10.4,4,オールトソリス,9,ワールドクライシス,"1,040円",4人気
202643080407,7,エイシンダズル,2,3.5,5,シナツヒメ,10,パリスフォンテン,350円,2人気
202643080408,4,チェリスト,1,1.0,5,タカミノガコイ,3,ノンスタンダルド,100円,1人気
202643080409,2,ヒーローコール,1,1.9,6,シシュフォス,1,フォーチュンテラー,190円,1人気
202643080410,9,ゼアシュネル,1,1.2,4,メイプルタピット,6,シェナノパリオ,120円,1人気
202643080411,7,クリスタルケイブ,3,6.2,8,グリーンダイヤル,6,ヘンリー,620円,3人気
202643080412,12,キタサンライザー,1,1.2,13,ジャガンナート,10,ビップライアン,120円,1人気
202646080401,2,イズジョーアザヤカ,3,5.7,5,アルムランプシー,4,プラチナムディスク,570円,3人気
202646080402,9,マルモズイルバア,5,10.7,6,ホウオウミステリー,5,ウインラブソング,"1,070円",5人気
202646080403,8,ムーランラデ,2,3.5,2,モロノディアマンテ,6,レディアグレッサー,350円,2人気
202646080404,4,ウインアイルグロウ,1,2.1,6,ワンストローク,9,ローレルマティーニ,210円,1人気
202646080405,2,ナムラステラ,1,1.4,6,マイネルエトルタ,9,ゼルノードゥス,140円,1人気
202646080406,5,マクタン,4,13.6,2,クレバーキュート,3,ウインルナロッサ,"1,360円",4人気
202646080407,3,サルジュ,2,3.0,4,トーアカフウ,5,ハクサンサクヤヒメ,300円,2人気
202646080408,3,トラジェクトワール,1,1.6,1,ドーンコスモ,4,タマハガネ,160円,1人気
202646080409,10,アクイローネ,1,2.6,4,ケンロクシャルモン,3,デルマスソバライ,260円,1人気
202646080410,4,パンテレリア,1,1.8,1,マニーヒーロー,6,ハクサンミラクル,180円,1人気
