race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202654092001,4,ジャックアーサー,1,1.1,5,スパイスタウン,1,リケアマンボ,2,ショーキング,3,フラワーホープエス,110円,1人気
202654092002,2,サウスワン,5,38.6,1,エナジールミエール,4,シシマル,6,ビーダッシュ,5,ヴェネチアン,"3,860円",5人気
202654092003,6,マオノセーリング,1,2.3,7,カバチタレ,2,グリットロード,3,トサノリンドウ,1,リザードキング,230円,1人気
202654092004,5,フレールフィーユ,1,1.7,2,トゥルーナイト,4,ミナトノソウタ,8,クールジャーマン,6,ハイクライテリア,170円,1人気
202654092005,6,スカンジナビア,1,1.2,7,コリエドール,12,ブーバー,5,ステラマテュティナ,8,ルージュブラゾン,120円,1人気
202654092006,9,エクストラノート,1,1.3,6,ウォーターハウス,1,ツマヤ,3,モズシューター,4,ダノンブロッサム,130円,1人気
202654092007,9,ミステリオ,1,1.6,8,アスキーアート,6,アイブランコ,5,レズルレクティオ,2,マサウッドテール,160円,1人気
202654092008,7,コノヨルヲトメテヨ,2,4.3,3,モーニングヘイズ,5,ポッドロイ,1,ヴァルタリ,4,コパノキュラソー,430円,2人気
202654092009,11,デバッグ,1,1.1,7,リワードエレイン,4,ザセンチュリー,1,ロイヤルダンス,8,レモンシフォン,110円,1人気
202654092010,10,ゾクゾク,2,4.1,1,ネイルンノ,3,バルミュゼット,7,ダイヤモンドビーチ,4,ダイタジャスティス,410円,2人気
202654092011,4,ライゾマティクス,1,1.3,8,ウインドブロウン,9,ワキノクイーン,6,ニコラウス,7,クエンカ,130円,1人気
202654092012,1,シュマンドロワ,8,28.2,10,アイアンサイズ,12,ドウフォルス,3,ノアプレスリー,2,メルヘンライズ,"2,820円",8人気
202655092001,1,リケアルンバ,1,1.3,4,ブリージンウェイ,3,リュウノスパーク,6,プロテウステソーロ,7,プレアボス,130円,1人気
202655092002,3,ジーティーレイナ,1,1.4,7,クラウンライジング,2,ウインクルキセキ,6,ロジサビアーレ,4,ドラゴンバスター,140円,1人気
202655092003,4,レットフィールマン,1,1.9,6,ケイツースクード,5,ブラダマンテ,7,ヒコボシ,3,ロードゴスペル,190円,1人気
202655092004,1,リリーサンライズ,3,6.0,4,ヴェロシオン,5,カコウガン,10,ウィザードオブマリ,8,アルクノワール,600円,3人気
202655092005,5,チカマヨルキーナ,1,1.3,2,オグナ,4,トレンドラド,12,リッカローラ,1,マイントップスター,130円,1人気
202655092006,3,ジューンナデシコ,2,3.9,6,リーフアクアリウム,8,クライミーアリバー,4,アーコレード,5,アニラ,390円,2人気
202655092007,1,フェルサイト,1,1.3,3,コスモコンクエスト,5,オーケーサンダー,6,ナニーピオニー,8,プアラニ,130円,1人気
202655092008,5,エイシンシュトルム,3,11.5,7,カルドウェル,1,テイエムダイタカ,8,ニシノリンダ,6,エイシンチェンバー,"1,150円",3人気
202655092009,14,リリークリスタル,1,1.3,5,ピコパープル,1,メイショウシュハリ,10,ミッキースワン,6,ジュンカチガラス,130円,1人気
