kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260811,202630081101,2歳 未勝利,門別,1,ダ,1000,14:40,11
20260811,202630081102,2歳 未勝利,門別,2,ダ,1000,15:10,11
20260811,202630081103,2歳牝馬 未勝利,門別,3,ダ,1100,15:45,11
20260811,202630081104,3歳以上 C4ー3,門別,4,ダ,1000,16:20,8
20260811,202630081105,3歳以上 C4ー3,門別,5,ダ,1000,16:50,11
20260811,202630081106,3歳以上 C4ー3,門別,6,ダ,1200,17:25,10
20260811,202630081107,3歳以上 C4ー2,門別,7,ダ,1000,18:00,10
20260811,202630081108,3歳以上 C4ー2,門別,8,ダ,1000,18:35,9
20260811,202630081109,千軍万馬オープン(一般)OP,門別,9,ダ,2600,19:10,8
20260811,202630081110,グランシャリオドリーム44(A3),門別,10,ダ,1000,19:40,10
20260811,202630081111,テッポウユリ特別(C4),門別,11,ダ,1600,20:15,10
20260811,202630081112,ネモフィラ特別(C4),門別,12,ダ,1800,20:50,9
20260811,202635081101,C2三組,盛岡,1,ダ,1400,11:40,8
20260811,202635081102,C2二組,盛岡,2,ダ,1400,12:15,9
20260811,202635081103,うまレター賞(C2),盛岡,3,ダ,1400,12:50,9
20260811,202635081104,ポイントたまる!楽天競馬賞(3歳C1),盛岡,4,ダ,1400,13:25,11
20260811,202635081105,オッズパーク賞(3歳C1),盛岡,5,ダ,1400,14:05,11
20260811,202635081106,いわてくじ山形村短角牛賞(B2),盛岡,6,ダ,1000,14:40,12
20260811,202635081107,いわて北緯40度岩手町賞(B2),盛岡,7,ダ,1000,15:15,12
20260811,202635081108,いわて北緯40度葛巻町賞(B2),盛岡,8,ダ,1600,15:50,12
20260811,202635081109,オニキス賞(3歳),盛岡,9,芝,1700,16:30,12
20260811,202635081110,クラスターＣJpn3,盛岡,10,ダ,1200,17:05,10
20260811,202635081111,いわて北緯40度八幡平市賞(B1),盛岡,11,ダ,1600,17:45,10
20260811,202635081112,夢・希望 未来へ前進(B1),盛岡,12,ダ,1600,18:20,10
20260811,202642081101,ランチタイム(C3),浦和,1,ダ,800,13:30,12
20260811,202642081102,3歳三,浦和,2,ダ,1400,14:00,9
20260811,202642081103,3歳二,浦和,3,ダ,1500,14:30,11
20260811,202642081104,特選(C2C3),浦和,4,ダ,800,15:00,11
20260811,202642081105,C2五,浦和,5,ダ,1500,15:30,9
20260811,202642081106,若竹特別(2歳),浦和,6,ダ,1500,16:00,7
20260811,202642081107,白岡美人で元気100倍賞(C1),浦和,7,ダ,1400,16:35,9
20260811,202642081108,鳳仙花特別(B3C1),浦和,8,ダ,800,17:10,12
20260811,202642081109,納涼特別(B2B3),浦和,9,ダ,1500,17:45,10
20260811,202642081110,山の日特別(A2B1),浦和,10,ダ,1500,18:20,8
20260811,202642081111,ルーキーズサマーカップ重賞,浦和,11,ダ,1400,18:55,11
20260811,202642081112,夏の星特別(C2),浦和,12,ダ,2000,19:30,12
20260811,202646081101,C16,金沢,1,ダ,1500,15:05,10
20260811,202646081102,C15,金沢,2,ダ,1400,15:40,10
20260811,202646081103,睦斗小学校入学&紬ほし組おめでとう記念(C1),金沢,3,ダ,1400,16:15,9
20260811,202646081104,C13,金沢,4,ダ,1500,16:50,10
20260811,202646081105,超光速微粒子の可能性杯(C1),金沢,5,ダ,1500,17:25,11
20260811,202646081106,楽天ポイントが貯まる!楽天競馬特別(C1C2),金沢,6,ダ,900,18:05,8
20260811,202646081107,B23,金沢,7,ダ,1400,18:45,8
20260811,202646081108,智聡&夏生☆結婚半年記念(B2),金沢,8,ダ,1500,19:20,9
20260811,202646081109,読売レディス杯重賞,金沢,9,ダ,1500,20:00,8
20260811,202646081110,能登復興支援 木ノ浦海岸特別(B2),金沢,10,ダ,1500,20:40,10
20260811,202647081101,私の青春☆アクセル全開!杯(C),笠松,1,ダ,800,10:55,8
20260811,202647081102,岡崎忠史祝五十歳人生大逃げ競争(C),笠松,2,ダ,1400,11:25,8
20260811,202647081103,隼人&結花☆結婚記念杯☆(3歳),笠松,3,ダ,1400,12:00,9
20260811,202647081104,ななさん、ききさん卒業記念(3歳),笠松,4,ダ,1400,12:35,9
20260811,202647081105,アンダーグラフ来場記念(C),笠松,5,ダ,1400,13:05,8
20260811,202647081106,ヤクルトマーケティング東海杯(C),笠松,6,ダ,1400,13:40,9
20260811,202647081107,サスケ来場記念(B),笠松,7,ダ,1580,14:15,7
20260811,202647081108,スマホで投票!楽天競馬賞(AB),笠松,8,ダ,1400,14:50,8
20260811,202647081109,蛍光特別(B),笠松,9,ダ,1400,15:20,8
20260811,202647081110,蛍火特別(B),笠松,10,ダ,1580,15:55,10
20260811,202647081111,B級サバイバル,笠松,11,ダ,1400,16:25,8
