race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202636090701,6,ブラックトルネード,1,1.1,10,ロバリアノキセキ,2,プケッティ,5,オンザレイディオ,3,ファイストス,110円,1人気
202636090702,2,フィエルテ,1,1.1,4,エルプロフェッサー,5,ヒガシブレーヴ,3,クーラント,8,ルージュルージュ,110円,1人気
202636090703,5,ヒロイックテイル,1,1.9,2,ミツカネヴィーナス,3,ゴールドオリス,1,フークタオユエン,6,エクセプション,190円,1人気
202636090704,9,シャトーボビー,1,2.8,1,ブンブンマル,6,ダイバリオン,5,ハニービート,3,ミキノカラクリバコ,280円,1人気
202636090705,7,ラジエル,1,1.5,5,フラワーカンパニー,6,カラフルフレスコ,1,アルデムラータ,3,フィルモアテソーロ,150円,1人気
202636090706,5,マナラニアケア,1,1.2,2,プラチナチケット,4,アルミノダンク,8,ブライティアセレブ,3,コパノエビス,120円,1人気
202636090707,6,ソルシート,4,7.2,1,マカコ,7,トモノミラグレ,2,クロスヘンリー,3,カシュタン,720円,4人気
202636090708,2,ビッグヴィノルーフ,1,1.4,6,カガヤキザオー,8,ユウユウジュレップ,3,チェリーロード,5,カンパネルラ,140円,1人気
202636090709,8,クリナッチ,1,1.2,1,レーザースペックル,2,キャピタルプレイン,3,オプティクス,5,グローサーベア,120円,1人気
202636090710,3,チベリウス,4,9.6,1,グアドループ,4,ファルーク,6,タイセイフェスタ,5,コスモタラゴン,960円,4人気
202636090711,5,コンバットキャモ,1,3.5,9,シュガーストーン,3,アイビーキラリ,12,リュウノソウル,6,チェンドル,350円,1人気
202636090712,3,ニケフェリーチェ,2,3.9,2,コンバットスネル,12,リトゥリア,8,イネスティマブル,11,シーキングザバース,390円,2人気
202645090701,4,マイプレスティ,1,3.6,8,ノリスケ,12,ピュアリヤン,6,ヤマトカチドキ,3,コーリングヘニー,360円,1人気
202645090702,1,ディスポスト,2,2.1,2,オズ,5,バースデイ,6,シンキングナウ,4,テルケンユミツバキ,210円,2人気
202645090703,9,シガ,2,7.9,2,ジョリージャイヴ,5,サヴィルガーデン,4,コパノベリーズ,10,ケンリーオーウェン,790円,2人気
202645090704,2,アップアップアップ,2,3.5,3,キヨシコノヨル,5,メガアイマシタネ,6,エポナシャンス,4,ベラブラウニー,350円,2人気
202645090705,11,オリコウパラダイス,6,14.6,9,ピコグリーン,7,ストロンゲスト,5,ムーンライトデイ,8,ウロボロス,"1,460円",6人気
202645090706,3,ビップジェシー,1,2.2,10,モコモコ,12,エールラヴィクトワ,8,カレンメラメーラ,6,ベルレオーネ,220円,1人気
202645090707,6,フルミネビアンコ,2,4.3,10,ポッドシャンク,5,ソウモウクッキ,11,ブルーオーシャン,1,エイシンジンジャー,430円,2人気
202645090708,3,エゴンウレア,2,3.2,6,ノリノリソックス,5,ルトネール,4,ジーカンピオーネ,1,サラサチャレンジ,320円,2人気
202645090709,11,ブラックエンパイア,4,8.8,4,サウンドプリモ,10,クレイスアバンティ,1,キョウエイハゴロモ,6,ラックナシェード,880円,4人気
202645090710,11,スマートラスター,6,8.8,1,ハーイバービー,9,グァンバーレ,8,タツノスペシャル,3,シエルラビクトア,880円,6人気
202645090711,6,デアシュトゥルム,9,24.1,2,エレファントラン,11,スターグリップ,12,スノーシュー,7,ラジエーション,"2,410円",9人気
202645090712,7,クリノウィリアム,1,2.0,10,スプリンガフォート,8,エルガー,4,サラサエンペラー,1,ファイアトーチ,200円,1人気
202648090701,7,ヴァールザーゲン,2,3.5,8,ボドニーク,5,マコトエウロペ,2,ハナムラサキ,4,マイトグラッド,350円,2人気
202648090702,6,コパノルーカス,1,1.4,7,センリョウヤクシャ,4,アマビエ,5,アニゴザントス,1,グランドサークル,140円,1人気
202648090703,9,ビアーレ,1,1.6,6,キービート,8,ハウスオンファイア,5,ブロンディ,4,ミヤムーブメント,160円,1人気
202648090704,5,ノーブルクインダム,1,1.3,1,リアルフォルツァ,4,ユイバイハウス,7,カイトアザリー,3,ハクノセブン,130円,1人気
202648090705,8,スイングボーイ,6,23.3,10,クロメヒョウ,3,クィーンミツコ,6,ターミバレンシア,5,ファルコナーラ,"2,330円",6人気
202648090706,9,センビトウリョウ,1,2.6,3,メイショウイチモン,2,ゴールドレター,7,ユアマイスター,6,リンノパルピート,260円,1人気
202648090707,2,ハクサンミニョン,1,2.7,7,オーセンティアン,10,カミーチェ,9,ショウナンラフィネ,3,ヤモリアツマレ,270円,1人気
202648090708,6,テルケンレントラー,1,2.4,8,カナアミデスマッチ,7,トータルダイヤ,2,スパルタンワールド,5,メディアプンタ,240円,1人気
202648090709,5,ナムラフィクサー,3,5.8,8,ウインライズ,2,ハンクスター,9,シヴァールバーニ,6,フルオブエナジー,580円,3人気
202648090710,8,ソダチザカリ,3,10.5,9,ラヴァーズブルー,11,ダックリン,10,レイエル,2,アルゴフィリオ,"1,050円",3人気
202648090711,6,ピコブルー,4,9.9,7,キャルベイクルーズ,8,カワテンマックス,1,ダイチラポール,2,ゴールドボンド,990円,4人気
202648090712,1,リリーボレア,3,4.4,8,ジューンスマッシュ,4,モータリゼーション,5,ナンヨーロイヤル,12,メイナンファスト,440円,3人気
