race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202630091701,12,バージンレインボー,4,9.4,5,カームリン,10,ハリヤード,1,ヴァンケール,6,アヤサンカンバック,940円,4人気
202630091702,7,ダバイオスカー,1,1.4,5,ペトロパッション,8,リュウノマッスル,3,ベイビーノンチャン,6,スターダストレディ,140円,1人気
202630091703,4,トレンドライン,3,5.3,8,ヤマノリッキー,5,アクアリウム,6,プロメッサヘーザ,2,オリザノヴァ,530円,3人気
202630091704,7,マカラス,2,3.6,5,クインズタンポポ,6,ヤマニンアリーズ,2,サラサゴーサイン,8,ハーティーアイズ,360円,2人気
202630091705,5,アイガイッパイ,1,2.4,2,レイブンナイト,3,サクラカレント,10,イソダ,6,ニシノココ,240円,1人気
202630091706,4,サクラピアチェーレ,2,4.0,9,キタノハドソン,3,トニーオーシャンズ,6,メレサンク,8,スズロビンソン,400円,2人気
202630091707,8,ウイントールキン,3,7.3,7,ヤマニントゥルシー,2,ウフフトルンナ,4,マナスカイ,1,レーザーベルン,730円,3人気
202630091708,7,ホウヨウムーン,5,9.8,1,スキャボロフェアー,8,ホウオウアーネスト,6,ベルバロン,5,ルクスシュナイダー,980円,5人気
202630091709,8,ブレイキンアウェイ,4,12.0,6,カネトシエテルノ,5,セブンスウェイ,9,アヴェルス,1,ファーマシャイン,"1,200円",4人気
202630091710,10,スターロードナイト,2,4.2,5,アノコロイチバン,7,キュピタス,3,キナコチャン,6,パンチャギ,420円,2人気
202630091711,7,デュアルキャリアー,4,5.3,3,モンタルチーノ,1,ファインキック,5,スマイルシエラ,8,トモエ,530円,4人気
202630091712,6,カズドリーム,1,1.9,12,リヴァールミナス,8,クーバランセ,13,クリームパン,9,エルダーフラワー,190円,1人気
202644091701,5,ベイデンフラッシュ,1,1.4,9,ケイリュウオー,2,ファインデイ,1,イケノギャルチャン,10,ブラントンアロー,140円,1人気
202644091702,3,デリッサ,1,1.4,9,フィライングレース,13,ジーティーウララ,14,ニチリン,5,ショウサンレックス,140円,1人気
202644091703,9,セキテイロックス,1,1.4,2,ニュークチュール,8,ムービングアップ,10,リュウノギフト,1,クレマチスノーブル,140円,1人気
202644091704,10,ライクアウィンド,1,1.0,6,グロードリーム,4,ラブリーファンク,8,ヤッティライネン,1,アークルージエ,100円,1人気
202644091705,5,ティーズアペックス,4,7.0,7,ペイシャケリー,2,アンモニャイト,4,アフターレヴュー,6,フレンドリーシップ,700円,4人気
202644091706,3,ワールドフォンテン,4,9.8,12,マウリノ,7,エロース,11,リバイブメイラード,6,ファーストフォルテ,980円,4人気
202644091707,5,ブルーヒサシン,1,1.2,1,ディキシーガンナー,7,サッキーミツグ,6,ゴールデンブザー,2,ランプロン,120円,1人気
202644091708,5,チマル,2,3.6,11,メープルピア,7,ミチノディディ,2,アオイフォトグラフ,8,エクラシェール,360円,2人気
202644091709,10,イマーシブ,4,5.6,4,モンサンヴデット,7,ビックバンブー,3,ナックレガーロ,2,キタノマティーニ,560円,4人気
202644091710,6,ランニングビーチ,1,2.5,1,ウインアイリーン,2,ドライブミーホーム,13,ゼイトク,12,コスモブライヤー,250円,1人気
202644091711,3,パープルフォッグ,1,1.3,8,ユウユウヴィオラ,2,ケテンパッション,12,ケンブラック,10,キングビー,130円,1人気
202644091712,8,タッチウッド,1,2.0,7,ベイビーザロック,10,パレルモ,6,レベリオス,2,ポッドフェスタ,200円,1人気
202648091701,2,ナンヨーロイヤル,5,13.3,3,レイナデルアイレ,4,キービート,1,コスモアマデウス,6,クライナリーゼ,"1,330円",5人気
202648091702,11,クリーンブーケ,1,1.8,6,ストラドーネ,4,ウインエンブレム,10,ユイバイハウス,8,トンデトンデトンデ,180円,1人気
202648091703,7,シャンドネージュ,7,24.6,5,カムイパパイヤ,2,ボッシュ,1,スマートヌーメン,3,グランリッジライン,"2,460円",7人気
202648091704,1,マサハヤモーブ,1,1.5,8,ボンボニエーレ,2,ヒダサワヤカ,9,ロジスクリーン,7,ウィルマッチ,150円,1人気
202648091705,10,ニーケアイリス,1,2.2,8,ユメミ,3,パリパリライズ,2,エイシンパンタレイ,6,エストレリータ,220円,1人気
202648091706,9,グランドネビュラ,4,6.1,3,プレイアブルゲーム,8,カナアミデスマッチ,7,オンワードセルフ,5,オイチノカタ,610円,4人気
202648091707,11,サンマイメ,10,49.1,12,ナムラフィクサー,7,デトネイター,4,リョウライライ,8,ケイズエルミー,"4,910円",10人気
202648091708,2,アーデントアイ,1,1.3,4,キタサンフジヤマ,1,アレステソーロ,3,ニドネ,5,アクティングエリア,130円,1人気
202648091709,1,ジャスパーノワール,2,4.9,11,ジェイエルバルカー,9,ラブミーテキーラ,7,バウンティキャット,3,コムーネ,490円,2人気
202648091710,6,カワテンマックス,2,2.7,9,アップショウグン,4,キャルベイクルーズ,5,ユズノキ,8,ジュンフィレンツェ,270円,2人気
202648091711,3,ゴッドバロック,1,1.3,12,アースジャッジ,9,リーガルタイム,7,タロ,6,ニンゲンテイイナ,130円,1人気
202648091712,6,サクリファイス,6,13.8,8,ザボドフスキー,2,トラストユー,10,スイートゥンビター,7,セルリアンドロップ,"1,380円",6人気
202650091701,2,コワモテハマー,1,1.1,5,ガロ,4,カヤコ,1,ジョウショータイプ,3,ワンダーエルピス,110円,1人気
202650091702,2,アンジェラスリング,2,2.0,1,ヒナデコルテ,5,トリオパーティー,7,ベリルブレード,3,チェリカビューティ,200円,2人気
202650091703,5,ランボーリープ,1,1.1,4,リビングラヴ,3,エイシンバーマン,8,カシスオレンジ,2,ウォニー,110円,1人気
202650091704,6,シナモンショコラ,4,11.6,5,オールザレイジ,3,ミルトコルサ,7,イエローキャブ,1,エクスプロラベスト,"1,160円",4人気
202650091705,9,フィオリータ,3,4.1,5,スマートレイヴ,7,ミステリアスレディ,3,イロメガネ,6,ガスパール,410円,3人気
202650091706,12,モンシュヴァル,8,64.4,8,グレールール,7,スカーレットハニー,3,オーサムサンライズ,9,トランペシア,"6,440円",8人気
202650091707,9,ワンダーブレス,2,3.0,4,ララヴァニーユ,6,グランキンバリー,2,キャバリエクエスト,5,サンライズキース,300円,2人気
202650091708,8,スクイッドラン,4,5.0,4,アイトワ,2,エリザベスタウン,7,ルナーファントム,3,ネバーセイグッバイ,500円,4人気
