race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202630091601,10,スダレ,1,2.4,3,マルホ,7,オケアニディマーレ,1,マウンテントップ,6,スキップストーン,240円,1人気
202630091602,5,コスモバラス,3,9.5,11,ノーモアウォー,10,トラブルメーカー,8,クレイファントム,7,サスラオウ,950円,3人気
202630091603,7,ドクターアキヨシ,1,2.1,5,リックスターク,4,スウィンドル,2,グレートシューター,1,ミスカノヤローザ,210円,1人気
202630091604,8,フジノアルファ,3,8.8,3,シャア,7,メイショウヤマフジ,5,バブリーダッシュ,2,ダークディザイア,880円,3人気
202630091605,9,デザートイーグル,2,2.8,3,ナイトスパイア,8,スマイリングスカイ,1,ヤマトノカゼ,4,チョゴリザ,280円,2人気
202630091606,1,ルナノーヴァ,1,1.9,5,オセロ,2,ハレタヒニ,7,ツキカゲ,3,ベストカリフ,190円,1人気
202630091607,8,フィカスリラータ,3,6.5,4,ボヤージュアウト,1,ダイメイイースター,9,リバージュエル,2,ウナトライオン,650円,3人気
202630091608,2,エイシンスクルド,1,1.1,3,スターオブヴェイズ,8,ミヤビダイヤ,1,スマートウェイン,4,コパノラッセル,110円,1人気
202630091609,9,サトノフレイ,1,1.1,3,フークシャイニー,2,シャルパンティエ,1,ヒマラヤベロス,7,ピエールテネシー,110円,1人気
202630091610,4,タイセイシャルト,4,8.6,10,ピエナクレスコ,2,ダンクバローズ,3,エマダイヤモンド,5,ベラジオヒダカボシ,860円,4人気
202630091611,6,ユニバーサルラヴ,1,3.5,4,リオンセーラス,7,ソルナシエンテ,2,クレーバーベン,5,デュジャック,350円,1人気
202630091612,8,サユリバナ,1,2.0,4,ニシケンカバル,3,サヤオンニ,10,デーモンスレイヤー,9,スティールブライト,200円,1人気
202644091601,3,ヤマノシンゲキ,4,10.6,7,レーヴダリア,4,チャトラン,5,デストロイヤー,1,サラカノ,"1,060円",4人気
