race_id,finish1_umaban,finish1_horse,finish1_ninki,finish1_odds,finish2_umaban,finish2_horse,finish3_umaban,finish3_horse,finish4_umaban,finish4_horse,finish5_umaban,finish5_horse,tansho_payout,tansho_ninki
202630082001,6,ベラジオミラッジオ,1,2.0,4,ミラヴィー,8,オーバークラウド,7,ナガイアイダ,3,アヤサンカンバック,200円,1人気
202630082002,9,ニューハーピー,1,1.3,8,ナインファースト,7,リコーゴータ,4,ノーモアウォー,6,フロアガリノビール,130円,1人気
202630082003,6,オギフシノチカイ,2,2.8,8,カツノトゥウェルヴ,7,グランマズドリーム,5,ルナエルフ,3,ウインギャラン,280円,2人気
202630082004,4,イイデスカイハイ,2,2.5,9,スティールスピネル,5,アイガイッパイ,6,サクラカレント,1,テナチュール,250円,2人気
202630082005,3,レディオガール,2,4.1,4,ライトビーンズ,1,マインドエンジェル,8,レギュム,7,ベラジオパルーザ,410円,2人気
202630082006,1,クィーンズファミリ,1,1.8,6,ベストカーラ,12,トーケンリッキー,4,メローニ,7,テンビーキャッスル,180円,1人気
202630082007,6,キミノナハオリョウ,1,1.5,5,メレサンク,1,フロンテアブライト,4,ベリープラウド,9,ミッションアイズ,150円,1人気
202630082008,9,スターオブムーラン,1,2.3,2,アステロイドメア,5,ウフフトルンナ,3,ホウヨウムーン,4,タイセイルーマー,230円,1人気
202630082009,6,ビービーエリス,2,3.3,5,カネトシエテルノ,3,ファーマシャイン,7,エイイチ,8,セブンスウェイ,330円,2人気
202630082010,2,バンシイハーピー,4,7.5,3,リックベッラ,10,ジャムリスチール,5,ピエールパンドラ,6,フークプティット,750円,4人気
202630082011,9,アンヘル,1,1.2,1,サヨナキドリ,4,ハニーベリー,10,マノレア,3,クインズメレンゲ,120円,1人気
202630082012,3,アンサラー,7,17.1,5,タルマエドン,1,ニュースタンダード,4,シフトチェンジ,10,プライベートセクタ,"1,710円",7人気
202645082001,4,ゴームズ,1,3.4,2,ピュアリヤン,10,ブルーラジカル,8,コーリングヘニー,12,アンジェラカフェ,340円,1人気
202645082002,2,シェナシャングリラ,3,6.1,3,クラリスマインド,5,デオウィザード,1,モウエエワ,8,エポナシャンス,610円,3人気
202645082003,2,キングスケヨー,4,9.1,7,ロックマイソウル,10,ピエスポリード,1,サウンドプリモ,9,ミリオンフライト,910円,4人気
202645082004,5,コーズブルー,4,7.7,2,ゴールドサンデー,6,シンメウィル,3,クリスタルシー,4,シガ,770円,4人気
202645082005,5,サンディビーチ,8,30.6,2,ヴァッツマン,3,モナークスラッガー,11,タヴァネスタン,1,ミストラ,"3,060円",8人気
202645082006,4,ダテオトコ,1,1.7,11,ダンタリオン,12,ブラックトルマリン,10,ペータース,5,ライヴペッパー,170円,1人気
202645082007,11,タッカーバリアント,3,6.9,6,フェイティアン,2,アトラスライズ,1,ササキントモゴロウ,7,ノーブルウィスパー,690円,3人気
202645082008,5,エリンフレーム,1,2.2,7,カズヤ,9,オルペラー,6,アリハッピー,4,メイショウマチルダ,220円,1人気
202645082009,2,エターナルセイバー,1,1.8,1,ムーランアルザン,8,サラサエンペラー,10,スプリンガフォート,6,ミスフォルテ,180円,1人気
