race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,1,5,5,2024103150,エレシュトゥ,牝2,55,05578,落合玄太,1:02.0,,1-1,37.3,1.5,1,406(-6),05453,[地]松本隆宏,842800,（有）須崎牧場,50.0
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,2,8,9,2024106811,イコロ,牝2,55,05592,小野楓馬,1:03.0,5,2-1,38.1,4.1,2,420(+2),05688,[地]小野望,506034,北村泰規,14.0
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,3,3,3,2024102672,パーフェクトナイト,牝2,55,05371,亀井洋司,1:03.3,1.1/2,3-3,38.2,4.9,3,422(+4),05736,[地]佐々木国,721030,日吉純一,10.5
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,4,2,2,2024105201,アンビティオー,牡2,55,05502,松井伸也,1:03.6,1.1/2,5-3,38.3,15.8,4,492(+14),05790,[地]五十嵐冬,x0c009,（株）ジャパン・エ,7.0
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,5,7,8,2024105180,ウィルマティック,牡2,53,05686,藤田凌駕,1:03.7,クビ,7-5,38.2,21.0,5,458(-2),05758,[地]小国博行,677009,西森鶴,3.5
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,6,4,4,2024101447,ブライティアバニー,牝2,54,a05df,近藤翔月,1:04.5,4,3-5,39.4,145.7,8,460(-10),05758,[地]小国博行,531006,小林昌志,
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,7,7,7,2024104015,ヴィルボニータ,牝2,52,a06c2,小川悠汰,1:05.2,3,9-9,39.1,95.1,7,384(0),05364,[地]柳澤好美,x0a1d4,廣田優生,
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,8,1,1,2024105126,ドリームインハート,牝2,55,05685,宮内勇樹,1:05.2,アタマ,7-7,39.4,68.6,6,410(+2),05660,[地]斉藤正弘,139006,山田嘉昭,
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,9,8,10,2024101286,カプリチオテソーロ,牝2,55,05389,岩橋勇二,1:06.5,6,5-7,41.0,174.3,9,404(+2),05512,[地]山田和久,x09067,遠藤喜和,
202630080501,1,2歳未勝利,ダ,1000,晴,良,14:25,2026-08-05,門別,10,6,6,2024104053,リックグールド,牡2,55,05477,黒澤愛斗,1:07.6,5,9-10,41.5,530.4,10,442(0),a03d6,[地]森山雄大,522030,山辺浩,
202630080502,2,2歳未勝利,ダ,1100,晴,良,14:55,2026-08-05,門別,1,6,6,2024105428,ベラジオパルーザ,牝2,55,00837,井上俊彦,1:09.4,,2-1,39.2,11.8,4,484(-4),05749,[地]櫻井拓章,x0be87,ベラジオコーポレーシ,50.0
202630080502,2,2歳未勝利,ダ,1100,晴,良,14:55,2026-08-05,門別,2,8,8,2024105241,カラーウィール,牡2,55,05534,石川倭,1:09.7,1.1/2,5-3,39.1,1.3,1,488(-2),05758,[地]小国博行,074031,谷口祐人,14.0
202630080502,2,2歳未勝利,ダ,1100,晴,良,14:55,2026-08-05,門別,3,3,3,2024101256,リコーツェッペリン,牡2,55,05502,松井伸也,1:09.8,1/2,3-3,39.4,14.1,5,446(-2),05723,[地]川島雅人,444034,土橋正雄,10.5
202630080502,2,2歳未勝利,ダ,1100,晴,良,14:55,2026-08-05,門別,4,5,5,2024105000,ステラマームード,牝2,55,05592,小野楓馬,1:09.9,3/4,1-1,39.9,11.2,3,450(-2),05736,[地]佐々木国,416031,下川欣一,7.0
202630080502,2,2歳未勝利,ダ,1100,晴,良,14:55,2026-08-05,門別,5,7,7,2024106924,ブエナポストゥーラ,牝2,55,05286,服部茂史,1:10.2,1.1/2,3-3,39.8,4.6,2,478(-8),05630,[地]田中淳司,421030,吉田正志,3.5
202630080502,2,2歳未勝利,ダ,1100,晴,良,14:55,2026-08-05,門別,6,2,2,2024104883,ダンストンルーク,牝2,53,05686,藤田凌駕,1:10.3,クビ,6-6,39.1,444.3,8,436(+10),05660,[地]斉藤正弘,x0241e,伊藤治子,
202630080502,2,2歳未勝利,ダ,1100,晴,良,14:55,2026-08-05,門別,7,1,1,2024104048,サブメルジュ,牡2,55,05389,岩橋勇二,1:10.4,1/2,7-6,39.0,16.8,6,458(0),05364,[地]柳澤好美,x04ee6,大澤恒広,
202630080502,2,2歳未勝利,ダ,1100,晴,良,14:55,2026-08-05,門別,8,4,4,2024105488,ゼロギア,牡2,55,05477,黒澤愛斗,1:11.3,4,7-6,39.9,65.0,7,468(-8),05509,[地]米川昇,x0b559,原口章,
202630080503,3,JRA認定競走アタッ(2歳),ダ,1000,晴,良,15:25,2026-08-05,門別,1,7,7,2024103830,リュウノアキレス,牡2,54,a05df,近藤翔月,1:01.4,,1-2,37.3,2.8,2,492(-4),05723,[地]川島雅人,099031,蓑島竜一,120.0
202630080503,3,JRA認定競走アタッ(2歳),ダ,1000,晴,良,15:25,2026-08-05,門別,2,8,8,2024100808,レディピンク,牝2,55,05389,岩橋勇二,1:01.5,1/2,1-1,37.6,1.9,1,426(+4),05453,[地]松本隆宏,368803,ウエスト．フォレスト,33.6
202630080503,3,JRA認定競走アタッ(2歳),ダ,1000,晴,良,15:25,2026-08-05,門別,3,2,2,2024104577,ミリオンジュピター,牡2,55,05578,落合玄太,1:01.5,クビ,5-4,36.2,12.2,4,464(-2),05630,[地]田中淳司,482034,早川隆雄,25.2
