race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize,corner1_raw,corner1_rank,corner1_group_size,corner1_gap_len_est,corner1_is_leader,corner2_raw,corner2_rank,corner2_group_size,corner2_gap_len_est,corner2_is_leader,corner3_raw,corner3_rank,corner3_group_size,corner3_gap_len_est,corner3_is_leader,corner4_raw,corner4_rank,corner4_group_size,corner4_gap_len_est,corner4_is_leader,track_index,track_comment
202654090501,1,徳島県ミルクとすだち,ダ,1300,曇,不良,15:25,2026-09-05,高知,1,1,1,2024100999,ナインスマイル,牝2,55,05670,新庄海誠,1:28.8,,8-7-8-6,40.8,25.3,6,434(+11),05726,[地]那俄性哲,x0a98a,岩田雅之,120.0,"(3,5),8,(2,4),6-7,1",8,1,9.5,False,"3,5-(2,8)-4,6,1,7",7,1,11.5,False,"(3,5)-8,(2,6),4,7,1",8,1,9.5,False,"5-(8,7),3-6,1-4-2",6,1,10.0,False,,
202654090501,1,徳島県ミルクとすだち,ダ,1300,曇,不良,15:25,2026-09-05,高知,2,5,5,2024105421,グリットロード,牝2,55,05689,城野慈尚,1:28.8,クビ,1-2-1-1,42.2,2.2,2,406(+9),a02d3,[地]目迫大輔,x08a32,星野康三,48.0,"(3,5),8,(2,4),6-7,1",1,2,0.0,False,"3,5-(2,8)-4,6,1,7",2,1,1.5,False,"(3,5)-8,(2,6),4,7,1",1,2,0.0,False,"5-(8,7),3-6,1-4-2",1,1,0.0,False,,
202654090501,1,徳島県ミルクとすだち,ダ,1300,曇,不良,15:25,2026-09-05,高知,3,6,6,2024103494,ヤマシュウ,牡2,55,a05df,近藤翔月,1:30.9,大,6-6-4-5,43.4,7.6,3,462(-2),a00ed,[地]田中譲二,x0adf2,今井高之,36.0,"(3,5),8,(2,4),6-7,1",6,1,4.5,False,"3,5-(2,8)-4,6,1,7",6,1,10.0,False,"(3,5)-8,(2,6),4,7,1",4,2,5.0,False,"5-(8,7),3-6,1-4-2",5,1,8.5,False,,
202654090501,1,徳島県ミルクとすだち,ダ,1300,曇,不良,15:25,2026-09-05,高知,4,7,7,2024108146,ビーダッシュ,牡2,56,05564,木村直輝,1:31.2,1.1/2,7-8-7-2,43.2,64.3,8,420(+14),a01c8,[地]国澤輝幸,050803,（株）ＭＭＣ,24.0,"(3,5),8,(2,4),6-7,1",7,1,8.0,False,"3,5-(2,8)-4,6,1,7",8,1,13.0,False,"(3,5)-8,(2,6),4,7,1",7,1,8.0,False,"5-(8,7),3-6,1-4-2",2,2,3.5,False,,
202654090501,1,徳島県ミルクとすだち,ダ,1300,曇,不良,15:25,2026-09-05,高知,5,8,8,2024104804,エイトヒメ,牝2,53,05617,濱尚美,1:31.4,1,3-3-3-2,44.3,16.1,5,452(-13),05726,[地]那俄性哲,926007,吉田忠史,12.0,"(3,5),8,(2,4),6-7,1",3,1,1.5,False,"3,5-(2,8)-4,6,1,7",3,2,5.0,False,"(3,5)-8,(2,6),4,7,1",3,1,3.5,False,"5-(8,7),3-6,1-4-2",2,2,3.5,False,,
202654090501,1,徳島県ミルクとすだち,ダ,1300,曇,不良,15:25,2026-09-05,高知,6,4,4,2024101655,サウスワン,牡2,56,a03e2,多田羅誠,1:32.3,4,4-5-6-7,44.6,15.7,4,429(+8),a00ed,[地]田中譲二,x0c16f,（株）南朋建設,,"(3,5),8,(2,4),6-7,1",4,2,3.0,False,"3,5-(2,8)-4,6,1,7",5,1,8.5,False,"(3,5)-8,(2,6),4,7,1",6,1,6.5,False,"5-(8,7),3-6,1-4-2",7,1,13.5,False,,
202654090501,1,徳島県ミルクとすだち,ダ,1300,曇,不良,15:25,2026-09-05,高知,7,3,3,2024102331,エナジールミエール,牝2,55,05615,井上瑛太,1:32.5,1,1-1-1-4,45.8,2.1,1,438(+4),a003f,[地]宮路洋一,x08470,松本桂昌,,"(3,5),8,(2,4),6-7,1",1,2,0.0,False,"3,5-(2,8)-4,6,1,7",1,1,0.0,False,"(3,5)-8,(2,6),4,7,1",1,2,0.0,False,"5-(8,7),3-6,1-4-2",4,1,5.0,False,,
202654090501,1,徳島県ミルクとすだち,ダ,1300,曇,不良,15:25,2026-09-05,高知,8,2,2,2024105465,キーソング,牝2,55,a0258,山崎雅由,1:35.4,大,4-3-4-8,47.9,31.1,7,431(+21),a030b,[地]西山裕貴,x00470,石本鈴雄,,"(3,5),8,(2,4),6-7,1",4,2,3.0,False,"3,5-(2,8)-4,6,1,7",3,2,5.0,False,"(3,5)-8,(2,6),4,7,1",4,2,5.0,False,"5-(8,7),3-6,1-4-2",8,1,17.0,False,,
202654090502,2,C3ー7,ダ,1300,曇,不良,16:00,2026-09-05,高知,1,2,2,2022102530,ディクシーヴォーグ,牝4,55,05640,宮川実,1:25.0,,3-3-3-2,39.6,1.1,1,452(-1),a0055,[地]細川忠義,368803,ウエスト．フォレスト,60.0,"1,5,(2,6),(4,8),9,(3,7)",3,2,3.0,False,"1-5,(2,6),8,(3,4),(7,9)",3,2,5.0,False,"1-5,(2,8),(3,6),(4,9)-7",3,2,5.0,False,"1,2-3,4,(5,9)-8,6-7",2,1,1.5,False,,
202654090502,2,C3ー7,ダ,1300,曇,不良,16:00,2026-09-05,高知,2,1,1,2022100837,ヒデノブルースカイ,牡4,57,05496,郷間勇太,1:25.1,3/4,1-1-1-1,40.5,21.0,4,443(+8),a00ed,[地]田中譲二,165803,（同）ＪＰＮ技研,24.0,"1,5,(2,6),(4,8),9,(3,7)",1,1,0.0,False,"1-5,(2,6),8,(3,4),(7,9)",1,1,0.0,False,"1-5,(2,8),(3,6),(4,9)-7",1,1,0.0,False,"1,2-3,4,(5,9)-8,6-7",1,1,0.0,False,,
