race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,1,8,11,2024100850,ヘッドシザーズ,牡2,55,05534,石川倭,1:01.9,,5-3,37.2,7.6,4,440(+2),05509,[地]米川昇,x0b7f9,高田遼,50.0
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,2,1,1,2024100386,ダンストンフォルテ,牝2,55,05578,落合玄太,1:03.1,6,1-1,39.0,2.8,2,448(+6),05660,[地]斉藤正弘,x0241e,伊藤治子,14.0
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,3,6,8,2024104488,キューティーホープ,牝2,55,05592,小野楓馬,1:03.3,3/4,1-1,39.2,2.6,1,440(+4),05688,[地]小野望,144803,エスペランサ（株）,10.5
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,4,7,9,2024109071,タルシェクーン,牡2,55,05666,望月洵輝,1:03.5,1,3-3,39.0,20.5,5,400(-4),05512,[地]山田和久,x0670f,村上幹夫,7.0
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,5,5,6,2024104398,シセイフット,牡2,55,05502,松井伸也,1:04.0,2.1/2,9-7,38.5,4.2,3,412(-4),05615,[地]佐久間雅,258031,加藤志明,3.5
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,6,5,5,2024105521,アンクルチャーリー,牡2,55,05601,金山昇馬,1:04.1,1/2,6-5,39.2,124.9,9,438(-4),05736,[地]佐々木国,077031,佐々井美季,
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,7,8,12,2024105715,スルーザレイン,牝2,55,05371,亀井洋司,1:04.2,クビ,10-10,38.2,264.3,10,402(-8),05736,[地]佐々木国,x0afed,佐藤祥悦,
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,8,4,4,2024104372,シンゲキノヴィル,牝2,54,05686,藤田凌駕,1:04.2,アタマ,8-7,38.9,29.4,7,410(+2),05364,[地]柳澤好美,x0a1d4,廣田優生,
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,9,7,10,2024103868,プランドゥボヌール,牝2,55,05685,宮内勇樹,1:04.3,1/2,3-5,39.8,20.7,6,484(-4),05706,[地]川島洋人,x0aee2,国信泰秀,
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,10,3,3,2024101326,ガンバリナサイト,牡2,52,a06c2,小川悠汰,1:05.2,4,10-11,39.2,267.2,11,440(+6),05551,[地]石本孝博,x000fe,高橋幸男,
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,11,2,2,2024100963,コバシリデス,牝2,55,05477,黒澤愛斗,1:05.2,ハナ,6-7,40.1,108.1,8,444(0),a03d6,[地]森山雄大,x0c126,望月章,
202630082701,1,2歳未勝利,ダ,1000,曇,重,14:20,2026-08-27,門別,12,6,7,2024102415,ロジャールンディー,牝2,55,05608,若杉朝飛,1:05.9,3,12-11,39.6,334.1,12,400(-8),05749,[地]櫻井拓章,x0a6d6,蔀英二,
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,1,7,9,2024101156,キコツ,牡2,55,05492,阿部龍,1:15.2,,1-1,39.2,4.1,1,466(0),a0264,[地]千葉津代,822033,和田博美,50.0
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,2,8,12,2024107127,スキャンダルガール,牝2,55,05666,望月洵輝,1:15.5,1.1/2,2-2,39.2,7.0,4,436(+4),05790,[地]五十嵐冬,x0b77d,近藤ひとみ,14.0
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,3,7,10,2024100312,ディアローラ,牝2,55,05502,松井伸也,1:16.1,3,5-3,39.2,4.4,2,440(-4),05364,[地]柳澤好美,x0acaf,（株）Ｌｏｙａｌｔ,10.5
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,4,6,7,2024104854,ドミネイト,セ2,55,05592,小野楓馬,1:16.5,2,5-4,39.4,46.0,9,506(0),05723,[地]川島雅人,935800,（有）木村牧場,7.0
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,5,1,1,2024109054,ミーディアムセラア,牡2,55,05286,服部茂史,1:16.7,1,8-7,39.4,16.5,8,546(-2),05301,[地]村上正和,x0c1b5,（株）なかくらふぁ,3.5
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,6,3,3,2024100849,クレイファントム,牡2,55,05685,宮内勇樹,1:16.9,3/4,12-10,39.1,10.1,6,444(-2),05706,[地]川島洋人,131031,会田裕一,
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,7,5,6,2024108158,トラブルメーカー,牡2,55,05578,落合玄太,1:16.9,ハナ,8-8,39.6,7.2,5,496(-6),05630,[地]田中淳司,198803,（株）ｇｌｉｔｔｅ,
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,8,4,4,2024100146,トシデンセツ,牡2,55,05534,石川倭,1:17.5,3,5-8,40.4,10.6,7,468(+2),05660,[地]斉藤正弘,822033,和田博美,
202630082702,2,2歳未勝利,ダ,1200,曇,重,14:50,2026-08-27,門別,9,5,5,2024101040,オーラムブレイズ,牡2,54,05686,藤田凌駕,1:18.0,2.1/2,2-4,41.5,135.7,10,490(-8),05630,[地]田中淳司,131031,会田裕一,
