race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize,corner1_raw,corner1_rank,corner1_group_size,corner1_gap_len_est,corner1_is_leader,corner2_raw,corner2_rank,corner2_group_size,corner2_gap_len_est,corner2_is_leader,corner3_raw,corner3_rank,corner3_group_size,corner3_gap_len_est,corner3_is_leader,corner4_raw,corner4_rank,corner4_group_size,corner4_gap_len_est,corner4_is_leader,track_index,track_comment
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,1,6,6,2022106418,ブラックトルネード,牡4,56,05119,阿部英俊,0:51.0,,3-3,35.5,1.1,1,473(-7),a02e2,[地]工藤裕孝,855030,田頭勇貴,43.0,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",3,1,3.0,False,"(5,10),6,3,2,(1,4),9,(7,8)",3,1,1.5,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,2,8,10,2022109076,ロバリアノキセキ,牝4,54,05445,山本聡哉,0:51.2,1.1/2,1-1,36.3,8.7,2,425(-3),a024c,[地]櫻田康二,130002,安部重夫,15.1,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",1,1,0.0,False,"(5,10),6,3,2,(1,4),9,(7,8)",1,2,0.0,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,3,2,2,2021101333,プケッティ,牝5,54,05462,大坪慎,0:51.4,3/4,5-5,36.3,29.5,7,427(+3),05481,[地]瀬戸幸一,x09fd6,安藤浩也,8.6,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",5,1,6.0,False,"(5,10),6,3,2,(1,4),9,(7,8)",5,1,4.5,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,4,5,5,2022102255,オンザレイディオ,牝4,52,a03fd,関本玲花,0:51.4,クビ,2-1,36.6,21.7,4,484(-1),05417,[地]佐藤雅彦,952033,二口雅一,5.6,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",2,1,1.5,False,"(5,10),6,3,2,(1,4),9,(7,8)",1,2,0.0,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,5,3,3,2021105324,ファイストス,牝5,54,05571,菅原辰徳,0:51.5,1/2,4-4,36.4,21.4,3,479(+10),05762,[地]千葉幸喜,850030,熊谷貴之,3.0,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",4,1,4.5,False,"(5,10),6,3,2,(1,4),9,(7,8)",4,1,3.0,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,6,4,4,2022106919,コウバイ,牝4,53,05687,坂井瑛音,0:51.5,クビ,7-6,36.0,41.4,8,439(0),a0668,[地]陶文峰,x08f65,吉田啓,,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",7,1,9.0,False,"(5,10),6,3,2,(1,4),9,(7,8)",6,2,6.0,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,7,1,1,2021102169,アグリオ,牝5,54,05577,岩本怜,0:51.6,1/2,8-6,35.9,27.1,6,418(-6),05555,[地]三野宮通,x09065,後藤順男,,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",8,2,12.5,False,"(5,10),6,3,2,(1,4),9,(7,8)",6,2,6.0,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,8,8,9,2022104523,キタノルシール,牝4,54,05560,小林凌,0:51.8,1.1/4,10-8,35.8,25.0,5,459(-7),05778,[地]飯田弘道,x0a72d,北所拓也,,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",10,1,14.0,False,"(5,10),6,3,2,(1,4),9,(7,8)",8,1,7.5,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,9,7,8,2017105759,アンズビジン,牝9,50,a06c0,斉藤友香,0:52.0,1.1/2,8-9,36.0,86.6,9,422(+1),05417,[地]佐藤雅彦,482031,乙訓史樹,,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",8,2,12.5,False,"(5,10),6,3,2,(1,4),9,(7,8)",9,2,9.0,False,-20,
202636090701,1,C2,ダ,850,雨,重,11:45,2026-09-07,水沢,10,7,7,2020104815,フークレグルス,牡6,56,a050e,佐々木志,0:52.4,2.1/2,6-9,36.9,152.4,10,530(+6),a02a4,[地]関本浩司,x0a673,福岡隆史,,,,,,,,,,,,"10,5,6,3,2,7,4-(1,8),9",6,1,7.5,False,"(5,10),6,3,2,(1,4),9,(7,8)",9,2,9.0,False,-20,
202636090702,2,C2,ダ,850,雨,重,12:20,2026-09-07,水沢,1,2,2,2022102412,フィエルテ,牝4,54,05542,高松亮,0:50.6,,1-1,35.9,1.1,1,486(+2),05417,[地]佐藤雅彦,775006,瀬谷隆雄,43.0,,,,,,,,,,,"2,8,5,10,3,6,9,4,7,1",1,1,0.0,False,"2,(5,8),3,10,4,6,1,7,9",1,1,0.0,False,-20,
