race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,1,3,3,2024101194,ミスターキレット,牡2,55,05534,石川倭,1:03.0,,5-5,38.0,1.5,1,460(0),05509,[地]米川昇,858033,吉橋一美,50.0
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,2,7,9,2024103362,ブロンドナイト,牡2,55,05615,井上瑛太,1:03.5,2.1/2,7-7,38.2,4.9,3,414(-6),05790,[地]五十嵐冬,x002d6,恵比寿興業（株）,14.0
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,3,4,4,2024105165,マカイエンセ,牝2,55,05389,岩橋勇二,1:03.6,1/2,1-1,39.5,4.6,2,456(-2),05630,[地]田中淳司,117803,（株）Ｈｅｒｏレー,10.5
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,4,7,10,2024109071,タルシェクーン,牡2,54,05653,阿岸潤一,1:03.9,1.1/2,11-9,38.3,54.7,6,402(+2),05512,[地]山田和久,x0670f,村上幹夫,7.0
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,5,5,6,2024103662,オリコウブロアム,牡2,55,05578,落合玄太,1:04.0,クビ,4-4,39.2,25.7,5,446(-6),05758,[地]小国博行,x04443,（有）森井ホームサ,3.5
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,6,8,12,2024105159,ラディアントレイ,牝2,55,05592,小野楓馬,1:04.2,1,9-7,38.9,119.9,8,458(+10),05688,[地]小野望,x0be9b,（株）ナレッジクリ,
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,7,5,5,2024104415,タケノクイーン,牝2,55,05685,宮内勇樹,1:04.2,ハナ,9-9,38.6,348.6,11,426(-6),05706,[地]川島洋人,503030,佐竹学,
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,8,1,1,2024108073,カンヒザクラ,牝2,54,a05df,近藤翔月,1:04.3,1/2,2-2,39.9,261.5,9,430(-2),05723,[地]川島雅人,x09ace,シグラップ・マネジメ,
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,9,2,2,2024103106,ナインファースト,牝2,55,05411,桑村真明,1:04.5,1,3-3,39.9,10.3,4,448(-6),05364,[地]柳澤好美,x0a98a,岩田雅之,
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,10,6,7,2024103214,イゼルトヴァルト,牝2,55,05286,服部茂史,1:04.8,1.1/2,5-5,39.8,104.1,7,430(+4),05660,[地]斉藤正弘,x0c0fd,杉本イムティアーズ,
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,11,6,8,2024103283,ラルテフテフ,牝2,55,05477,黒澤愛斗,1:05.1,1.1/2,7-12,39.5,450.8,12,406(-10),a03d6,[地]森山雄大,x0a599,古川光瑛,
202630071401,1,2歳未勝利,ダ,1000,曇,稍重,14:50,2026-07-14,門別,12,8,11,2024108077,マナラーヒキ,牡2,55,05492,阿部龍,1:05.2,3/4,12-11,39.6,278.2,10,478(+10),05108,[地]桧森邦夫,321803,（同）ＭＩＲＡＩ,
202630071402,2,2歳牝馬未勝利,ダ,1100,雨,稍重,15:20,2026-07-14,門別,1,8,10,2024101160,トラデスカンティア,牝2,55,05578,落合玄太,1:09.8,,2-2,39.0,2.3,1,436(-2),05453,[地]松本隆宏,850033,森永薫,50.0
202630071402,2,2歳牝馬未勝利,ダ,1100,雨,稍重,15:20,2026-07-14,門別,2,2,2,2024100405,フレイムフローラ,牝2,55,05411,桑村真明,1:10.0,1,3-3,38.9,3.2,2,420(+2),05311,[地]角川秀樹,168031,渋谷健作,14.0
202630071402,2,2歳牝馬未勝利,ダ,1100,雨,稍重,15:20,2026-07-14,門別,3,7,7,2024107107,アニマジェミナ,牝2,55,05534,石川倭,1:10.1,クビ,10-6,38.3,7.6,4,480(0),05509,[地]米川昇,294030,中村雄一,10.5
202630071402,2,2歳牝馬未勝利,ダ,1100,雨,稍重,15:20,2026-07-14,門別,4,5,5,2024108171,レギュム,牝2,55,05492,阿部龍,1:10.2,クビ,6-4,38.7,3.9,3,438(-2),05301,[地]村上正和,x0b88a,高野良美,7.0
202630071402,2,2歳牝馬未勝利,ダ,1100,雨,稍重,15:20,2026-07-14,門別,5,7,8,2024107298,カームリン,牝2,55,05592,小野楓馬,1:10.2,ハナ,1-1,39.6,19.6,5,434(+10),05660,[地]斉藤正弘,x0c0e0,兒島義明,3.5
202630071402,2,2歳牝馬未勝利,ダ,1100,雨,稍重,15:20,2026-07-14,門別,6,1,1,2024103118,ラヴィアール,牝2,55,00837,井上俊彦,1:10.7,2.1/2,4-5,39.4,37.9,7,446(+2),05749,[地]櫻井拓章,x09514,太田雅貴,
202630071402,2,2歳牝馬未勝利,ダ,1100,雨,稍重,15:20,2026-07-14,門別,7,4,4,2024104536,チャイロサマー,牝2,55,05615,井上瑛太,1:11.1,2,6-6,39.8,173.0,9,406(-4),05790,[地]五十嵐冬,x0aa62,夏間洋平,
202630071402,2,2歳牝馬未勝利,ダ,1100,雨,稍重,15:20,2026-07-14,門別,8,6,6,2024100165,ジンダバード,牝2,55,05477,黒澤愛斗,1:11.4,1.1/2,8-8,39.9,221.4,10,448(-4),a03d6,[地]森山雄大,757031,沖田方子,
