race_id,segment_index,lap_time_sec
202642081001,1,12.2
202642081001,2,10.7
202642081001,3,12.3
202642081001,4,12.2
202642081002,1,11.9
202642081002,2,10.6
202642081002,3,12.4
202642081002,4,12.5
202642081003,1,12.4
202642081003,2,12.3
202642081003,3,13.0
202642081003,4,13.4
202642081003,5,12.1
202642081003,6,13.3
202642081003,7,14.0
202642081004,1,12.3
202642081004,2,10.5
202642081004,3,12.4
202642081004,4,12.5
202642081005,1,12.5
202642081005,2,12.1
202642081005,3,12.7
202642081005,4,13.1
202642081005,5,11.8
202642081005,6,13.1
202642081005,7,13.5
202642081006,1,7.1
202642081006,2,13.0
202642081006,3,13.1
202642081006,4,13.2
202642081006,5,13.3
202642081006,6,11.9
202642081006,7,13.0
202642081006,8,14.1
202642081007,1,12.5
202642081007,2,11.6
202642081007,3,12.8
202642081007,4,13.1
202642081007,5,12.9
202642081007,6,14.0
202642081007,7,14.4
202642081008,1,6.6
202642081008,2,12.3
202642081008,3,12.3
202642081008,4,12.9
202642081008,5,12.9
202642081008,6,11.5
202642081008,7,13.2
202642081008,8,13.9
202642081009,1,12.7
202642081009,2,12.2
202642081009,3,13.1
202642081009,4,13.3
202642081009,5,11.2
202642081009,6,13.2
202642081009,7,13.4
202642081010,1,11.8
202642081010,2,10.6
202642081010,3,12.1
202642081010,4,12.6
202642081011,1,12.1
202642081011,2,12.2
202642081011,3,12.6
202642081011,4,12.4
202642081011,5,11.7
202642081011,6,13.3
202642081011,7,13.6
202642081012,1,13.3
202642081012,2,12.0
202642081012,3,13.3
202642081012,4,13.4
202642081012,5,14.0
202642081012,6,14.2
202642081012,7,13.3
202642081012,8,12.2
202642081012,9,14.0
202642081012,10,13.3
