race_id,segment_index,lap_time_sec
202644081601,1,13.0
202644081601,2,12.1
202644081601,3,13.1
202644081601,4,12.9
202644081601,5,12.6
202644081601,6,13.2
202644081601,7,13.3
202644081601,8,14.0
202644081602,1,12.3
202644081602,2,11.2
202644081602,3,11.8
202644081602,4,12.5
202644081602,5,12.4
202644081602,6,13.3
202644081603,1,13.6
202644081603,2,12.3
202644081603,3,12.6
202644081603,4,13.3
202644081603,5,12.9
202644081603,6,11.8
202644081603,7,13.3
202644081604,1,12.9
202644081604,2,11.6
202644081604,3,12.2
202644081604,4,12.6
202644081604,5,11.8
202644081604,6,13.3
202644081605,1,12.5
202644081605,2,12.3
202644081605,3,13.1
202644081605,4,13.6
202644081605,5,12.7
202644081605,6,12.4
202644081605,7,12.5
202644081605,8,13.3
202644081605,9,12.6
202644081605,10,13.3
202644081606,1,12.6
202644081606,2,11.2
202644081606,3,12.9
202644081606,4,12.5
202644081606,5,12.1
202644081606,6,13.0
202644081606,7,13.4
202644081606,8,13.7
202644081607,1,13.0
202644081607,2,11.6
202644081607,3,11.7
202644081607,4,12.1
202644081607,5,12.6
202644081607,6,12.4
202644081607,7,13.1
202644081608,1,12.2
202644081608,2,11.5
202644081608,3,12.0
202644081608,4,12.3
202644081608,5,11.9
202644081608,6,12.9
202644081609,1,12.9
202644081609,2,12.9
202644081609,3,13.1
202644081609,4,12.6
202644081609,5,11.3
202644081609,6,12.4
202644081609,7,12.6
202644081609,8,13.1
202644081610,1,4.1
202644081610,2,11.3
202644081610,3,12.7
202644081610,4,13.1
202644081610,5,12.6
202644081610,6,12.4
202644081610,7,13.3
202644081610,8,13.9
202644081610,9,13.1
