race_id,segment_index,lap_time_sec
202643082401,1,12.6
202643082401,2,11.6
202643082401,3,12.0
202643082401,4,12.1
202643082401,5,12.5
202643082401,6,14.3
202643082402,1,12.7
202643082402,2,12.1
202643082402,3,12.1
202643082402,4,12.3
202643082402,5,12.8
202643082402,6,14.1
202643082403,1,7.1
202643082403,2,12.6
202643082403,3,13.0
202643082403,4,12.9
202643082403,5,12.6
202643082403,6,12.3
202643082403,7,13.3
202643082403,8,13.6
202643082404,1,12.8
202643082404,2,11.4
202643082404,3,12.5
202643082404,4,12.4
202643082404,5,12.7
202643082404,6,13.4
202643082405,1,12.5
202643082405,2,12.0
202643082405,3,11.9
202643082405,4,12.2
202643082405,5,12.5
202643082405,6,13.9
202643082406,1,12.3
202643082406,2,11.3
202643082406,3,12.0
202643082406,4,12.9
202643082406,5,13.4
202643082406,6,13.6
202643082407,1,7.0
202643082407,2,12.1
202643082407,3,12.9
202643082407,4,13.0
202643082407,5,12.4
202643082407,6,12.4
202643082407,7,12.3
202643082407,8,13.2
202643082408,1,12.5
202643082408,2,11.2
202643082408,3,11.5
202643082408,4,12.1
202643082408,5,13.3
202643082408,6,13.6
202643082409,1,12.4
202643082409,2,11.5
202643082409,3,11.8
202643082409,4,11.8
202643082409,5,12.9
202643082409,6,13.1
202643082410,1,12.6
202643082410,2,12.1
202643082410,3,13.1
202643082410,4,12.9
202643082410,5,12.5
202643082410,6,12.7
202643082410,7,13.0
202643082410,8,14.7
202643082411,1,12.7
202643082411,2,12.7
202643082411,3,13.2
202643082411,4,12.5
202643082411,5,12.1
202643082411,6,12.5
202643082411,7,13.5
202643082411,8,14.1
202643082412,1,12.9
202643082412,2,12.7
202643082412,3,13.4
202643082412,4,13.3
202643082412,5,13.2
202643082412,6,12.9
202643082412,7,13.8
202643082412,8,14.0
