race_id,bet_type,rank,combination,payout,popularity
202635080301,単勝,1,9,250,1
202635080301,複勝,1,9,110,1
202635080301,複勝,2,5,120,2
202635080301,複勝,3,2,140,3
202635080301,枠連,1,5 - 7,460,2
202635080301,馬連,1,5 - 9,420,1
202635080301,ワイド,1,5 - 9,180,1
202635080301,ワイド,2,2 - 9,240,3
202635080301,ワイド,3,2 - 5,230,2
202635080301,馬単,1,9 → 5,770,1
202635080301,3連複,1,2 - 5 - 9,490,1
202635080301,3連単,1,9 → 5 → 2,1790,1
202635080302,単勝,1,5,110,1
202635080302,複勝,1,5,100,1
202635080302,複勝,2,4,180,3
202635080302,複勝,3,6,740,9
202635080302,枠連,1,4 - 5,340,2
202635080302,馬連,1,4 - 5,310,2
202635080302,ワイド,1,4 - 5,160,2
202635080302,ワイド,2,5 - 6,1500,15
202635080302,ワイド,3,4 - 6,7420,37
202635080302,馬単,1,5 → 4,390,2
202635080302,3連複,1,4 - 5 - 6,10660,28
202635080302,3連単,1,5 → 4 → 6,15720,41
202635080303,単勝,1,1,110,1
202635080303,複勝,1,1,100,1
202635080303,複勝,2,7,260,5
202635080303,複勝,3,4,190,4
202635080303,馬連,1,1 - 7,1160,4
202635080303,ワイド,1,1 - 7,390,5
202635080303,ワイド,2,1 - 4,250,2
202635080303,ワイド,3,4 - 7,1600,15
202635080303,馬単,1,1 → 7,1170,5
202635080303,3連複,1,1 - 4 - 7,2680,8
202635080303,3連単,1,1 → 7 → 4,7290,21
202635080304,単勝,1,5,520,4
202635080304,複勝,1,5,190,4
202635080304,複勝,2,6,170,3
202635080304,複勝,3,7,310,5
202635080304,馬連,1,5 - 6,1190,5
202635080304,ワイド,1,5 - 6,590,8
202635080304,ワイド,2,5 - 7,1370,15
202635080304,ワイド,3,6 - 7,800,9
202635080304,馬単,1,5 → 6,2570,11
202635080304,3連複,1,5 - 6 - 7,7080,23
202635080304,3連単,1,5 → 6 → 7,30950,93
202635080305,単勝,1,6,170,1
202635080305,複勝,1,6,130,1
202635080305,複勝,2,3,140,3
202635080305,複勝,3,5,350,5
202635080305,馬連,1,3 - 6,370,2
202635080305,ワイド,1,3 - 6,200,2
202635080305,ワイド,2,5 - 6,640,9
202635080305,ワイド,3,3 - 5,1000,15
202635080305,馬単,1,6 → 3,480,1
202635080305,3連複,1,3 - 5 - 6,2420,10
202635080305,3連単,1,6 → 3 → 5,4460,12
202635080306,単勝,1,9,420,2
202635080306,複勝,1,9,130,2
202635080306,複勝,2,1,150,3
202635080306,複勝,3,6,170,4
202635080306,枠連,1,1 - 7,330,1
202635080306,馬連,1,1 - 9,760,3
202635080306,ワイド,1,1 - 9,260,2
202635080306,ワイド,2,6 - 9,610,9
202635080306,ワイド,3,1 - 6,650,10
202635080306,馬単,1,9 → 1,1140,4
202635080306,3連複,1,1 - 6 - 9,2150,8
202635080306,3連単,1,9 → 1 → 6,8220,27
202635080307,単勝,1,1,200,1
202635080307,複勝,1,1,130,1
202635080307,複勝,2,10,140,2
202635080307,複勝,3,11,720,9
202635080307,枠連,1,1 - 8,620,3
202635080307,馬連,1,1 - 10,670,3
202635080307,ワイド,1,1 - 10,330,3
202635080307,ワイド,2,1 - 11,2330,20
202635080307,ワイド,3,10 - 11,2540,21
202635080307,馬単,1,1 → 10,1190,4
202635080307,3連複,1,1 - 10 - 11,13490,31
202635080307,3連単,1,1 → 10 → 11,37680,86
202635080308,単勝,1,5,880,5
202635080308,複勝,1,5,200,4
202635080308,複勝,2,6,200,5
202635080308,複勝,3,9,130,1
202635080308,枠連,1,5 - 6,2010,13
202635080308,馬連,1,5 - 6,2490,15
202635080308,ワイド,1,5 - 6,980,16
202635080308,ワイド,2,5 - 9,540,9
202635080308,ワイド,3,6 - 9,520,8
202635080308,馬単,1,5 → 6,5160,26
202635080308,3連複,1,5 - 6 - 9,2680,14
