race_id,bet_type,rank,combination,payout,popularity
202655082901,単勝,1,6,440,3
202655082901,複勝,1,6,180,3
202655082901,複勝,2,8,140,2
202655082901,複勝,3,2,470,6
202655082901,枠連,1,5-6,590,3
202655082901,馬連,1,6-8,750,3
202655082901,ワイド,1,6-8,360,3
202655082901,ワイド,2,2-6,1170,14
202655082901,ワイド,3,2-8,1640,17
202655082901,馬単,1,6-8,1710,6
202655082901,3連複,1,2-6-8,4410,14
202655082901,3連単,1,6-8-2,22520,66
202655082902,単勝,1,9,190,1
202655082902,複勝,1,9,140,1
202655082902,複勝,2,1,230,4
202655082902,複勝,3,10,650,8
202655082902,枠連,1,1-7,630,4
202655082902,馬連,1,1-9,530,3
202655082902,ワイド,1,1-9,230,2
202655082902,ワイド,2,9-10,1030,10
202655082902,ワイド,3,1-10,3570,27
202655082902,馬単,1,9-1,710,3
202655082902,3連複,1,1-9-10,4510,13
202655082902,3連単,1,9-1-10,10860,28
202655082903,単勝,1,1,120,1
202655082903,複勝,1,1,100,2
202655082903,複勝,2,3,100,1
202655082903,複勝,3,10,320,5
202655082903,枠連,1,1-3,180,1
202655082903,馬連,1,1-3,170,1
202655082903,ワイド,1,1-3,120,1
202655082903,ワイド,2,1-10,990,10
202655082903,ワイド,3,3-10,700,6
202655082903,馬単,1,1-3,240,1
202655082903,3連複,1,1-3-10,1560,5
202655082903,3連単,1,1-3-10,2770,8
202655082904,単勝,1,6,400,2
202655082904,複勝,1,6,240,3
202655082904,複勝,2,8,560,6
202655082904,複勝,3,5,260,4
202655082904,枠連,1,6-7,3690,11
202655082904,馬連,1,6-8,3410,10
202655082904,ワイド,1,6-8,990,11
202655082904,ワイド,2,5-6,420,5
202655082904,ワイド,3,5-8,900,9
202655082904,馬単,1,6-8,6390,17
202655082904,3連複,1,5-6-8,5110,18
202655082904,3連単,1,6-8-5,28990,78
202655082905,単勝,1,7,160,1
202655082905,複勝,1,7,110,1
202655082905,複勝,2,2,180,3
202655082905,複勝,3,9,190,4
202655082905,枠連,1,2-6,710,3
202655082905,馬連,1,2-7,500,2
202655082905,ワイド,1,2-7,280,2
202655082905,ワイド,2,7-9,320,3
202655082905,ワイド,3,2-9,620,9
202655082905,馬単,1,7-2,630,2
202655082905,3連複,1,2-7-9,870,4
202655082905,3連単,1,7-2-9,2660,7
202655082906,単勝,1,3,1000,5
202655082906,複勝,1,3,290,5
202655082906,複勝,2,2,240,4
202655082906,複勝,3,4,1190,7
202655082906,枠連,1,2-3,1500,6
202655082906,馬連,1,2-3,1350,6
202655082906,ワイド,1,2-3,420,6
202655082906,ワイド,2,3-4,3250,22
202655082906,ワイド,3,2-4,1750,17
202655082906,馬単,1,3-2,3600,14
202655082906,3連複,1,2-3-4,10650,27
202655082906,3連単,1,3-2-4,55260,120
202655082907,単勝,1,3,130,1
202655082907,複勝,1,3,100,1
202655082907,複勝,2,5,110,2
202655082907,複勝,3,2,260,5
202655082907,枠連,1,3-5,190,1
202655082907,馬連,1,3-5,200,1
202655082907,ワイド,1,3-5,140,1
202655082907,ワイド,2,2-3,360,5
202655082907,ワイド,3,2-5,690,10
202655082907,馬単,1,3-5,230,1
202655082907,3連複,1,2-3-5,830,3
202655082907,3連単,1,3-5-2,1780,4
202655082908,単勝,1,5,5980,8
202655082908,複勝,1,5,280,6
202655082908,複勝,2,9,240,3
202655082908,複勝,3,4,180,2
202655082908,枠連,1,5-8,12600,19
202655082908,馬連,1,5-9,12830,27
202655082908,ワイド,1,5-9,2880,26
202655082908,ワイド,2,4-5,2480,25
202655082908,ワイド,3,4-9,800,10
202655082908,馬単,1,5-9,16960,38
202655082908,3連複,1,4-5-9,24030,55
202655082908,3連単,1,5-9-4,275210,349
202655082909,単勝,1,5,6210,9
202655082909,複勝,1,5,1000,9
202655082909,複勝,2,4,370,8
202655082909,複勝,3,6,230,4
202655082909,枠連,1,4-5,14740,26
202655082909,馬連,1,4-5,15590,33
202655082909,ワイド,1,4-5,3660,33
202655082909,ワイド,2,5-6,3480,32
202655082909,ワイド,3,4-6,1060,16
202655082909,馬単,1,5-4,32120,66
202655082909,3連複,1,4-5-6,21730,74
202655082909,3連単,1,5-4-6,177360,446
