race_id,bet_type,rank,combination,payout,popularity
202630080401,単勝,1,2,370,3
202630080401,複勝,1,2,130,2
202630080401,複勝,2,3,160,3
202630080401,複勝,3,6,230,5
202630080401,枠連,1,2 - 3,350,3
202630080401,馬連,1,2 - 3,380,3
202630080401,ワイド,1,2 - 3,210,3
202630080401,ワイド,2,2 - 6,670,9
202630080401,ワイド,3,3 - 6,650,7
202630080401,馬単,1,2 → 3,740,6
202630080401,3連複,1,2 - 3 - 6,1750,7
202630080401,3連単,1,2 → 3 → 6,4170,16
202630080402,単勝,1,7,170,1
202630080402,複勝,1,7,120,1
202630080402,複勝,2,3,150,2
202630080402,複勝,3,9,210,5
202630080402,枠連,1,3 - 7,320,1
202630080402,馬連,1,3 - 7,310,1
202630080402,ワイド,1,3 - 7,210,3
202630080402,ワイド,2,7 - 9,640,7
202630080402,ワイド,3,3 - 9,890,10
202630080402,馬単,1,7 → 3,810,1
202630080402,3連複,1,3 - 7 - 9,1530,5
202630080402,3連単,1,7 → 3 → 9,5260,17
202630080403,単勝,1,6,590,4
202630080403,複勝,1,6,190,4
202630080403,複勝,2,5,120,1
202630080403,複勝,3,7,260,5
202630080403,枠連,1,5 - 6,990,5
202630080403,馬連,1,5 - 6,1120,5
202630080403,ワイド,1,5 - 6,460,6
202630080403,ワイド,2,6 - 7,820,11
202630080403,ワイド,3,5 - 7,280,3
202630080403,馬単,1,6 → 5,2120,10
202630080403,3連複,1,5 - 6 - 7,1280,6
202630080403,3連単,1,6 → 5 → 7,7950,34
202630080404,単勝,1,1,150,1
202630080404,複勝,1,1,100,1
202630080404,複勝,2,8,130,4
202630080404,複勝,3,6,100,2
202630080404,馬連,1,1 - 8,230,1
202630080404,ワイド,1,1 - 8,120,1
202630080404,ワイド,2,1 - 6,140,2
202630080404,ワイド,3,6 - 8,220,4
202630080404,馬単,1,1 → 8,270,1
202630080404,3連複,1,1 - 6 - 8,320,2
202630080404,3連単,1,1 → 8 → 6,690,2
202630080405,単勝,1,5,120,1
202630080405,複勝,1,5,120,1
202630080405,複勝,2,2,130,2
202630080405,馬連,1,2 - 5,210,1
202630080405,ワイド,1,2 - 5,140,1
202630080405,ワイド,2,3 - 5,390,6
202630080405,ワイド,3,2 - 3,850,10
202630080405,馬単,1,5 → 2,380,1
202630080405,3連複,1,2 - 3 - 5,1000,4
202630080405,3連単,1,5 → 2 → 3,2410,7
202630080406,単勝,1,7,500,3
202630080406,複勝,1,7,180,3
202630080406,複勝,2,1,120,1
202630080406,馬連,1,1 - 7,560,3
202630080406,ワイド,1,1 - 7,200,3
202630080406,ワイド,2,6 - 7,240,5
202630080406,ワイド,3,1 - 6,140,1
202630080406,馬単,1,7 → 1,1340,5
202630080406,3連複,1,1 - 6 - 7,230,1
202630080406,3連単,1,7 → 1 → 6,2870,9
202630080407,単勝,1,5,130,1
202630080407,複勝,1,5,100,1
202630080407,複勝,2,1,100,2
202630080407,馬連,1,1 - 5,210,1
202630080407,ワイド,1,1 - 5,150,2
202630080407,ワイド,2,2 - 5,150,1
202630080407,ワイド,3,1 - 2,250,5
202630080407,馬単,1,5 → 1,230,1
202630080407,3連複,1,1 - 2 - 5,240,1
202630080407,3連単,1,5 → 1 → 2,510,1
202630080408,単勝,1,1,160,1
202630080408,複勝,1,1,100,1
202630080408,複勝,2,5,110,2
202630080408,複勝,3,7,180,5
202630080408,馬連,1,1 - 5,330,1
202630080408,ワイド,1,1 - 5,140,1
202630080408,ワイド,2,1 - 7,220,3
202630080408,ワイド,3,5 - 7,220,4
202630080408,馬単,1,1 → 5,470,1
202630080408,3連複,1,1 - 5 - 7,350,1
202630080408,3連単,1,1 → 5 → 7,1220,3
202630080409,単勝,1,9,160,1
202630080409,複勝,1,9,120,1
202630080409,複勝,2,4,240,4
202630080409,複勝,3,5,170,3
202630080409,枠連,1,4 - 8,2430,9
202630080409,馬連,1,4 - 9,3280,11
202630080409,ワイド,1,4 - 9,760,9
202630080409,ワイド,2,5 - 9,420,5
202630080409,ワイド,3,4 - 5,1240,13
202630080409,馬単,1,9 → 4,3820,14
202630080409,3連複,1,4 - 5 - 9,4500,18
202630080409,3連単,1,9 → 4 → 5,14850,54
202630080410,単勝,1,4,520,2
202630080410,複勝,1,4,160,2
202630080410,複勝,2,3,190,3
202630080410,複勝,3,8,300,7
202630080410,枠連,1,3 - 4,2110,12
202630080410,馬連,1,3 - 4,1610,6
202630080410,ワイド,1,3 - 4,710,8
202630080410,ワイド,2,4 - 8,1390,25
202630080410,ワイド,3,3 - 8,800,11
202630080410,馬単,1,4 → 3,3620,12
202630080410,3連複,1,3 - 4 - 8,5000,28
202630080410,3連単,1,4 → 3 → 8,33700,192
202630080411,単勝,1,6,310,2
202630080411,複勝,1,6,100,1
202630080411,複勝,2,5,100,2
202630080411,複勝,3,4,110,3
202630080411,枠連,1,5 - 6,500,2
202630080411,馬連,1,5 - 6,530,2
202630080411,ワイド,1,5 - 6,210,2
202630080411,ワイド,2,4 - 6,190,1
202630080411,ワイド,3,4 - 5,270,4
202630080411,馬単,1,6 → 5,850,4
202630080411,3連複,1,4 - 5 - 6,470,1
202630080411,3連単,1,6 → 5 → 4,2340,3
202630080412,単勝,1,3,240,1
202630080412,複勝,1,3,100,1
202630080412,複勝,2,4,120,3
202630080412,複勝,3,5,140,4
202630080412,馬連,1,3 - 4,300,1
202630080412,ワイド,1,3 - 4,150,1
202630080412,ワイド,2,3 - 5,160,2
202630080412,ワイド,3,4 - 5,230,5
202630080412,馬単,1,3 → 4,640,1
202630080412,3連複,1,3 - 4 - 5,460,2
202630080412,3連単,1,3 → 4 → 5,2030,4
202635080401,単勝,1,10,140,1
202635080401,複勝,1,10,100,1
202635080401,複勝,2,3,100,2
202635080401,複勝,3,4,150,3
202635080401,枠連,1,3 - 8,170,1
202635080401,馬連,1,3 - 10,180,1
202635080401,ワイド,1,3 - 10,110,1
202635080401,ワイド,2,4 - 10,200,2
202635080401,ワイド,3,3 - 4,320,5
202635080401,馬単,1,10 → 3,260,1
202635080401,3連複,1,3 - 4 - 10,480,2
202635080401,3連単,1,10 → 3 → 4,910,1
202635080402,単勝,1,7,120,1
202635080402,複勝,1,7,100,1
202635080402,複勝,2,6,120,3
202635080402,複勝,3,4,100,2
202635080402,枠連,1,6 - 7,430,2
202635080402,馬連,1,6 - 7,420,2
202635080402,ワイド,1,6 - 7,160,2
202635080402,ワイド,2,4 - 7,150,1
202635080402,ワイド,3,4 - 6,250,4
202635080402,馬単,1,7 → 6,460,2
202635080402,3連複,1,4 - 6 - 7,360,1
202635080402,3連単,1,7 → 6 → 4,940,2
202635080403,単勝,1,4,180,1
202635080403,複勝,1,4,130,1
202635080403,複勝,2,7,280,4
202635080403,馬連,1,4 - 7,830,3
202635080403,ワイド,1,4 - 7,470,5
202635080403,ワイド,2,4 - 5,350,3
202635080403,ワイド,3,5 - 7,890,14
202635080403,馬単,1,4 → 7,1260,5
202635080403,3連複,1,4 - 5 - 7,1970,8
202635080403,3連単,1,4 → 7 → 5,6890,21
202635080404,単勝,1,7,100,1
202635080404,複勝,1,7,100,1
202635080404,複勝,2,4,160,2
202635080404,馬連,1,4 - 7,330,1
202635080404,ワイド,1,4 - 7,160,1
202635080404,ワイド,2,3 - 7,270,5
202635080404,ワイド,3,3 - 4,830,12
202635080404,馬単,1,7 → 4,310,1
202635080404,3連複,1,3 - 4 - 7,1130,6
202635080404,3連単,1,7 → 4 → 3,2210,9
202635080405,単勝,1,8,160,1
202635080405,複勝,1,8,100,1
202635080405,複勝,2,1,110,3
202635080405,複勝,3,3,100,2
202635080405,馬連,1,1 - 8,660,2
202635080405,ワイド,1,1 - 8,190,3
202635080405,ワイド,2,3 - 8,100,1
202635080405,ワイド,3,1 - 3,180,2
202635080405,馬単,1,8 → 1,900,3
202635080405,3連複,1,1 - 3 - 8,210,1
202635080405,3連単,1,8 → 1 → 3,1650,6
202635080406,単勝,1,2,2800,9
202635080406,複勝,1,2,730,9
202635080406,複勝,2,7,180,3
202635080406,複勝,3,3,160,1
