race_id,bet_type,rank,combination,payout,popularity
202630090301,単勝,1,10,480,3
202630090301,複勝,1,10,110,2
202630090301,複勝,2,8,110,1
202630090301,複勝,3,7,180,5
202630090301,枠連,1,7-8,440,2
202630090301,馬連,1,8-10,480,2
202630090301,ワイド,1,8-10,230,2
202630090301,ワイド,2,7-10,490,8
202630090301,ワイド,3,7-8,370,4
202630090301,馬単,1,10-8,980,4
202630090301,3連複,1,7-8-10,1000,3
202630090301,3連単,1,10-8-7,5630,15
202630090302,単勝,1,10,510,4
202630090302,複勝,1,10,190,2
202630090302,複勝,2,11,490,8
202630090302,複勝,3,7,820,10
202630090302,枠連,1,7-8,980,2
202630090302,馬連,1,10-11,3250,15
202630090302,ワイド,1,10-11,1240,14
202630090302,ワイド,2,7-10,2040,25
202630090302,ワイド,3,7-11,5600,43
202630090302,馬単,1,10-11,4990,23
202630090302,3連複,1,7-10-11,21340,74
202630090302,3連単,1,10-11-7,64700,232
202630090303,単勝,1,8,710,3
202630090303,複勝,1,8,160,4
202630090303,複勝,2,3,100,1
202630090303,複勝,3,7,110,2
202630090303,馬連,1,3-8,970,3
202630090303,ワイド,1,3-8,280,3
202630090303,ワイド,2,7-8,220,2
202630090303,ワイド,3,3-7,140,1
202630090303,馬単,1,8-3,2640,10
202630090303,3連複,1,3-7-8,520,2
202630090303,3連単,1,8-3-7,7950,25
202630090304,単勝,1,9,220,1
202630090304,複勝,1,9,120,1
202630090304,複勝,2,11,170,3
202630090304,複勝,3,5,170,4
202630090304,枠連,1,7-8,530,2
202630090304,馬連,1,9-11,570,2
202630090304,ワイド,1,9-11,290,3
202630090304,ワイド,2,5-9,360,4
202630090304,ワイド,3,5-11,560,7
202630090304,馬単,1,9-11,1450,5
202630090304,3連複,1,5-9-11,1930,6
202630090304,3連単,1,9-11-5,7110,17
202630090305,単勝,1,6,140,1
202630090305,複勝,1,6,100,1
202630090305,複勝,2,10,140,3
202630090305,複勝,3,5,120,2
202630090305,枠連,1,6-8,210,1
202630090305,馬連,1,6-10,290,1
202630090305,ワイド,1,6-10,180,1
202630090305,ワイド,2,5-6,230,2
202630090305,ワイド,3,5-10,330,5
202630090305,馬単,1,6-10,370,1
