race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,1,7,14,2023103320,ヴェネチアンキング,牡2,56,01091,丹内祐次,1:12.9,,4-3,38.3,1.4,1,520(+12),01023,[東]伊藤圭三,530033,星野隆男,560.0
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,2,5,10,2023104708,ヘイスティハート,牡2,56,01150,石川裕紀,1:13.4,3,1-1,39.2,3.7,2,482(0),01076,[東]小笠倫弘,055700,グリーンスウォード,220.0
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,3,2,3,2023100344,オンマイビート,牡2,56,05578,落合玄太,1:13.4,クビ,4-3,38.8,271.6,15,462(0),01100,[東]松山将樹,022700,スリースターズレーシング,140.0
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,4,5,9,2023100851,フクノエルデ,セ2,56,00689,江田照男,1:13.5,アタマ,12-11,37.6,218.3,13,466(+8),01119,[東]田中剛,159033,福島祐子,84.0
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,5,3,6,2023101712,ベアゴーフォー,牡2,56,01085,松岡正海,1:13.7,1.1/2,7-6,38.9,38.9,7,468(+6),01008,[東]杉浦宏昭,372033,熊木浩,56.0
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,6,8,16,2023103084,ジュニアスウィート,牝2,55,01184,原優介,1:13.7,アタマ,8-8,38.6,12.8,3,470(-6),01171,[東]小手川準,857800,ビリオンスター,
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,7,4,8,2023102305,マインセーラ,牝2,55,01009,柴田大知,1:13.7,ハナ,10-10,38.2,194.5,11,436(-2),01063,[東]的場均,684006,峰哲馬,
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,8,6,12,2023109174,ラムールデュヴォン,牡2,53,01218,遠藤汰月,1:13.8,1/2,2-2,39.5,21.8,5,460(+6),01189,[東]堀内岳志,709031,松本智,
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,9,2,4,2023100892,オダイ,牝2,55,01158,野中悠太,1:14.1,1.1/2,8-8,39.1,54.7,9,434(-4),01029,[東]根本康広,369803,サザンホールディング,
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,10,7,13,2023105402,ガルディーノ,牡2,56,01197,佐々木大,1:14.3,1.1/2,2-3,39.9,201.5,12,484(0),01116,[東]新開幸一,858800,大塚亮一,
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,11,1,2,2023103088,トウシンライオット,牡2,53,01206,小林美駒,1:15.0,4,15-14,37.8,19.2,4,514(+8),01141,[東]尾形和幸,786800,サトー,
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,12,8,15,2023104154,カセノソレイユ,牡2,53,01221,舟山瑠泉,1:15.0,クビ,10-13,39.4,53.4,8,488(-6),01026,[東]鈴木伸尋,759033,平川進,
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,13,1,1,2023110047,ホワイトナイル,牡2,56,01162,木幡巧也,1:15.1,クビ,13-12,39.1,34.6,6,488(0),01106,[東]牧光二,188800,ＹＧＧホースクラブ,
202506050401,1,2歳未勝利,ダ,1200,雨,稍重,09:45,2025-12-14,中山,14,6,11,2023100795,クラウンプレゼンタ,牡2,56,00422,内田博幸,1:15.7,3.1/2,14-15,38.6,138.5,10,472(+22),01090,[東]天間昭一,043033,矢野恭裕,
