race_id,race_number,race_name,surface,distance_m,weather,going,start_time,race_date,racecourse,finish_pos,waku,umaban,horse_id,horse_name,sex_age,kinryo,jockey_id,jockey_name,time,margin,passing_order,last_3f,odds_final,popularity,weight,trainer_id,trainer_name,owner_id,owner_name,prize
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,1,8,15,2022100627,カウスリップ,牝3,55,01140,横山和生,1:12.6,,1-1,38.2,1.1,1,538(+2),01153,[東]中舘英二,373008,中村祐子,560.0
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,2,4,8,2022100547,アサクサグレース,牝3,55,01135,杉原誠人,1:12.8,1.1/4,7-5,37.8,10.3,3,462(+2),01054,[東]戸田博文,353031,櫻井素子,220.0
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,3,7,13,2022102267,ジョイナーテソーロ,牝3,55,01197,佐々木大,1:13.4,3.1/2,2-2,38.8,16.8,4,438(+8),01048,[東]畠山吉宏,089803,了徳寺健二ホールディングス,140.0
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,4,7,14,2022102975,デンリッレハウエル,牝3,52,01203,石田拓郎,1:13.8,2.1/2,8-7,38.7,207.1,12,414(+8),01163,[東]林徹,547800,ヒダカ・ブリーダーズ・ユニオン,84.0
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,5,6,12,2022101604,ハニーローリエ,牝3,55,01096,大野拓弥,1:13.8,クビ,9-8,38.4,104.2,10,476(-4),01171,[東]小手川準,965800,東豊物産,56.0
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,6,4,7,2022100209,ロベルタインパクト,牝3,52,01214,長浜鴻緒,1:14.3,3,9-10,38.9,9.0,2,498(0),01051,[東]岩戸孝樹,117800,高昭牧場,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,7,5,10,2022103980,タマモクロッシェ,牝3,51,01206,小林美駒,1:14.5,1.1/4,14-13,38.0,245.0,13,434(+2),01094,[東]水野貴広,515800,タマモ,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,8,8,16,2022102834,キャラメリー,牝3,55,01117,丸田恭介,1:14.6,クビ,4-4,39.8,77.0,9,492(-2),01035,[東]佐藤吉勝,629800,ミルファーム,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,9,2,3,2022107197,サンパギータチャン,牝3,52,01207,佐藤翔馬,1:14.7,1/2,14-13,38.2,398.4,15,394(+4),01008,[東]杉浦宏昭,597031,森口聡,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,10,2,4,2022103461,ニューウォーク,牝3,53,01183,小林脩斗,1:14.7,アタマ,11-11,38.8,76.9,8,446(+6),01096,[東]粕谷昌央,493006,村田哲朗,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,11,5,9,2022105749,チュッチュポッポ,牝3,55,01169,武藤雅,1:14.8,1/2,2-2,40.3,44.2,7,466(-6),01064,[東]武藤善則,371009,高橋文男,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,12,6,11,2022102592,ミキノオーボエ,牝3,55,01077,石橋脩,1:15.6,5,12-12,39.5,386.0,14,490(+10),00437,[東]南田美知,918002,谷口久和,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,13,1,1,2022103450,ロジステート,牝3,55,01170,横山武史,1:15.6,クビ,4-5,40.8,23.8,5,470(+6),01141,[東]尾形和幸,947030,久米田正平,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,14,1,2,2022104017,ビーラブドウィッチ,牝3,52,01209,石神深道,1:15.9,2,13-13,39.6,203.4,11,424(+8),01081,[東]中川公成,065803,京都ホースレーシング,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,15,3,6,2022104072,セイウンオウカ,牝3,55,01092,津村明秀,1:16.1,1.1/4,4-8,41.3,39.5,6,478(-2),01020,[東]相沢郁,897009,西山茂行,
202506010501,1,3歳未勝利,ダ,1200,晴,良,10:05,2025-01-13,中山,16,3,5,2022102673,ラクスノカミカザリ,牝3,55,01158,野中悠太,1:17.8,10,16-16,40.8,468.8,16,430(+6),01077,[東]加藤和宏,372008,三宅勝俊,
202506010502,2,3歳未勝利,ダ,1800,晴,良,10:35,2025-01-13,中山,1,3,6,2022102260,ジェシーテソーロ,牡3,57,01162,木幡巧也,1:57.2,,4-2-4-3,40.6,4.0,2,484(+2),01106,[東]牧光二,089803,了徳寺健二ホールディングス,560.0
202506010502,2,3歳未勝利,ダ,1800,晴,良,10:35,2025-01-13,中山,2,4,7,2022101801,ケルピー,セ3,57,01140,横山和生,1:57.3,1/2,16-15-4-3,40.7,33.5,10,490(+4),01125,[東]小野次郎,550031,鈴木淳人,220.0
202506010502,2,3歳未勝利,ダ,1800,晴,良,10:35,2025-01-13,中山,3,3,5,2022110126,エコロカディス,牡3,57,01197,佐々木大,1:57.8,3,1-1-1-1,41.5,3.4,1,452(0),01201,[東]森一誠,783033,原村正紀,140.0
