year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,京都,02,2025-04-25,金曜日,,C,09:30,10.4,10:00,9.8,7.9,7.0,7.0
2025,京都,02,2025-04-26,土曜日,第 1日,C,07:00,10.8,06:00,8.9,7.5,4.9,6.5
2025,京都,02,2025-04-27,日曜日,第 2日,C,07:00,11.2,06:00,8.3,7.1,4.3,6.1
2025,京都,02,2025-05-02,金曜日,,C,09:30,9.2,10:00,10.6,9.3,12.9,9.6
2025,京都,02,2025-05-03,土曜日,第 3日,C,07:00,9.8,06:00,10.9,9.2,11.3,12.7
2025,京都,02,2025-05-04,日曜日,第 4日,C,07:00,10.6,06:00,8.7,7.4,7.7,8.1
2025,京都,02,2025-05-09,金曜日,,C,09:00,11.1,10:00,9.0,7.4,4.5,8.5
2025,京都,02,2025-05-10,土曜日,第 5日,C,07:00,9.6,06:00,11.6,10.4,14.9,16.7
2025,京都,02,2025-05-11,日曜日,第 6日,C,07:00,10.2,06:00,9.5,6.8,10.2,12.8
2025,京都,02,2025-05-16,金曜日,,D,09:00,11.2,10:00,9.7,7.1,3.5,3.2
2025,京都,02,2025-05-17,土曜日,第 7日,D,07:00,10.1,06:00,9.4,8.2,6.9,7.9
2025,京都,02,2025-05-18,日曜日,第 8日,D,07:00,10.1,06:00,11.4,9.9,12.6,13.0
2025,京都,02,2025-05-23,金曜日,,D,09:00,11.0,10:00,6.8,8.4,4.5,6.7
2025,京都,02,2025-05-24,土曜日,第 9日,D,07:00,11.2,06:00,6.3,7.4,4.0,5.6
2025,京都,02,2025-05-25,日曜日,第10日,D,07:00,8.6,06:00,13.0,11.3,16.3,16.5
2025,京都,02,2025-05-30,金曜日,,D,09:00,10.7,10:00,11.2,8.1,4.8,5.8
2025,京都,02,2025-05-31,土曜日,第11日,D,07:00,11.1,06:00,8.9,6.1,5.0,5.2
2025,京都,02,2025-06-01,日曜日,第12日,D,07:00,11.3,06:00,8.2,6.1,3.2,3.0
