year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,阪神,04,2025-09-05,金曜日,,A,10:00,8.5,10:00,14.9,16.9,16.9,18.8
2025,阪神,04,2025-09-06,土曜日,第 1日,A,07:30,9.0,05:30,13.5,14.3,13.0,12.8
2025,阪神,04,2025-09-07,日曜日,第 2日,A,07:30,9.1,05:30,13.1,14.3,7.8,8.0
2025,阪神,04,2025-09-12,金曜日,,A,10:00,8.9,10:00,13.7,14.3,8.3,9.4
2025,阪神,04,2025-09-13,土曜日,第 3日,A,07:30,9.0,05:30,11.8,10.4,6.3,7.1
2025,阪神,04,2025-09-14,日曜日,第 4日,A,07:30,9.0,05:30,13.0,12.3,6.1,6.0
2025,阪神,04,2025-09-15,月曜日,第 5日,A,07:30,9.0,05:30,12.0,11.5,3.9,4.3
2025,阪神,04,2025-09-19,金曜日,,B,10:00,8.9,10:00,12.3,14.6,1.4,1.3
2025,阪神,04,2025-09-20,土曜日,第 6日,B,07:30,9.0,05:30,13.0,12.0,1.0,1.9
2025,阪神,04,2025-09-21,日曜日,第 7日,B,07:30,9.2,05:30,11.6,10.8,1.1,1.1
2025,阪神,04,2025-09-26,金曜日,,B,10:00,8.9,10:00,13.8,12.1,1.2,1.2
2025,阪神,04,2025-09-27,土曜日,第 8日,B,07:30,8.9,05:30,13.6,12.6,6.7,6.8
2025,阪神,04,2025-09-28,日曜日,第 9日,B,07:30,8.9,05:30,11.9,10.5,4.5,4.3
