year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,京都,03,2025-10-03,金曜日,,A,09:00,10.4,10:00,9.0,9.6,0.6,1.6
2025,京都,03,2025-10-04,土曜日,第 1日,A,07:00,9.4,06:00,10.6,11.2,12.2,11.5
2025,京都,03,2025-10-05,日曜日,第 2日,A,07:00,10.0,06:00,10.3,10.4,12.5,15.7
2025,京都,03,2025-10-10,金曜日,,A,09:00,10.7,10:00,9.3,8.4,3.4,4.3
2025,京都,03,2025-10-11,土曜日,第 3日,A,07:00,10.9,06:00,8.7,8.6,3.1,2.1
2025,京都,03,2025-10-12,日曜日,第 4日,A,07:00,11.0,06:00,7.4,8.5,2.2,2.5
2025,京都,03,2025-10-13,月曜日,第 5日,A,07:00,10.8,06:00,6.8,7.8,2.6,3.0
2025,京都,03,2025-10-17,金曜日,,A,09:00,10.2,10:00,8.9,8.1,10.0,10.2
2025,京都,03,2025-10-18,土曜日,第 6日,A,07:00,10.3,06:00,8.8,8.3,9.6,10.1
2025,京都,03,2025-10-19,日曜日,第 7日,A,07:00,10.8,06:00,8.3,8.5,7.2,7.2
2025,京都,03,2025-10-24,金曜日,,A,09:00,10.0,10:00,8.3,9.5,4.0,4.6
2025,京都,03,2025-10-25,土曜日,第 8日,A,07:00,10.6,06:00,7.6,8.6,3.0,3.8
2025,京都,03,2025-10-26,日曜日,第 9日,A,07:00,9.7,06:00,12.0,10.7,13.6,15.3
2025,京都,03,2025-10-31,金曜日,,B,09:00,10.9,10:00,9.6,9.3,5.7,4.2
2025,京都,03,2025-11-01,土曜日,第10日,B,07:00,10.4,06:00,10.5,10.2,15.1,16.7
2025,京都,03,2025-11-02,日曜日,第11日,B,07:00,10.5,06:00,9.2,9.1,9.8,9.6
