year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,中山,03,2025-03-28,金曜日,,A,10:30,9.6,10:30,9.8,10.0,4.4,4.6
2025,中山,03,2025-03-29,土曜日,第 1日,A,07:00,9.6,06:00,12.6,11.3,5.7,4.7
2025,中山,03,2025-03-30,日曜日,第 2日,A,07:00,9.0,06:00,13.0,12.2,9.4,8.6
2025,中山,03,2025-04-04,金曜日,,B,10:30,8.4,10:30,14.6,15.5,13.6,13.8
2025,中山,03,2025-04-05,土曜日,第 3日,B,07:00,9.0,05:00,14.1,15.1,11.1,10.3
2025,中山,03,2025-04-06,日曜日,第 4日,B,07:00,9.5,06:00,12.6,13.6,8.6,7.7
2025,中山,03,2025-04-11,金曜日,,B,10:30,9.2,10:30,13.5,12.2,9.6,8.9
2025,中山,03,2025-04-12,土曜日,第 5日,B,07:00,9.4,05:00,13.2,11.4,8.5,7.9
2025,中山,03,2025-04-13,日曜日,第 6日,B,07:00,9.7,06:00,12.9,10.4,4.2,3.4
2025,中山,03,2025-04-18,金曜日,,C,10:30,9.8,10:30,11.5,11.7,3.8,3.8
2025,中山,03,2025-04-19,土曜日,第 7日,C,07:00,10.3,05:00,11.0,10.2,3.8,3.0
2025,中山,03,2025-04-20,日曜日,第 8日,C,07:00,10.6,06:00,10.8,10.7,2.2,2.7
