year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,阪神,01,2025-02-28,金曜日,,A,09:30,9.0,10:00,14.0,13.9,1.5,2.3
2025,阪神,01,2025-03-01,土曜日,第 1日,A,07:30,9.0,05:30,13.7,12.1,2.5,2.1
2025,阪神,01,2025-03-02,日曜日,第 2日,A,07:30,9.0,05:30,14.0,13.9,1.5,1.9
2025,阪神,01,2025-03-07,金曜日,,A,09:30,8.9,10:00,13.9,14.6,8.6,7.7
2025,阪神,01,2025-03-08,土曜日,第 3日,A,07:30,9.0,05:30,12.8,14.5,6.4,4.7
2025,阪神,01,2025-03-09,日曜日,第 4日,A,07:30,9.1,05:30,13.7,14.0,6.5,5.7
2025,阪神,01,2025-03-14,金曜日,,A,10:00,8.9,10:00,13.9,14.8,5.6,5.1
2025,阪神,01,2025-03-15,土曜日,第 5日,A,07:30,9.0,05:30,13.3,14.3,6.0,4.9
2025,阪神,01,2025-03-16,日曜日,第 6日,A,07:30,8.1,05:30,14.3,14.7,7.4,7.0
2025,阪神,01,2025-03-21,金曜日,,A,10:00,8.9,10:00,13.8,14.9,6.9,5.8
2025,阪神,01,2025-03-22,土曜日,第 7日,A,07:30,8.9,05:30,13.0,14.4,5.2,4.2
2025,阪神,01,2025-03-23,日曜日,第 8日,A,07:30,9.0,05:30,12.5,12.7,4.9,4.6
