year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,東京,04,2025-10-03,金曜日,,A,10:00,9.8,08:30,13.4,13.3,6.8,7.2
2025,東京,04,2025-10-04,土曜日,第 1日,A,07:00,9.6,05:00,13.6,14.7,5.2,5.8
2025,東京,04,2025-10-05,日曜日,第 2日,A,07:00,9.9,05:30,13.8,14.9,4.5,5.9
2025,東京,04,2025-10-10,金曜日,,A,10:00,9.8,08:30,14.7,13.3,1.3,2.4
2025,東京,04,2025-10-11,土曜日,第 3日,A,07:00,9.7,05:30,13.5,11.8,1.8,2.8
2025,東京,04,2025-10-12,日曜日,第 4日,A,07:00,10.2,05:00,12.2,13.2,5.2,5.7
2025,東京,04,2025-10-13,月曜日,第 5日,A,07:00,9.7,05:30,13.9,13.0,3.3,4.1
2025,東京,04,2025-10-17,金曜日,,A,09:00,9.9,08:30,14.8,13.2,5.3,5.7
2025,東京,04,2025-10-18,土曜日,第 6日,A,07:00,9.3,05:00,14.8,13.4,2.9,4.5
2025,東京,04,2025-10-19,日曜日,第 7日,A,07:00,9.6,05:30,13.4,13.1,2.5,3.0
2025,東京,04,2025-10-24,金曜日,,A,09:00,9.5,08:30,12.9,12.0,5.9,6.7
2025,東京,04,2025-10-25,土曜日,第 8日,A,07:00,9.6,05:00,14.2,16.2,9.3,8.4
2025,東京,04,2025-10-26,日曜日,第 9日,A,07:00,8.6,05:30,18.4,16.4,14.5,17.2
2025,東京,04,2025-10-31,金曜日,,B,09:00,9.6,08:30,11.7,12.2,4.4,6.0
2025,東京,04,2025-11-01,土曜日,第10日,B,07:00,9.1,05:30,15.6,18.3,14.0,16.4
2025,東京,04,2025-11-02,日曜日,第11日,B,07:00,9.3,05:30,12.1,13.0,10.7,11.8
