year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,中山,05,2025-12-05,金曜日,,A,10:30,9.9,10:30,10.9,11.3,1.3,1.5
2025,中山,05,2025-12-06,土曜日,第 1日,A,08:00,10.1,05:00,10.9,10.4,1.1,1.4
2025,中山,05,2025-12-07,日曜日,第 2日,A,08:00,10.4,06:00,10.5,10.6,1.6,1.5
2025,中山,05,2025-12-12,金曜日,,A,10:30,10.3,10:30,10.4,9.9,1.4,1.7
2025,中山,05,2025-12-13,土曜日,第 3日,A,07:00,10.3,05:00,10.1,10.6,1.2,1.5
2025,中山,05,2025-12-14,日曜日,第 4日,A,07:00,9.9,06:00,11.6,11.0,5.4,5.5
2025,中山,05,2025-12-19,金曜日,,A,10:30,10.0,10:30,10.4,10.8,6.3,5.7
2025,中山,05,2025-12-20,土曜日,第 5日,A,07:00,10.0,05:00,10.6,11.0,4.9,4.8
2025,中山,05,2025-12-21,日曜日,第 6日,A,07:00,8.9,05:30,15.1,13.9,15.8,14.6
2025,中山,05,2025-12-26,金曜日,,A,10:30,9.4,10:30,13.3,13.2,12.2,13.0
2025,中山,05,2025-12-27,土曜日,第 7日,A,07:00,9.8,05:00,11.6,12.1,7.2,7.5
2025,中山,05,2025-12-28,日曜日,第 8日,A,08:00,9.5,06:00,11.3,12.4,5.7,6.0
