year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,福島,03,2025-11-07,金曜日,,A,09:00,9.0,09:00,14.3,13.2,4.9,3.3
2025,福島,03,2025-11-08,土曜日,第 1日,A,07:00,9.2,05:00,12.1,12.9,3.7,3.4
2025,福島,03,2025-11-09,日曜日,第 2日,A,07:00,9.2,06:00,12.4,11.9,2.0,3.6
2025,福島,03,2025-11-14,金曜日,,A,09:00,9.1,09:00,12.3,13.1,3.1,3.1
2025,福島,03,2025-11-15,土曜日,第 3日,A,07:00,8.9,05:00,11.3,11.6,1.9,1.3
2025,福島,03,2025-11-16,日曜日,第 4日,A,07:00,9.3,06:00,11.0,11.7,2.0,1.3
2025,福島,03,2025-11-21,金曜日,,B,09:00,8.9,09:00,9.7,11.6,1.7,1.6
2025,福島,03,2025-11-22,土曜日,第 5日,B,07:00,9.2,05:00,10.3,11.0,1.4,2.1
2025,福島,03,2025-11-23,日曜日,,B,09:00,9.2,09:00,11.0,10.9,1.3,1.6
2025,福島,03,2025-11-24,月曜日,第 6日,B,07:00,9.5,06:00,11.3,10.5,1.1,1.2
