year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,中京,03,2025-07-25,金曜日,,A,09:30,9.9,09:30,12.6,9.6,3.4,3.0
2025,中京,03,2025-07-26,土曜日,第 1日,A,06:30,9.7,05:30,11.6,12.3,2.1,2.3
2025,中京,03,2025-07-27,日曜日,第 2日,A,06:30,9.5,05:30,12.6,12.5,1.8,2.1
2025,中京,03,2025-08-01,金曜日,,A,09:30,10.1,09:30,11.3,12.7,1.0,1.0
2025,中京,03,2025-08-02,土曜日,第 3日,A,06:30,9.9,05:30,13.3,12.5,1.4,1.0
2025,中京,03,2025-08-03,日曜日,第 4日,A,06:30,10.3,05:30,11.9,12.6,1.2,0.6
2025,中京,03,2025-08-08,金曜日,,A,09:30,10.3,09:30,11.6,11.2,1.4,1.2
2025,中京,03,2025-08-09,土曜日,第 5日,A,06:30,10.3,05:30,12.3,12.7,0.7,0.6
2025,中京,03,2025-08-10,日曜日,第 6日,A,06:30,10.6,05:30,10.3,12.6,1.5,1.3
2025,中京,03,2025-08-15,金曜日,,A,09:30,10.0,09:30,10.7,10.6,5.5,5.6
2025,中京,03,2025-08-16,土曜日,第 7日,A,06:30,10.2,05:30,12.7,12.2,4.6,4.6
2025,中京,03,2025-08-17,日曜日,第 8日,A,06:30,10.2,05:30,12.0,13.2,3.7,4.0
