year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,京都,04,2025-11-07,金曜日,,B,09:00,10.6,10:00,8.6,8.3,4.3,3.9
2025,京都,04,2025-11-08,土曜日,第 1日,B,07:00,10.7,06:00,9.2,8.7,3.9,3.6
2025,京都,04,2025-11-09,日曜日,第 2日,B,07:00,10.3,06:00,9.2,8.8,6.0,5.6
2025,京都,04,2025-11-14,金曜日,,B,09:00,10.8,10:00,9.2,8.6,6.0,5.6
2025,京都,04,2025-11-15,土曜日,第 3日,B,07:00,10.8,06:00,9.0,8.6,5.1,5.0
2025,京都,04,2025-11-16,日曜日,第 4日,B,07:00,11.3,06:00,9.2,8.8,5.0,4.8
2025,京都,04,2025-11-21,金曜日,,C,09:00,11.0,10:00,8.1,7.9,2.0,2.3
2025,京都,04,2025-11-22,土曜日,第 5日,C,08:00,10.7,06:00,7.9,8.1,1.7,1.8
2025,京都,04,2025-11-23,日曜日,第 6日,C,07:00,10.5,06:00,6.1,8.4,1.7,1.6
2025,京都,04,2025-11-28,金曜日,,C,09:00,10.7,10:00,7.9,8.5,4.3,4.1
2025,京都,04,2025-11-29,土曜日,第 7日,C,07:00,10.9,06:00,8.2,8.5,4.8,4.7
2025,京都,04,2025-11-30,日曜日,第 8日,C,07:00,10.9,06:00,8.7,8.8,4.3,4.0
