year,venue,kai,date,weekday,day_label,turf_course_variant,cushion_time,cushion_value,moisture_time,moisture_turf_goal_pct,moisture_turf_corner4_pct,moisture_dirt_goal_pct,moisture_dirt_corner4_pct
2025,小倉,01,2025-01-24,金曜日,,A,10:30,8.0,10:30,7.6,9.0,3.6,3.6
2025,小倉,01,2025-01-25,土曜日,第 1日,A,08:00,8.8,05:00,8.4,8.4,4.1,4.4
2025,小倉,01,2025-01-26,日曜日,第 2日,A,08:00,9.4,05:00,7.5,7.6,2.6,3.2
2025,小倉,01,2025-01-31,金曜日,,A,10:30,9.4,10:30,7.7,8.1,2.0,2.4
2025,小倉,01,2025-02-01,土曜日,第 3日,A,08:00,9.5,05:00,7.3,7.6,1.9,2.2
2025,小倉,01,2025-02-02,日曜日,第 4日,A,08:00,8.3,05:00,11.3,11.9,17.4,17.5
2025,小倉,01,2025-02-07,金曜日,,A,10:30,8.9,10:30,9.0,9.2,7.3,9.3
2025,小倉,01,2025-02-08,土曜日,第 5日,A,08:00,8.6,05:00,9.5,10.3,6.5,9.0
2025,小倉,01,2025-02-09,日曜日,第 6日,A,08:00,8.7,05:00,8.6,10.0,7.9,9.5
2025,小倉,01,2025-02-14,金曜日,,B,10:30,9.3,10:30,8.3,8.1,2.2,3.1
2025,小倉,01,2025-02-15,土曜日,第 7日,B,08:00,9.3,05:00,7.9,9.2,1.9,2.4
2025,小倉,01,2025-02-16,日曜日,第 8日,B,08:00,9.0,05:00,8.5,9.9,3.8,4.2
2025,小倉,01,2025-02-21,金曜日,,B,10:30,9.5,10:30,8.3,9.4,1.8,2.2
2025,小倉,01,2025-02-22,土曜日,第 9日,B,08:00,9.6,05:00,8.1,9.1,2.2,2.0
2025,小倉,01,2025-02-23,日曜日,第10日,B,08:00,9.7,05:00,7.5,7.4,2.3,2.0
2025,小倉,01,2025-02-28,金曜日,,B,10:30,9.2,10:30,9.0,11.2,3.6,3.4
2025,小倉,01,2025-03-01,土曜日,第11日,B,08:00,9.5,05:00,9.0,10.3,3.5,4.0
2025,小倉,01,2025-03-02,日曜日,第12日,B,08:00,8.7,05:00,9.7,11.0,5.2,5.3
